,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,joss,' 9255 sunset blvd. ',` los angeles ',310/276 -1886,asian,143,` fenix at the argyle ',' 8358 sunset blvd. ',` w. hollywood ',213-848-6677,` french ( new ) ',11,"('rtable_class',)",[7],[11],0.44044923782348633,0.5595507621765137,2
191,joss,' 9255 sunset blvd. ',` los angeles ',310/276 -1886,asian,143,joss,' 8358 sunset blvd. ',` w. hollywood ',213-848-6677,` french ( new ) ',143,"('rtable_name', 'rtable_class')","[""` fenix at the argyle '"", 7]","['joss', 143]",0.36331796646118164,0.6366820335388184,2
192,joss,' 9255 sunset blvd. ',` los angeles ',310/276 -1886,asian,143,` fenix at the argyle ',' 8358 sunset blvd. ',` los angeles ',213-848-6677,` french ( new ) ',143,"('rtable_city', 'rtable_class')","[""` w. hollywood '"", 7]","[""` los angeles '"", 143]",0.4672829508781433,0.5327170491218567,2
193,joss,' 9255 sunset blvd. ',` los angeles ',310/276 -1886,asian,143,` fenix at the argyle ',' 8358 sunset blvd. ',` w. hollywood ',310/276 -1886,` french ( new ) ',143,"('rtable_phone', 'rtable_class')","['213-848-6677', 7]","['310/276 -1886', 143]",0.4540313482284546,0.5459686517715454,2
194,joss,' 9255 sunset blvd. ',` los angeles ',310/276 -1886,asian,143,` fenix at the argyle ',' 8358 sunset blvd. ',` w. hollywood ',213-848-6677,asian,143,"('rtable_res_type', 'rtable_class')","[""` french ( new ) '"", 7]","['asian', 143]",0.4812479019165039,0.5187520980834961,2
220,joss,' 9255 sunset blvd. ',` los angeles ',310/276 -1886,asian,143,` fenix at the argyle ',' 8358 sunset blvd. ',` w. hollywood ',213-848-6677,` french ( new ) ',143,"('rtable_class',)",[7],[143],0.48272472620010376,0.5172752737998962,2
221,joss,' 9255 sunset blvd. ',` los angeles ',310/276 -1886,asian,143,joss,' 8358 sunset blvd. ',` w. hollywood ',213-848-6677,` french ( new ) ',143,"('rtable_name', 'rtable_class')","[""` fenix at the argyle '"", 7]","['joss', 143]",0.36629724502563477,0.6337027549743652,2
222,joss,' 9255 sunset blvd. ',` los angeles ',310/276 -1886,asian,143,` fenix at the argyle ',' 9255 sunset,` w. hollywood ',213-848-6677,` french ( new ) ',143,"('rtable_addr', 'rtable_class')","[""' 8358 sunset blvd. '"", 7]","[""' 9255 sunset"", 143]",0.4821236729621887,0.5178763270378113,2
223,joss,' 9255 sunset blvd. ',` los angeles ',310/276 -1886,asian,143,` fenix at the argyle ',' 8358 sunset blvd. ',` los angeles ',213-848-6677,` french ( new ) ',143,"('rtable_city', 'rtable_class')","[""` w. hollywood '"", 7]","[""` los angeles '"", 143]",0.4672829508781433,0.5327170491218567,2
224,joss,' 9255 sunset blvd. ',` los angeles ',310/276 -1886,asian,143,` fenix at the argyle ',' 8358 sunset blvd. ',` w. hollywood ',310/276 -1886,` french ( new ) ',143,"('rtable_phone', 'rtable_class')","['213-848-6677', 7]","['310/276 -1886', 143]",0.4540313482284546,0.5459686517715454,2
