,label,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,poetry fiction and drama ( win/mac ) ( jewel case,fogware publishing,9.99,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title',)",['foreign policy & reform ( win/mac ) ( jewel case )'],['poetry fiction and drama ( win/mac ) ( jewel case'],1,0,0.023387011,0.97661304,2
22,,poetry fiction and drama ( win/mac ) ( jewel case ),fogware publishing,9.99,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title', 'ltable_price')","['foreign policy & reform ( win/mac ) ( jewel case )', 9.99]","['poetry fiction and drama ( win/mac ) ( jewel case )', 9.99]",1,0,0.025183206,0.97481674,2
21,,poetry fiction and drama ( win/mac ) ( jewel case ),fogware publishing,9.99,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title', 'ltable_manufacturer')","['foreign policy & reform ( win/mac ) ( jewel case )', 'fogware publishing']","['poetry fiction and drama ( win/mac ) ( jewel case )', 'fogware publishing']",1,0,0.021823524,0.97817653,2
20,,poetry fiction and drama ( win/mac ) ( jewel case ),fogware publishing,9.99,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title',)",['foreign policy & reform ( win/mac ) ( jewel case )'],['poetry fiction and drama ( win/mac ) ( jewel case )'],1,0,0.032542333,0.9674577,2
18,,poetry fiction and drama ( win/mac ) (,fogware publishing,9.59,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title', 'ltable_price')","['foreign policy & reform ( win/mac ) ( jewel case )', 9.99]","['poetry fiction and drama ( win/mac ) (', 9.59]",1,0,0.03136436,0.9686356,2
17,,poetry fiction and drama ( win/mac ) (,,9.99,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title', 'ltable_manufacturer')","['foreign policy & reform ( win/mac ) ( jewel case )', 'fogware publishing']","['poetry fiction and drama ( win/mac ) (', nan]",1,0,0.032054164,0.9679459,2
16,,poetry fiction and drama ( win/mac ) (,fogware publishing,9.99,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title',)",['foreign policy & reform ( win/mac ) ( jewel case )'],['poetry fiction and drama ( win/mac ) ('],1,0,0.047458056,0.9525419,2
14,,fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),fogware publishing,9.59,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title', 'ltable_price')","['foreign policy & reform ( win/mac ) ( jewel case )', 9.99]","['fiction and drama ( win/mac ) ( jewel case ) ( 10172 )', 9.59]",1,0,0.1246391,0.8753609,2
13,,fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.99,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title', 'ltable_manufacturer')","['foreign policy & reform ( win/mac ) ( jewel case )', 'fogware publishing']","['fiction and drama ( win/mac ) ( jewel case ) ( 10172 )', nan]",1,0,0.23690549,0.76309454,2
24,,foreign policy & reform ( win/mac ) ( jewel case ),fogware publishing,9.99,cisco 3745 ser ios ent cd374-esk9 = ),,2814.33,"('rtable_title', 'rtable_price')","['poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 )', 9.59]","['cisco 3745 ser ios ent cd374-esk9 = )', 2814.33]",1,0,0.4496916,0.55030835,2
12,,fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),fogware publishing,9.99,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title',)",['foreign policy & reform ( win/mac ) ( jewel case )'],['fiction and drama ( win/mac ) ( jewel case ) ( 10172 )'],1,0,0.2541693,0.7458307,2
9,,poetry fiction and drama (,,9.99,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title', 'ltable_manufacturer')","['foreign policy & reform ( win/mac ) ( jewel case )', 'fogware publishing']","['poetry fiction and drama (', nan]",1,0,0.02518528,0.9748147,2
8,,poetry fiction and drama (,fogware publishing,9.99,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,9.59,"('ltable_title',)",['foreign policy & reform ( win/mac ) ( jewel case )'],['poetry fiction and drama ('],1,0,0.039009485,0.9609905,2
