,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
30,` moose \ 's ',' 3570 las vegas blvd. s ',` las vegas ',415/989 -7800,continental,70,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67,"('ltable_name', 'ltable_phone')","[""` palace court '"", '702/731 -7547']","[""` moose \\ 's '"", '415/989 -7800']",0.36708513,0.63291484,2
31,` moose \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,continental,498,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67,"('ltable_name', 'ltable_class')","[""` palace court '"", 70]","[""` moose \\ 's '"", 498]",0.28816757,0.71183246,2
18,` bardelli \ 's ',' 243 o \ ` farrell st. ',` las vegas ',702/731 -7547,continental,70,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67,"('ltable_name', 'ltable_addr')","[""` palace court '"", ""' 3570 las vegas blvd. s '""]","[""` bardelli \\ 's '"", ""' 243 o \\ ` farrell st. '""]",0.42292583,0.5770741,2
42,` mandarin court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,continental,70,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67,"('ltable_name',)","[""` palace court '""]","[""` mandarin court '""]",0.28676423,0.71323574,2
43,` mandarin court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,continental,70,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67,"('ltable_name', 'ltable_city')","[""` palace court '"", ""` las vegas '""]","[""` mandarin court '"", ""` las vegas '""]",0.28676438,0.7132356,2
44,` mandarin court ',' 3570 las vegas blvd. s ',` las vegas ',702/737 -1234,continental,70,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67,"('ltable_name', 'ltable_phone')","[""` palace court '"", '702/731 -7547']","[""` mandarin court '"", '702/737 -1234']",0.28676438,0.7132356,2
29,` moose \ 's ',' 3570 las vegas blvd. s ',` san francisco ',702/731 -7547,continental,70,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67,"('ltable_name', 'ltable_city')","[""` palace court '"", ""` las vegas '""]","[""` moose \\ 's '"", ""` san francisco '""]",0.26871073,0.73128927,2
46,` mandarin court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,continental,443,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67,"('ltable_name', 'ltable_class')","[""` palace court '"", 70]","[""` mandarin court '"", 443]",0.2178765,0.7821235,2
45,` mandarin court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,asian,70,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67,"('ltable_name', 'ltable_res_type')","[""` palace court '"", 'continental']","[""` mandarin court '"", 'asian']",0.30126908,0.6987309,2
2,` louise \ 's trattoria ',' 4500 los feliz blvd. ',` las vegas ',702/731 -7547,continental,70,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,chinese,67,"('ltable_name', 'ltable_addr')","[""` palace court '"", ""' 3570 las vegas blvd. s '""]","[""` louise \\ 's trattoria '"", ""' 4500 los feliz blvd. '""]",0.12732333,0.8726767,2
