,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,nan,nan,nan,nan,antec tricool 92mm double ball bearing case fan electronics - general antec tricool 92mm dbb 8.25,canon,nan,nan,nan,antec tricool case fan tricool 120mm 11.19,1
1,nan,nan,nan,nan,antec tricool 92mm double ball bearing case fan electronics - general antec tricool 92mm dbb 8.25,antec,projection screens,nan,nan,antec tricool case fan tricool 120mm 11.19,1
2,da-lite,nan,nan,180.0,antec tricool 92mm double ball bearing case fan electronics - general antec tricool 92mm dbb 8.25,antec,nan,nan,nan,antec tricool case fan tricool 120mm 11.19,1
3,nan,nan,nan,nan,antec tricool 92mm double ball bearing case fan electronics - general antec tricool 92mm dbb 8.25,antec,all-in-one printers,nan,64.24,antec tricool case fan tricool 120mm 11.19,1
4,nan,nan,nan,nan,antec tricool 92mm double ball bearing case fan electronics - general antec tricool 92mm dbb 8.25,antec,nan,nan,nan,new-analog rca volume leveler - dct6s srs,1
5,nan,nan,nan,nan,antec tricool 92mm double ball bearing case fan electronics - general antec tricool 92mm dbb 8.25,mayline,nan,nan,nan,epson t048220 cyan ink cartridge epson,1
6,nan,nan,nan,nan,antec tricool 92mm double ball bearing case fan electronics - general antec tricool 92mm dbb 8.25,elite,nan,nan,46.99,antec tricool case fan tricool 120mm 11.19,1
7,nan,nan,nan,nan,antec tricool 92mm double ball bearing case fan electronics - general antec tricool 92mm dbb 8.25,mayline,nan,nan,nan,new-analog rca volume leveler - dct6s srs,1
8,nan,nan,nan,90.88,antec tricool 92mm double ball bearing case fan electronics - general antec tricool 92mm dbb 8.25,iogear,nan,nan,nan,antec tricool case fan tricool 120mm 11.19,1
9,nan,nan,nan,nan,antec tricool 92mm double ball bearing case fan electronics - general antec tricool 92mm dbb 8.25,antec,scanners,nan,nan,antec tricool case fan tricool 120mm 11.19,1
