,label,latency,match,prediction,row,summary,type
0,0.0,17.212052097020205,0.0,[0.9601646 0.0398354],1853-2139,"ltable_title    0.4
dtype: float64",certa
1,0.0,14.67670238998835,0.0,[0.94774825 0.05225175],621-3167,"rtable_title    0.1
dtype: float64",certa
2,0.0,17.08879315300146,0.0,[0.95461195 0.04538805],2115-8789,"rtable_title    0.5
dtype: float64",certa
3,0.0,15.776249492017087,0.0,[0.94060244 0.05939756],278-9064,"rtable_modelno    0.7
dtype: float64",certa
4,0.0,15.510228999017272,0.0,[0.95459631 0.04540369],1673-13279,"ltable_modelno    0.5
dtype: float64",certa
5,0.0,14.757174624013714,0.0,[0.95141387 0.04858613],2305-2948,"rtable_modelno    0.5
dtype: float64",certa
6,0.0,16.351264719007304,0.0,[0.9334731 0.0665269],1543-10366,"rtable_title    0.5
dtype: float64",certa
7,1.0,12.829383956006495,1.0,[0.18506312 0.81493688],88-3269,"rtable_title    0.5
ltable_title    0.5
dtype: float64",certa
8,0.0,13.237635574012529,0.0,[0.97077755 0.02922245],1718-11835,"ltable_modelno    0.5
dtype: float64",certa
9,1.0,12.845869740005583,1.0,[0.05141664 0.94858336],1624-5013,"rtable_modelno    0.5
ltable_modelno    0.5
dtype: float64",certa
