,ltable_description,ltable_name,ltable_price,rtable_description,rtable_name,rtable_price,outcome
0,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100 compatible with most handycam camcorders black finish,canon pixma multifunction printer mx310,nan,samsung hl56a650 56 ' widescreen 1080p dlp hdtv w / built in ntsc/atsc tuner piano black,sony np-fh100 lithium ion camcorder battery npfh100,nan,0
1,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100 compatible with most handycam camcorders black finish,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100,nan,lithium ion ( li-ion ) 8.4 v dc photo battery,sony scd-ce595 cd player scdce595,nan,0
2,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100 compatible with most handycam camcorders black finish,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t,nan,lithium ion ( li-ion ) 8.4 v dc photo battery,sony np-fh100 lithium ion camcorder battery npfh100,nan,0
3,"linksys wireless-g ethernet bridge wet54g converts wired-ethernet devices to wireless-g network connectivity for windows , macintosh , linux , playstation consoles , xbox consoles , or anything with an ethernet port plug and play , no driver installation require",sony np-fh100 infolithium h series standard rechargeable battery pack npfh100,nan,lithium ion ( li-ion ) 8.4 v dc photo battery,sony handycam dcr-sr85 digital camcorder dcrsr85,nan,0
4,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100 compatible with most handycam camcorders black finish,sony cyber-shot black digital camera dsch10b,nan,lithium ion ( li-ion ) 8.4 v dc photo battery,sony np-fh100 lithium ion camcorder battery npfh100,106.42,0
5,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100 compatible with most handycam camcorders black finish,samsung 46 ' series 5 lcd black flat panel hdtv ln46a550,nan,"canon powershot a590 is 8 megapixels , 4x optical zoom , 2.5 ' lcd , iso 1600 digital camera",sony np-fh100 lithium ion camcorder battery npfh100,nan,0
6,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100 compatible with most handycam camcorders black finish,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100,39.0,lithium ion ( li-ion ) 8.4 v dc photo battery,canon powershot sx10 is digital camera 2665b001,nan,0
7,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100 compatible with most handycam camcorders black finish,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100,nan,lithium ion ( li-ion ) 8.4 v dc photo battery,canon powershot sd1100 is digital elph camera rhythm & blue 2512b001,nan,0
8,olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100,nan,lithium ion ( li-ion ) 8.4 v dc photo battery,sony bravia dav-is50 / b home theater system,nan,0
9,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100 compatible with most handycam camcorders black finish,canon silver 8.0 megapixel powershot digital camera sd1100is,nan,lithium ion ( li-ion ) 8.4 v dc photo battery,sony np-fh100 lithium ion camcorder battery npfh100,nan,0
