,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,outcome
0,"The Woodland Realm ( Extended Version ) Howard Shore The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ] Soundtrack , Music , Soundtrack , Classical , Original Score $ 1.29 5:14 10-Dec-13",nan,nan,nan,nan,‰ ãÑ 2013 WaterTower Music,nan,nan,It 's Nothin ( feat . 2 Chainz ) [ Explicit ] O.N.I.F.C. [ Explicit ] Rap & Hip-Hop,Howard Shore,nan,Soundtracks,nan,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:38,nan,0
1,"The Woodland Realm ( Extended Version ) Howard Shore The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ] Soundtrack , Music , Soundtrack , Classical , Original Score $ 1.29 5:14 10-Dec-13",nan,nan,nan,nan,‰ ãÑ 2013 WaterTower Music,nan,18-May-15,Listen ( feat . John Legend ) Listen ( Deluxe ) Dance & Electronic 2015 If Moving Your Mine 3:46,Howard Shore,nan,Soundtracks,nan,nan,3:38,nan,0
2,"45 Leave a Whisper Rock , Music , Hard Rock , Alternative 4:09 27-May-03",nan,nan,nan,nan,‰ ãÑ 2013 WaterTower Music,nan,nan,"The High Fells ( Extended Version ) The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ] $ 1.29 2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc. December 10 , 2013",Howard Shore,nan,Soundtracks,nan,nan,3:38,nan,0
3,"Sweet Spot 2.0 ( feat . Jennifer Lopez ) Hip-Hop/Rap , Music , Rap , Electronic , World , Dance 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:11",nan,nan,nan,nan,‰ ãÑ 2013 WaterTower Music,nan,nan,"The High Fells ( Extended Version ) The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ] $ 1.29 2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc. December 10 , 2013",Howard Shore,nan,Soundtracks,nan,nan,3:38,nan,0
4,"I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ) Dance , Music , Rock , House , Electronic 3:34 26-Aug-11",nan,nan,nan,nan,‰ ãÑ 2013 WaterTower Music,nan,nan,"The High Fells ( Extended Version ) The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ] $ 1.29 2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc. December 10 , 2013",Howard Shore,nan,Soundtracks,nan,nan,3:38,nan,0
5,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France 21-Aug-09,nan,nan,nan,nan,‰ ãÑ 2013 WaterTower Music,nan,nan,"The High Fells ( Extended Version ) The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ] $ 1.29 2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc. December 10 , 2013",Howard Shore,nan,Soundtracks,nan,nan,3:38,nan,1
6,"VHS Outro ( Interlude ) X Ambassadors VHS Alternative , Music , Rock , Adult Alternative $ 1.29 1:25 30-Jun-15",nan,nan,nan,nan,‰ ãÑ 2013 WaterTower Music,nan,nan,"The High Fells ( Extended Version ) The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ] $ 1.29 2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc. December 10 , 2013",Howard Shore,nan,Soundtracks,nan,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:38,nan,0
7,"If I Am a Stranger ( Live In Amsterdam ) Ryan Adams Live After Deaf ( Live ) [ Complete Collection ] Singer/Songwriter , Music , Rock $ 0.99 2012 PAXAM RECORDS 5:10 2-Jul-12",nan,nan,nan,$ 1.29,‰ ãÑ 2013 WaterTower Music,nan,nan,"The High Fells ( Extended Version ) The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ] $ 1.29 2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc. December 10 , 2013",Howard Shore,nan,Soundtracks,nan,nan,3:38,nan,0
8,"Love Is Gone ( Fred Rister & Joachim Garraud Remix ) David Guetta Pop Life ( Extended Version ) [ Bonus Version ] Dance , Music , Rock , Pop , House , Electronic , Electronica , Adult Alternative $ 1.99 ‰ ãÑ 2007 Gum Records 3:42",nan,nan,nan,nan,‰ ãÑ 2013 WaterTower Music,nan,14-Oct-14,"The High Fells ( Extended Version ) The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ] $ 1.29 2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc. December 10 , 2013",Howard Shore,nan,Soundtracks,nan,nan,3:38,nan,0
9,"45 Leave a Whisper Rock , Music , Hard Rock , Alternative 4:09 27-May-03",nan,nan,nan,$ 1.99,‰ ãÑ 2013 WaterTower Music,nan,nan,"The High Fells ( Extended Version ) The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ] $ 1.29 2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc. December 10 , 2013",Howard Shore,nan,Soundtracks,nan,nan,3:38,nan,0
