,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,tops business forms,stationery & office machinery,nan,5.54,hp ce505xd black laserjet print cartridges 2pk,tops,printers,nan,24.3,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,1
1,verbatim,stationery & office machinery,nan,198.35,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,tops,printers,nan,24.3,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,1
2,tops business forms,stationery & office machinery,nan,5.54,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,tops,printers,nan,24.3,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,1
3,tops business forms,stationery & office machinery,nan,5.54,zotac geforce gt430 1gb ddr3 pci-express 2.0 graphics card,tops,printers,nan,11.18,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,1
4,tops business forms,stationery & office machinery,nan,5.54,hp ce505xd black laserjet print cartridges 2pk,tops,printers,nan,24.3,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format,1
5,tops business forms,stationery & office machinery,nan,5.54,accell ultraav displayport multi-monitor adapter,tops,printers,nan,24.3,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,1
6,tops business forms,stationery & office machinery,nan,5.54,accell ultraav displayport multi-monitor adapter,tops,printers,nan,24.3,kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g,1
7,tops business forms,stationery & office machinery,nan,198.35,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,tops,printers,nan,24.3,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,1
8,tops business forms,stationery & office machinery,nan,5.54,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,tops,printers,nan,11.18,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,1
9,tops business forms,stationery & office machinery,nan,5.54,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,oki,scanners,nan,24.3,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,1
