,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,outcome
0,punch ! master landscape & home design,punch ! software,159.98,punch software 20100 punch ! 5 in 1 home design,punch software,399.99,1
1,punch ! master landscape & home design,punch ! software,59.99,punch software 20100 punch ! 5 in 1 home design,nan,99.99,1
2,punch ! master landscape & home design,punch ! software,499.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,1
3,punch ! master landscape & home design,punch ! software,59.99,adobe contribute cs3 upgrade,riverdeep-learning-company,35.99,1
4,punch ! master landscape & home design,sony-pictures-digital-entertainment,59.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,1
5,punch ! master landscape & home design,panda software,1199.0,punch software 20100 punch ! 5 in 1 home design,punch software,35.99,1
6,punch ! master landscape & home design,punch ! software,9.99,punch software 20100 punch ! 5 in 1 home design,global-software-publishing,35.99,1
7,punch ! master landscape & home design,microsoft,59.99,individual software professor teaches microsoft office 2007,punch software,35.99,1
8,punch ! master landscape & home design,topics entertainment,59.99,adobe cs3 design standard upgrade,punch software,35.99,1
9,punch ! master landscape & home design,punch ! software,229.95,microsoft ( r ) windows ( r ) xp professional edition with sp2,punch software,35.99,1
