,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,outcome
0,Good Medicine Strong Red Ale,Alexander Keith 's,American Amber / Red Ale,7.50 %,Big Time Lift Ticket American Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,0
1,Inception Series - Runnin ' With The Devil,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Marble Imperial Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,0
2,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Big Time Lift Ticket American Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,9.50 %,0
3,Good Medicine Strong Red Ale,Ballast Point Brewing Company,American Amber / Red Ale,7.50 %,Good People Stepchild Belgian India Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,India Pale Ale &#40; IPA &#41;,7.80 %,1
4,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Big Time Lift Ticket American Red Ale,Good People Brewing Company,Altbier,7.80 %,0
5,Sanibel Red Island Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Company,Premium Bitter/ESB,7.80 %,0
6,Sanibel Red Island Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Good People Stepchild Belgian India Red Ale,Laurelwood Public House & Brewery,India Pale Ale &#40; IPA &#41;,7.80 %,0
7,Good Medicine Strong Red Ale,Straight To Ale,American Amber / Red Ale,7.50 %,Good People Stepchild Belgian India Red Ale,Riverbend Brewing & Sports Pub,India Pale Ale &#40; IPA &#41;,7.80 %,0
8,Good Medicine Strong Red Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Kern River Dirty Hippie Imperial Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,-,0
9,Red Headed Slut Amber Ale,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,7.50 %,Big Time Lift Ticket American Red Ale,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,7.80 %,0
