,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,pyle ipod 3.5 mm stereo to rca adapter,memory,kingston,ktd-dm8400a / 1g,22.92,kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g,memory,kingston,ktd-ws667 / 8g,230.74,"('ltable_title',)",['kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module'],['pyle ipod 3.5 mm stereo to rca adapter'],0.99963534,0.0003646154,2
148,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module,memory,kingston,ktd-dm8400a / 1g,22.92,kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g,computer cases,nzxt,ktd-ws667 / 8g,230.74,"('rtable_category', 'rtable_brand')","['memory', 'kingston']","['computer cases', 'nzxt']",0.9600494,0.039950635,2
149,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module,memory,kingston,ktd-dm8400a / 1g,22.92,kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g,computer cases,kingston,gamma black,230.74,"('rtable_category', 'rtable_modelno')","['memory', 'ktd-ws667 / 8g']","['computer cases', 'gamma black']",0.7438518,0.2561482,2
150,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module,memory,kingston,ktd-dm8400a / 1g,22.92,kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g,memory,nzxt,gamma black,230.74,"('rtable_brand', 'rtable_modelno')","['kingston', 'ktd-ws667 / 8g']","['nzxt', 'gamma black']",0.65934056,0.3406594,2
80,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module,memory,kingston,ktd-dm8400a / 1g,22.92,kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g,cases sleeves,kingston,ktd-ws667 / 8g,21.35,"('rtable_category', 'rtable_price')","['memory', 230.74]","['cases sleeves', 21.35]",0.74617964,0.2538204,2
79,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module,memory,kingston,ktd-dm8400a / 1g,22.92,kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g,cases sleeves,kingston,f8n277tt,230.74,"('rtable_category', 'rtable_modelno')","['memory', 'ktd-ws667 / 8g']","['cases sleeves', 'f8n277tt']",0.87298757,0.12701248,2
78,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module,memory,kingston,ktd-dm8400a / 1g,22.92,belkin f8n277tt pleated sleeve for apple ipad and ipad 2 black,memory,kingston,ktd-ws667 / 8g,21.35,"('rtable_title', 'rtable_price')","['kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g', 230.74]","['belkin f8n277tt pleated sleeve for apple ipad and ipad 2 black', 21.35]",1.0,3.4119093e-15,2
77,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module,memory,kingston,ktd-dm8400a / 1g,22.92,belkin f8n277tt pleated sleeve for apple ipad and ipad 2 black,memory,kingston,f8n277tt,230.74,"('rtable_title', 'rtable_modelno')","['kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g', 'ktd-ws667 / 8g']","['belkin f8n277tt pleated sleeve for apple ipad and ipad 2 black', 'f8n277tt']",1.0,4.0236636e-15,2
76,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module,memory,kingston,ktd-dm8400a / 1g,22.92,belkin f8n277tt pleated sleeve for apple ipad and ipad 2 black,memory,belkin,ktd-ws667 / 8g,230.74,"('rtable_title', 'rtable_brand')","['kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g', 'kingston']","['belkin f8n277tt pleated sleeve for apple ipad and ipad 2 black', 'belkin']",1.0,1.6866932e-15,2
75,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module,memory,kingston,ktd-dm8400a / 1g,22.92,belkin f8n277tt pleated sleeve for apple ipad and ipad 2 black,cases sleeves,kingston,ktd-ws667 / 8g,230.74,"('rtable_title', 'rtable_category')","['kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g', 'memory']","['belkin f8n277tt pleated sleeve for apple ipad and ipad 2 black', 'cases sleeves']",1.0,1.513208e-12,2
74,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module,memory,kingston,ktd-dm8400a / 1g,22.92,kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g,cases sleeves,kingston,ktd-ws667 / 8g,230.74,"('rtable_category',)",['memory'],['cases sleeves'],0.59150624,0.40849373,2
73,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module,memory,kingston,ktd-dm8400a / 1g,22.92,belkin f8n277tt pleated sleeve for apple ipad and ipad 2 black,memory,kingston,ktd-ws667 / 8g,230.74,"('rtable_title',)",['kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g'],['belkin f8n277tt pleated sleeve for apple ipad and ipad 2 black'],1.0,2.5466547e-14,2
219,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module,memory,kingston,ktd-dm8400a / 1g,22.92,raptor 000raphs gaming headset stand,memory,kingston,ktd-ws667 / 8g,230.74,"('rtable_title',)",['kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g'],['raptor 000raphs gaming headset stand'],0.9999975,2.529208e-06,2
220,kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module,memory,kingston,ktd-dm8400a / 1g,22.92,kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g,memory,raptor,ktd-ws667 / 8g,230.74,"('rtable_brand',)",['kingston'],['raptor'],0.6827916,0.31720844,2
