,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Baby My World 2.0 ( Bonus Track Version ) 3:34,Justin Bieber,,"Electronic , Music",,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",4:15,,"You & Me [ feat . Eliza Doolittle ] Disclosure Electronica , Dance & Electronic $ 1.29 4:27 June 11 , 2013",,Settle,,,"( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",,,"('ltable_Song_Name', 'ltable_Artist_Name')","['Latch ( feat . Sam Smith ) Disclosure Settle ( Deluxe Version ) $ 1.29 15-Apr-14', nan]","['Baby My World 2.0 ( Bonus Track Version ) 3:34', 'Justin Bieber']",0.24834454,0.75165546,2
124,Latch ( feat . Sam Smith ) Disclosure Settle ( Deluxe Version ) $ 1.29 15-Apr-14,,,"Electronic , Music",,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",4:15,,"Spaceship ( Kris Menace Remix ) Dance & Electronic , House $ 1.29 July 23 , 2013",,Settle,,,"( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",,,"('rtable_Song_Name', 'rtable_Price')","['You & Me [ feat . Eliza Doolittle ] Disclosure Electronica , Dance & Electronic $ 1.29 4:27 June 11 , 2013', nan]","['Spaceship ( Kris Menace Remix ) Dance & Electronic , House $ 1.29 July 23 , 2013', nan]",0.4387251,0.5612748,2
125,Latch ( feat . Sam Smith ) Disclosure Settle ( Deluxe Version ) $ 1.29 15-Apr-14,,,"Electronic , Music",,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",4:15,,"Spaceship ( Kris Menace Remix ) Dance & Electronic , House $ 1.29 July 23 , 2013",,Settle,,,"( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",,,"('rtable_Song_Name', 'rtable_Released')","['You & Me [ feat . Eliza Doolittle ] Disclosure Electronica , Dance & Electronic $ 1.29 4:27 June 11 , 2013', nan]","['Spaceship ( Kris Menace Remix ) Dance & Electronic , House $ 1.29 July 23 , 2013', nan]",0.4387251,0.5612748,2
505,Latch ( feat . Sam Smith ) Disclosure Settle ( Deluxe Version ) $ 1.29 15-Apr-14,,,"Electronic , Music",,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",4:15,,Bang ! ( Reboot Dub Remix ) Sandy Rivera feat . April Dance & Electronic $ 1.29,,Settle,,,"( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",,,"('rtable_Song_Name', 'rtable_Artist_Name')","['You & Me [ feat . Eliza Doolittle ] Disclosure Electronica , Dance & Electronic $ 1.29 4:27 June 11 , 2013', nan]","['Bang ! ( Reboot Dub Remix ) Sandy Rivera feat . April Dance & Electronic $ 1.29', nan]",0.09223141,0.9077686,2
600,Latch ( feat . Sam Smith ) Disclosure Settle ( Deluxe Version ) $ 1.29 15-Apr-14,,,"Electronic , Music",,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",4:15,,"Slow Down ( Danny Verde Remix ) Dance & Electronic $ 1.29 ( C ) 2013 Hollywood Records , Inc. August 20 , 2013",,Slow Down Remixes,,,"( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",,,"('rtable_Song_Name', 'rtable_Album_Name')","['You & Me [ feat . Eliza Doolittle ] Disclosure Electronica , Dance & Electronic $ 1.29 4:27 June 11 , 2013', 'Settle']","['Slow Down ( Danny Verde Remix ) Dance & Electronic $ 1.29 ( C ) 2013 Hollywood Records , Inc. August 20 , 2013', 'Slow Down Remixes']",0.36109588,0.63890415,2
698,Latch ( feat . Sam Smith ) Disclosure Settle ( Deluxe Version ) $ 1.29 15-Apr-14,,,"Electronic , Music",,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",4:15,,Daylight ( Dan McKie Nightlight Dub Remix ) R&B Spencer Day Music,Kelly Rowland featuring Travis McCoy of Gym Class Heroes,Settle,,,"( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",,,"('rtable_Song_Name', 'rtable_Artist_Name')","['You & Me [ feat . Eliza Doolittle ] Disclosure Electronica , Dance & Electronic $ 1.29 4:27 June 11 , 2013', nan]","['Daylight ( Dan McKie Nightlight Dub Remix ) R&B Spencer Day Music', 'Kelly Rowland featuring Travis McCoy of Gym Class Heroes']",0.27780917,0.7221908,2
215,Latch ( feat . Sam Smith ) Disclosure Settle ( Deluxe Version ) $ 1.29 15-Apr-14,,,"Electronic , Music",,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",4:15,,"Inside a Silent Tear Joyce Breach Vocal Pop , Traditional Vocal Pop , Jazz , Vocal Jazz , Miscellaneous , Pop , Broadway & Vocalists , Cabaret 2014 Joyce Breach With Mike Renzi 3:57",,Settle,,,"( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",,"September 10 , 2014","('rtable_Song_Name', 'rtable_Released')","['You & Me [ feat . Eliza Doolittle ] Disclosure Electronica , Dance & Electronic $ 1.29 4:27 June 11 , 2013', nan]","['Inside a Silent Tear Joyce Breach Vocal Pop , Traditional Vocal Pop , Jazz , Vocal Jazz , Miscellaneous , Pop , Broadway & Vocalists , Cabaret 2014 Joyce Breach With Mike Renzi 3:57', 'September 10 , 2014']",0.27005544,0.7299446,2
214,Latch ( feat . Sam Smith ) Disclosure Settle ( Deluxe Version ) $ 1.29 15-Apr-14,,,"Electronic , Music",,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",4:15,,"Inside a Silent Tear Joyce Breach Vocal Pop , Traditional Vocal Pop , Jazz , Vocal Jazz , Miscellaneous , Pop , Broadway & Vocalists , Cabaret 2014 Joyce Breach With Mike Renzi 3:57",,Settle,,,"( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",,,"('rtable_Song_Name', 'rtable_Time')","['You & Me [ feat . Eliza Doolittle ] Disclosure Electronica , Dance & Electronic $ 1.29 4:27 June 11 , 2013', nan]","['Inside a Silent Tear Joyce Breach Vocal Pop , Traditional Vocal Pop , Jazz , Vocal Jazz , Miscellaneous , Pop , Broadway & Vocalists , Cabaret 2014 Joyce Breach With Mike Renzi 3:57', nan]",0.29169983,0.7083002,2
213,Latch ( feat . Sam Smith ) Disclosure Settle ( Deluxe Version ) $ 1.29 15-Apr-14,,,"Electronic , Music",,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",4:15,,"Inside a Silent Tear Joyce Breach Vocal Pop , Traditional Vocal Pop , Jazz , Vocal Jazz , Miscellaneous , Pop , Broadway & Vocalists , Cabaret 2014 Joyce Breach With Mike Renzi 3:57",,Settle,,,,,,"('rtable_Song_Name', 'rtable_CopyRight')","['You & Me [ feat . Eliza Doolittle ] Disclosure Electronica , Dance & Electronic $ 1.29 4:27 June 11 , 2013', '( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited']","['Inside a Silent Tear Joyce Breach Vocal Pop , Traditional Vocal Pop , Jazz , Vocal Jazz , Miscellaneous , Pop , Broadway & Vocalists , Cabaret 2014 Joyce Breach With Mike Renzi 3:57', nan]",0.28334475,0.71665525,2
212,Latch ( feat . Sam Smith ) Disclosure Settle ( Deluxe Version ) $ 1.29 15-Apr-14,,,"Electronic , Music",,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",4:15,,"Inside a Silent Tear Joyce Breach Vocal Pop , Traditional Vocal Pop , Jazz , Vocal Jazz , Miscellaneous , Pop , Broadway & Vocalists , Cabaret 2014 Joyce Breach With Mike Renzi 3:57",,Settle,,$ 0.99,"( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",,,"('rtable_Song_Name', 'rtable_Price')","['You & Me [ feat . Eliza Doolittle ] Disclosure Electronica , Dance & Electronic $ 1.29 4:27 June 11 , 2013', nan]","['Inside a Silent Tear Joyce Breach Vocal Pop , Traditional Vocal Pop , Jazz , Vocal Jazz , Miscellaneous , Pop , Broadway & Vocalists , Cabaret 2014 Joyce Breach With Mike Renzi 3:57', '$ 0.99']",0.2852435,0.7147565,2
