,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,manora,' 3226 mission st. ',` san francisco ',415/861 -6224,asian,494,manora,' 3221 mission st. ',` san francisco ',415-826-4639,thai,494,"('rtable_name', 'rtable_class')","[""` dusit thai '"", 728]","['manora', 494]",0.4512298107147217,0.5487701892852783,2
82,manora,' 3226 mission st. ',` san francisco ',415/861 -6224,asian,494,manora,' 3221 mission st. ',` san francisco ',415-826-4639,thai,494,"('rtable_name', 'rtable_class')","[""` dusit thai '"", 728]","['manora', 494]",0.4512298107147217,0.5487701892852783,2
98,manora,' 3226 mission st. ',` san francisco ',415/861 -6224,asian,494,manora,' 3221 mission st. ',` san francisco ',415-826-4639,thai,494,"('rtable_name', 'rtable_class')","[""` dusit thai '"", 728]","['manora', 494]",0.4512298107147217,0.5487701892852783,2
50,manora,' 3226 mission st. ',` san francisco ',415/861 -6224,asian,494,manora,' 3221 mission st. ',` san francisco ',415-826-4639,thai,494,"('rtable_name', 'rtable_class')","[""` dusit thai '"", 728]","['manora', 494]",0.44881731271743774,0.5511826872825623,2
114,manora,' 3226 mission st. ',` san francisco ',415/861 -6224,asian,494,manora,' 3221 mission st. ',` san francisco ',415-826-4639,thai,494,"('rtable_name', 'rtable_class')","[""` dusit thai '"", 728]","['manora', 494]",0.44881731271743774,0.5511826872825623,2
130,manora,' 3226 mission st. ',` san francisco ',415/861 -6224,asian,494,manora,' 3221 mission st. ',` san francisco ',415-826-4639,thai,494,"('rtable_name', 'rtable_class')","[""` dusit thai '"", 728]","['manora', 494]",0.4512298107147217,0.5487701892852783,2
147,manora,' 3226 mission st. ',` san francisco ',415/861 -6224,asian,494,manora,' 3221 mission st. ',` san francisco ',415-826-4639,thai,494,"('rtable_name', 'rtable_class')","[""` dusit thai '"", 728]","['manora', 494]",0.4512298107147217,0.5487701892852783,2
34,manora,' 3226 mission st. ',` san francisco ',415/861 -6224,asian,494,manora,' 3221 mission st. ',` san francisco ',415-826-4639,thai,494,"('rtable_name', 'rtable_class')","[""` dusit thai '"", 728]","['manora', 494]",0.4512298107147217,0.5487701892852783,2
181,manora,' 3226 mission st. ',` san francisco ',415/861 -6224,asian,494,manora,' 3221 mission st. ',` san francisco ',415-826-4639,thai,494,"('rtable_name', 'rtable_class')","[""` dusit thai '"", 728]","['manora', 494]",0.44881731271743774,0.5511826872825623,2
198,manora,' 3226 mission st. ',` san francisco ',415/861 -6224,asian,494,manora,' 3221 mission st. ',` san francisco ',415-826-4639,thai,494,"('rtable_name', 'rtable_class')","[""` dusit thai '"", 728]","['manora', 494]",0.4512298107147217,0.5487701892852783,2
18,manora,' 3226 mission st. ',` san francisco ',415/861 -6224,asian,494,manora,' 3221 mission st. ',` san francisco ',415-826-4639,thai,494,"('rtable_name', 'rtable_class')","[""` dusit thai '"", 728]","['manora', 494]",0.4512298107147217,0.5487701892852783,2
215,manora,' 3226 mission st. ',` san francisco ',415/861 -6224,asian,494,manora,' 3221 mission st. ',` san francisco ',415-826-4639,thai,494,"('rtable_name', 'rtable_class')","[""` dusit thai '"", 728]","['manora', 494]",0.4512298107147217,0.5487701892852783,2
164,manora,' 3226 mission st. ',` san francisco ',415/861 -6224,asian,494,manora,' 3221 mission st. ',` san francisco ',415-826-4639,thai,494,"('rtable_name', 'rtable_class')","[""` dusit thai '"", 728]","['manora', 494]",0.4512298107147217,0.5487701892852783,2
66,manora,' 3226 mission st. ',` san francisco ',415/861 -6224,asian,494,manora,' 3221 mission st. ',` san francisco ',415-826-4639,thai,494,"('rtable_name', 'rtable_class')","[""` dusit thai '"", 728]","['manora', 494]",0.4512298107147217,0.5487701892852783,2
248,manora,' 3226 mission st. ',` san francisco ',415/861 -6224,asian,494,manora,' 3221 mission st. ',` san francisco ',415-826-4639,thai,494,"('rtable_name', 'rtable_class')","[""` dusit thai '"", 728]","['manora', 494]",0.4486931562423706,0.5513068437576294,2
232,manora,' 3226 mission st. ',` san francisco ',415/861 -6224,asian,494,manora,' 3221 mission st. ',` san francisco ',415-826-4639,thai,494,"('rtable_name', 'rtable_class')","[""` dusit thai '"", 728]","['manora', 494]",0.4510918855667114,0.5489081144332886,2
