,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
17,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27 tv accessories arrowmounts 39.99,,,am-p16b,,arrowmounts am-p16b cantilever retractable wall mount for flat panel televisions up to 27-inch black arrowmounts,tv mounts,,,37.26,"('rtable_title', 'rtable_price')","['arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b arrowmounts', nan]","['arrowmounts am-p16b cantilever retractable wall mount for flat panel televisions up to 27-inch black arrowmounts', 37.26]",0.3114091,0.6885909,2
4,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27 tv accessories arrowmounts 39.99,,,am-p16b,,arrowmounts am-p04b cantilever retractable wall mount for flat panel televisions up to 27-inch black arrowmounts,tv mounts,,am-p04b,,"('rtable_title', 'rtable_modelno')","['arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b arrowmounts', nan]","['arrowmounts am-p04b cantilever retractable wall mount for flat panel televisions up to 27-inch black arrowmounts', 'am-p04b']",0.3874521,0.61254793,2
5,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27 tv accessories arrowmounts 39.99,,,am-p16b,,arrowmounts am-p04b cantilever retractable wall mount for flat panel televisions up to 27-inch black arrowmounts,tv mounts,,,28.44,"('rtable_title', 'rtable_price')","['arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b arrowmounts', nan]","['arrowmounts am-p04b cantilever retractable wall mount for flat panel televisions up to 27-inch black arrowmounts', 28.44]",0.25260538,0.7473946,2
16,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27 tv accessories arrowmounts 39.99,,,am-p16b,,arrowmounts am-p16b cantilever retractable wall mount for flat panel televisions up to 27-inch black arrowmounts,tv mounts,,am-p16b,,"('rtable_title', 'rtable_modelno')","['arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b arrowmounts', nan]","['arrowmounts am-p16b cantilever retractable wall mount for flat panel televisions up to 27-inch black arrowmounts', 'am-p16b']",0.38745236,0.61254764,2
18,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27 tv accessories arrowmounts 39.99,,,am-p16b,,arrowmounts am-p16b cantilever retractable wall mount for flat panel televisions up to 27-inch black arrowmounts,tv mounts,,am-p16b,,"('rtable_title', 'rtable_category', 'rtable_modelno')","['arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b arrowmounts', 'tv mounts', nan]","['arrowmounts am-p16b cantilever retractable wall mount for flat panel televisions up to 27-inch black arrowmounts', 'tv mounts', 'am-p16b']",0.3874521,0.61254793,3
19,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27 tv accessories arrowmounts 39.99,,,am-p16b,,arrowmounts am-p16b cantilever retractable wall mount for flat panel televisions up to 27-inch black arrowmounts,tv mounts,,,37.26,"('rtable_title', 'rtable_category', 'rtable_price')","['arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b arrowmounts', 'tv mounts', nan]","['arrowmounts am-p16b cantilever retractable wall mount for flat panel televisions up to 27-inch black arrowmounts', 'tv mounts', 37.26]",0.3114091,0.6885909,3
20,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27 tv accessories arrowmounts 39.99,,,am-p16b,,arrowmounts am-p16b cantilever retractable wall mount for flat panel televisions up to 27-inch black arrowmounts,tv mounts,,am-p16b,,"('rtable_title', 'rtable_brand', 'rtable_modelno')","['arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b arrowmounts', nan, nan]","['arrowmounts am-p16b cantilever retractable wall mount for flat panel televisions up to 27-inch black arrowmounts', nan, 'am-p16b']",0.3874521,0.61254793,3
21,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27 tv accessories arrowmounts 39.99,,,am-p16b,,arrowmounts am-p16b cantilever retractable wall mount for flat panel televisions up to 27-inch black arrowmounts,tv mounts,,,37.26,"('rtable_title', 'rtable_brand', 'rtable_price')","['arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b arrowmounts', nan, nan]","['arrowmounts am-p16b cantilever retractable wall mount for flat panel televisions up to 27-inch black arrowmounts', nan, 37.26]",0.3114091,0.6885909,3
22,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27 tv accessories arrowmounts 39.99,,,am-p16b,,arrowmounts am-p16b cantilever retractable wall mount for flat panel televisions up to 27-inch black arrowmounts,tv mounts,,am-p16b,37.26,"('rtable_title', 'rtable_modelno', 'rtable_price')","['arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b arrowmounts', nan, nan]","['arrowmounts am-p16b cantilever retractable wall mount for flat panel televisions up to 27-inch black arrowmounts', 'am-p16b', 37.26]",0.06980436,0.93019557,3
10,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27 tv accessories arrowmounts 39.99,,,am-p16b,,arrowmounts am-p04b cantilever retractable wall mount for flat panel televisions up to 27-inch black arrowmounts,tv mounts,,am-p04b,28.44,"('rtable_title', 'rtable_modelno', 'rtable_price')","['arrowmounts universal tilting wall mount for flat panel tvs from 23 to 37 inches am-t2337b arrowmounts', nan, nan]","['arrowmounts am-p04b cantilever retractable wall mount for flat panel televisions up to 27-inch black arrowmounts', 'am-p04b', 28.44]",0.050934184,0.94906586,3
