,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702-894-7111,asian,431,"('rtable_name', 'rtable_addr', 'rtable_class')","[""` madame ching \\ 's '"", ""' 3300 las vegas blvd. s. '"", 662]","[""bugsy \\ 's diner '"", ""' 3555 las vegas blvd. s '"", 431]",0.48874056339263916,0.5112594366073608,3
474,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` madame ching \ 's ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,asian,431,"('rtable_addr', 'rtable_phone', 'rtable_class')","[""' 3300 las vegas blvd. s. '"", '702-894-7111', 662]","[""' 3555 las vegas blvd. s '"", '702/733 -3111', 431]",0.473796010017395,0.526203989982605,3
473,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7111,` coffee shops/diners ',431,"('rtable_name', 'rtable_res_type', 'rtable_class')","[""` madame ching \\ 's '"", 'asian', 662]","[""` bugsy \\ 's diner '"", ""` coffee shops/diners '"", 431]",0.49020522832870483,0.5097947716712952,3
472,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3300 las vegas blvd. s. ',` las vegas ',702/733 -3111,asian,431,"('rtable_name', 'rtable_phone', 'rtable_class')","[""` madame ching \\ 's '"", '702-894-7111', 662]","[""` bugsy \\ 's diner '"", '702/733 -3111', 431]",0.4779418110847473,0.5220581889152527,3
170,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3300 las vegas blvd. s. ',` las vegas ',702/733 -3111,asian,431,"('rtable_name', 'rtable_phone', 'rtable_class')","[""` madame ching \\ 's '"", '702-894-7111', 662]","[""` bugsy \\ 's diner '"", '702/733 -3111', 431]",0.4779418110847473,0.5220581889152527,3
171,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7111,` coffee shops/diners ',431,"('rtable_name', 'rtable_res_type', 'rtable_class')","[""` madame ching \\ 's '"", 'asian', 662]","[""` bugsy \\ 's diner '"", ""` coffee shops/diners '"", 431]",0.49020522832870483,0.5097947716712952,3
172,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` madame ching \ 's ',' 3300 las vegas blvd. s. ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,"('rtable_phone', 'rtable_res_type', 'rtable_class')","['702-894-7111', 'asian', 662]","['702/733 -3111', ""` coffee shops/diners '"", 431]",0.48511767387390137,0.5148823261260986,3
471,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702-894-7111,asian,431,"('rtable_name', 'rtable_addr', 'rtable_class')","[""` madame ching \\ 's '"", ""' 3300 las vegas blvd. s. '"", 662]","[""` bugsy \\ 's diner '"", ""' 3555 las vegas blvd. s '"", 431]",0.4785579442977905,0.5214420557022095,3
182,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3555,` las vegas ',702-894-7111,asian,431,"('rtable_name', 'rtable_addr', 'rtable_class')","[""` madame ching \\ 's '"", ""' 3300 las vegas blvd. s. '"", 662]","[""` bugsy \\ 's diner '"", ""' 3555"", 431]",0.4868083596229553,0.5131916403770447,3
183,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3300 las vegas blvd. s. ',` las vegas ',702/733 -3111,asian,431,"('rtable_name', 'rtable_phone', 'rtable_class')","[""` madame ching \\ 's '"", '702-894-7111', 662]","[""` bugsy \\ 's diner '"", '702/733 -3111', 431]",0.4779418110847473,0.5220581889152527,3
184,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7111,` coffee shops/diners ',431,"('rtable_name', 'rtable_res_type', 'rtable_class')","[""` madame ching \\ 's '"", 'asian', 662]","[""` bugsy \\ 's diner '"", ""` coffee shops/diners '"", 431]",0.49020522832870483,0.5097947716712952,3
185,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` madame ching \ 's ',' 3555,` las vegas ',702/733 -3111,asian,431,"('rtable_addr', 'rtable_phone', 'rtable_class')","[""' 3300 las vegas blvd. s. '"", '702-894-7111', 662]","[""' 3555"", '702/733 -3111', 431]",0.48169201612472534,0.5183079838752747,3
475,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` madame ching \ 's ',' 3555 las vegas blvd. s ',` las vegas ',702-894-7111,` coffee shops/diners ',431,"('rtable_addr', 'rtable_res_type', 'rtable_class')","[""' 3300 las vegas blvd. s. '"", 'asian', 662]","[""' 3555 las vegas blvd. s '"", ""` coffee shops/diners '"", 431]",0.48625117540359497,0.513748824596405,3
186,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` madame ching \ 's ',' 3555,` las vegas ',702-894-7111,` coffee shops/diners ',431,"('rtable_addr', 'rtable_res_type', 'rtable_class')","[""' 3300 las vegas blvd. s. '"", 'asian', 662]","[""' 3555"", ""` coffee shops/diners '"", 431]",0.49405574798583984,0.5059442520141602,3
454,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` madame ching \ 's ',' 3300 las vegas blvd. s. ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,"('rtable_phone', 'rtable_res_type', 'rtable_class')","['702-894-7111', 'asian', 662]","['702/733 -3111', ""` coffee shops/diners '"", 431]",0.48511767387390137,0.5148823261260986,3
453,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` madame ching \ 's ',' 3555 las vegas blvd. s ',` las vegas ',702-894-7111,` coffee shops/diners ',431,"('rtable_addr', 'rtable_res_type', 'rtable_class')","[""' 3300 las vegas blvd. s. '"", 'asian', 662]","[""' 3555 las vegas blvd. s '"", ""` coffee shops/diners '"", 431]",0.48616456985473633,0.5138354301452637,3
452,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` madame ching \ 's ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,asian,431,"('rtable_addr', 'rtable_phone', 'rtable_class')","[""' 3300 las vegas blvd. s. '"", '702-894-7111', 662]","[""' 3555 las vegas blvd. s '"", '702/733 -3111', 431]",0.4737960696220398,0.5262039303779602,3
451,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7111,` coffee shops/diners ',431,"('rtable_name', 'rtable_res_type', 'rtable_class')","[""` madame ching \\ 's '"", 'asian', 662]","[""` bugsy \\ 's diner '"", ""` coffee shops/diners '"", 431]",0.49020522832870483,0.5097947716712952,3
450,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3300 las vegas blvd. s. ',` las vegas ',702/733 -3111,asian,431,"('rtable_name', 'rtable_phone', 'rtable_class')","[""` madame ching \\ 's '"", '702-894-7111', 662]","[""` bugsy \\ 's diner '"", '702/733 -3111', 431]",0.4779418110847473,0.5220581889152527,3
449,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702-894-7111,asian,431,"('rtable_name', 'rtable_addr', 'rtable_class')","[""` madame ching \\ 's '"", ""' 3300 las vegas blvd. s. '"", 662]","[""` bugsy \\ 's diner '"", ""' 3555 las vegas blvd. s '"", 431]",0.47847336530685425,0.5215266346931458,3
204,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3300 las vegas blvd. s. ',` las vegas ',702/733 -3111,asian,431,"('rtable_name', 'rtable_phone', 'rtable_class')","[""` madame ching \\ 's '"", '702-894-7111', 662]","[""` bugsy \\ 's diner '"", '702/733 -3111', 431]",0.4779418110847473,0.5220581889152527,3
205,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7111,` coffee shops/diners ',431,"('rtable_name', 'rtable_res_type', 'rtable_class')","[""` madame ching \\ 's '"", 'asian', 662]","[""` bugsy \\ 's diner '"", ""` coffee shops/diners '"", 431]",0.49020522832870483,0.5097947716712952,3
206,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` madame ching \ 's ',' 3300 las vegas blvd. s. ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,"('rtable_phone', 'rtable_res_type', 'rtable_class')","['702-894-7111', 'asian', 662]","['702/733 -3111', ""` coffee shops/diners '"", 431]",0.48511767387390137,0.5148823261260986,3
432,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` madame ching \ 's ',' 3300 las vegas blvd. s. ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,"('rtable_phone', 'rtable_res_type', 'rtable_class')","['702-894-7111', 'asian', 662]","['702/733 -3111', ""` coffee shops/diners '"", 431]",0.48511767387390137,0.5148823261260986,3
431,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` madame ching \ 's ',' 3555 las vegas blvd. s ',` las vegas ',702-894-7111,` coffee shops/diners ',431,"('rtable_addr', 'rtable_res_type', 'rtable_class')","[""' 3300 las vegas blvd. s. '"", 'asian', 662]","[""' 3555 las vegas blvd. s '"", ""` coffee shops/diners '"", 431]",0.48616456985473633,0.5138354301452637,3
187,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` madame ching \ 's ',' 3300 las vegas blvd. s. ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,"('rtable_phone', 'rtable_res_type', 'rtable_class')","['702-894-7111', 'asian', 662]","['702/733 -3111', ""` coffee shops/diners '"", 431]",0.48511767387390137,0.5148823261260986,3
430,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` madame ching \ 's ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,asian,431,"('rtable_addr', 'rtable_phone', 'rtable_class')","[""' 3300 las vegas blvd. s. '"", '702-894-7111', 662]","[""' 3555 las vegas blvd. s '"", '702/733 -3111', 431]",0.47370898723602295,0.526291012763977,3
476,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` madame ching \ 's ',' 3300 las vegas blvd. s. ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,"('rtable_phone', 'rtable_res_type', 'rtable_class')","['702-894-7111', 'asian', 662]","['702/733 -3111', ""` coffee shops/diners '"", 431]",0.48511767387390137,0.5148823261260986,3
