,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,nan,nan,nan,nan,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,da-lite,projection screens,icon4-blk,nan,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,0
1,nan,nan,nan,nan,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,da-lite,projection screens,gb01959,nan,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,0
2,nan,nan,zt-40604-10l,nan,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,da-lite,projection screens,nan,nan,netgear fs605na 5-port fast ethernet switch netgear fs605na 21.99,0
3,nan,nan,gbu421w6,nan,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,da-lite,projection screens,nan,nan,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,0
4,nan,nan,nan,nan,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,avf,projection screens,hx-mta64da / g32,nan,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,0
5,nan,nan,nan,nan,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,da-lite,usb flash drives,gb01959,nan,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,0
6,nan,nan,nan,nan,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,kodak,projection screens,a362-12cp,nan,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,0
7,nan,stationery & office machinery,nan,nan,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,da-lite,projection screens,p-sdhc4g2-ef / purple,nan,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,0
8,nan,nan,nan,29.99,da-lite da-plex deluxe rear projection screen - 96 x 96 av format electronics - general da-lite 27557 6426.99,da-lite,projection screens,q3675a,nan,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,0
9,nan,nan,nan,nan,samsung s2 640gb usb 3.0 portable external hard drive red,da-lite,projection screens,512-p3-1301-kr,nan,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,0
