,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
441,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',431,"('rtable_name', 'rtable_class')","[""` palace court '"", 70]","[""` bugsy \\ 's diner '"", 431]",0.49962317943573,0.50037682056427,2
405,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',431,"('rtable_name', 'rtable_class')","[""` palace court '"", 70]","[""` bugsy \\ 's diner '"", 431]",0.49958109855651855,0.5004189014434814,2
256,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',431,"('rtable_name', 'rtable_class')","[""` palace court '"", 70]","[""` bugsy \\ 's diner '"", 431]",0.49958109855651855,0.5004189014434814,2
220,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',431,"('rtable_name', 'rtable_class')","[""` palace court '"", 70]","[""` bugsy \\ 's diner '"", 431]",0.49958109855651855,0.5004189014434814,2
457,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',431,"('rtable_name', 'rtable_class')","[""` palace court '"", 70]","[""` bugsy \\ 's diner '"", 431]",0.49958109855651855,0.5004189014434814,2
385,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',431,"('rtable_name', 'rtable_class')","[""` palace court '"", 70]","[""` bugsy \\ 's diner '"", 431]",0.49958109855651855,0.5004189014434814,2
204,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',431,"('rtable_name', 'rtable_class')","[""` palace court '"", 70]","[""` bugsy \\ 's diner '"", 431]",0.49958109855651855,0.5004189014434814,2
107,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',431,"('rtable_name', 'rtable_class')","[""` palace court '"", 70]","[""` bugsy \\ 's diner '"", 431]",0.49958109855651855,0.5004189014434814,2
475,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',431,"('rtable_name', 'rtable_class')","[""` palace court '"", 70]","[""` bugsy \\ 's diner '"", 431]",0.49958109855651855,0.5004189014434814,2
276,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',431,"('rtable_name', 'rtable_class')","[""` palace court '"", 70]","[""` bugsy \\ 's diner '"", 431]",0.49958109855651855,0.5004189014434814,2
421,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',431,"('rtable_name', 'rtable_class')","[""` palace court '"", 70]","[""` bugsy \\ 's diner '"", 431]",0.49962317943573,0.50037682056427,2
491,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',431,"('rtable_name', 'rtable_class')","[""` palace court '"", 70]","[""` bugsy \\ 's diner '"", 431]",0.49958109855651855,0.5004189014434814,2
187,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',431,"('rtable_name', 'rtable_class')","[""` palace court '"", 70]","[""` bugsy \\ 's diner '"", 431]",0.49958109855651855,0.5004189014434814,2
292,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',431,"('rtable_name', 'rtable_class')","[""` palace court '"", 70]","[""` bugsy \\ 's diner '"", 431]",0.49958109855651855,0.5004189014434814,2
508,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` coffee shops/diners ',431,` bugsy \ 's diner ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',431,"('rtable_name', 'rtable_class')","[""` palace court '"", 70]","[""` bugsy \\ 's diner '"", 431]",0.49958109855651855,0.5004189014434814,2
