,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,outcome
0,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,nan,sanus visionmount flat panel tv wall mount vmpl3b,nan,479.0,0
1,omnimount wall speaker mount 20wlbk,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,178.0,sony lcs-csh soft camera case lcscsh,nan,479.0,0
2,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh,belkin neoprene sleeve for macbook air f8n065blk slim and lightweight high quality neoprene protective case asymmetrical zipper black finish,nan,sanus visionmount flat panel tv wall mount vmpl3b,nan,479.0,0
3,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh,belkin neoprene sleeve for macbook air f8n065blk slim and lightweight high quality neoprene protective case asymmetrical zipper black finish,nan,sanus visionmount flat panel tv wall mount vmpl3b,nan,375.8,0
4,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,nan,sanus visionmount flat panel tv wall mount vmpl3b,nan,1079.96,0
5,canon silver powershot digital camera sd880is,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,nan,sanus visionmount flat panel tv wall mount vmpl3b,nan,479.0,1
6,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,nan,sanus visionmount flat panel tv wall mount vmpl3b,nan,789.98,0
7,omnimount wall speaker mount 20wlbk,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,nan,sony lcs-csh soft camera case lcscsh,nan,479.0,0
8,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh,"samsung 22 ' black flat panel series 6 lcd hdtv ln22a650 1680 x 1050 true 720p resolution 5,000:1 dynamic contrast ratio srs trusurround xt built-in digital tuner ( atsc/clear qam ) wide color enhancer 8ms response time touch of color design black with red finish",nan,sanus visionmount flat panel tv wall mount vmpl3b,nan,479.0,0
9,canon silver 8.0 megapixel powershot digital camera sd1100is,sony dscw170 red cyber-shot digital camera dscw170r 10.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens bionz real imaging processor technology 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide red finish,nan,sanus visionmount flat panel tv wall mount vmpl3b,nan,479.0,0
