,ltable_manufacturer,ltable_price,ltable_title,rtable_manufacturer,rtable_price,rtable_title,outcome
0,global-software-publishing,549.0,adobe indesign cs3 upgrade from pagemaker,global-software-publishing,99.99,microsoft windows vista home basic upgrade ( pc ),1
1,global-software-publishing,69.95,microsoft visual studio professional 2005 upgrade,global-software-publishing,99.99,microsoft windows vista home basic upgrade ( pc ),1
2,me-too-software,199.99,microsoft visual studio professional 2005 upgrade,global-software-publishing,99.99,microsoft windows vista home basic upgrade ( pc ),1
3,global-software-publishing,549.0,microsoft visual studio professional 2005 upgrade,global-software-publishing,1659.99,quicken ( r ) for mac 2007,1
4,global-software-publishing,549.0,microsoft visual studio professional 2005 upgrade,sibelius-software-ltd .,99.99,microsoft windows vista home basic upgrade ( pc ),1
5,global-software-publishing,69.95,microsoft visual studio professional 2005 upgrade,global-software-publishing,79.99,microsoft excel 2007 ( pc ),1
6,global-software-publishing,69.95,adobe dreamweaver cs3 [ mac ],global-software-publishing,99.99,microsoft windows vista home basic upgrade ( pc ),1
7,global-software-publishing,549.0,adobe dreamweaver cs3 [ mac ],global-software-publishing,99.99,microsoft windows vista home basic upgrade ( pc ),1
8,global-software-publishing,549.0,learning quickbooks 2007,sibelius-software-ltd .,99.99,microsoft windows vista home basic upgrade ( pc ),1
9,sony-pictures-digital-entertainment,49.99,microsoft visual studio professional 2005 upgrade,global-software-publishing,20.95,microsoft windows vista home basic upgrade ( pc ),1
