,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,uniden d1680 dect 6.0 with caller id and call waiting,electronics - general,uniden,d1680,33.84,uniden d1680 dect 6.0 with caller id and call waiting,cordless telephones,uniden,,24.09,"('rtable_title',)",['new-uniden d1660 dect 6.0 cordless phone system with call waiting caller id single-handset system - unnd1660'],['uniden d1680 dect 6.0 with caller id and call waiting'],0.025137113,0.9748628,2
27,uniden d1680 dect 6.0 with caller id and call waiting,electronics - general,uniden,d1680,33.84,uniden dcx160 extra handset for 1600 series cordless phone,cordless telephones,uniden,dcx160/pk1,24.09,"('rtable_title', 'rtable_modelno')","['new-uniden d1660 dect 6.0 cordless phone system with call waiting caller id single-handset system - unnd1660', nan]","['uniden dcx160 extra handset for 1600 series cordless phone', 'dcx160/pk1']",0.21851783,0.78148216,2
28,uniden d1680 dect 6.0 with caller id and call waiting,electronics - general,uniden,d1680,33.84,uniden dcx160 extra handset for 1600 series cordless phone,cordless telephones,uniden,,59.95,"('rtable_title', 'rtable_price')","['new-uniden d1660 dect 6.0 cordless phone system with call waiting caller id single-handset system - unnd1660', 24.09]","['uniden dcx160 extra handset for 1600 series cordless phone', 59.95]",0.20001064,0.79998934,2
107,new-uniden d1660 dect 6.0 cordless phone system with call waiting caller id single-handset,electronics - general,uniden,,33.84,new-uniden d1660 dect 6.0 cordless phone system with call waiting caller id single-handset system - unnd1660,cordless telephones,uniden,,24.09,"('ltable_title', 'ltable_modelno')","['uniden d1680 dect 6.0 with caller id and call waiting', 'd1680']","['new-uniden d1660 dect 6.0 cordless phone system with call waiting caller id single-handset', nan]",0.19200693,0.80799305,2
106,new-uniden d1660 dect 6.0 cordless phone system with call waiting caller id single-handset,electronics - general,uniden,d1680,33.84,new-uniden d1660 dect 6.0 cordless phone system with call waiting caller id single-handset system - unnd1660,cordless telephones,uniden,,24.09,"('ltable_title', 'ltable_brand')","['uniden d1680 dect 6.0 with caller id and call waiting', 'uniden']","['new-uniden d1660 dect 6.0 cordless phone system with call waiting caller id single-handset', 'uniden']",0.3860572,0.61394274,2
62,new-uniden d1660 dect 6.0 cordless phone system with call waiting caller,electronics - general,uniden,d1680,24.09,new-uniden d1660 dect 6.0 cordless phone system with call waiting caller id single-handset system - unnd1660,cordless telephones,uniden,,24.09,"('ltable_title', 'ltable_price')","['uniden d1680 dect 6.0 with caller id and call waiting', 33.84]","['new-uniden d1660 dect 6.0 cordless phone system with call waiting caller', 24.09]",0.24375737,0.75624263,2
104,new-uniden d1660 dect 6.0 cordless phone system with call waiting caller id single-handset,electronics - general,uniden,d1680,33.84,new-uniden d1660 dect 6.0 cordless phone system with call waiting caller id single-handset system - unnd1660,cordless telephones,uniden,,24.09,"('ltable_title',)",['uniden d1680 dect 6.0 with caller id and call waiting'],['new-uniden d1660 dect 6.0 cordless phone system with call waiting caller id single-handset'],0.38605753,0.6139425,2
92,cordless phone system with call waiting caller id single-handset system - unnd1660,electronics - general,uniden,d1680,24.09,new-uniden d1660 dect 6.0 cordless phone system with call waiting caller id single-handset system - unnd1660,cordless telephones,uniden,,24.09,"('ltable_title', 'ltable_price')","['uniden d1680 dect 6.0 with caller id and call waiting', 33.84]","['cordless phone system with call waiting caller id single-handset system - unnd1660', 24.09]",0.3908552,0.60914475,2
40,uniden d1680 dect 6.0 with caller id and call waiting,electronics - general,uniden,d1680,33.84,uniden d1680 dect 6.0 with,cordless telephones,uniden,,24.09,"('rtable_title',)",['new-uniden d1660 dect 6.0 cordless phone system with call waiting caller id single-handset system - unnd1660'],['uniden d1680 dect 6.0 with'],0.05505726,0.9449427,2
41,uniden d1680 dect 6.0 with caller id and call waiting,electronics - general,uniden,d1680,33.84,uniden d1680 dect 6.0 with,electronics - general,uniden,,24.09,"('rtable_title', 'rtable_category')","['new-uniden d1660 dect 6.0 cordless phone system with call waiting caller id single-handset system - unnd1660', 'cordless telephones']","['uniden d1680 dect 6.0 with', 'electronics - general']",0.035683375,0.96431667,2
