,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,outcome
0,indexing the positions of continuously moving objects,"k ramasamy , j patel , j naughton , r kaushik",vldb,2000.0,"data management in ecommerce : the good , the bad , and the ugly",a gal,nan,1976.0,1
1,indexing the positions of continuously moving objects,"k ramasamy , j patel , j naughton , r kaushik",vldb,2000.0,"data management in ecommerce : the good , the bad , and the ugly",a gal,nan,2003.0,1
2,indexing the positions of continuously moving objects,"k ramasamy , j patel , j naughton , r kaushik",vldb,2000.0,"data management in ecommerce : the good , the bad , and the ugly",a gal,nan,1991.0,1
3,database research at arizona state university,"k ramasamy , j patel , j naughton , r kaushik",vldb,2000.0,reminiscences on influential papers,a gal,nan,2000.0,0
4,indexing the positions of continuously moving objects,"s urban , s dietrich , f golshani",vldb,2000.0,"data management in ecommerce : the good , the bad , and the ugly",a gal,nan,2003.0,0
5,indexing the positions of continuously moving objects,"h jagadish , o kapitskaia , r ng , d srivastava",vldb,2000.0,"data management in ecommerce : the good , the bad , and the ugly",a gal,nan,1991.0,0
6,indexing the positions of continuously moving objects,"s urban , s dietrich , f golshani",vldb,2001.0,"data management in ecommerce : the good , the bad , and the ugly",a gal,nan,2003.0,0
7,indexing the positions of continuously moving objects,"k ramasamy , j patel , j naughton , r kaushik",vldb,2000.0,"data management in ecommerce : the good , the bad , and the ugly","i solis , k obraczka",nan,1976.0,1
8,indexing the positions of continuously moving objects,"h jagadish , o kapitskaia , r ng , d srivastava",vldb,2000.0,"data management in ecommerce : the good , the bad , and the ugly","r agrawal , t imielinski , a swami",nan,1991.0,1
9,indexing the positions of continuously moving objects,"s guha , r rastogi , k shim",vldb,2000.0,"data management in ecommerce : the good , the bad , and the ugly","i solis , k obraczka",nan,1976.0,0
