,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100 compatible with most handycam camcorders black finish,,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100,lithium ion ( li-ion ) 8.4 v dc photo battery,,"('rtable_name',)",['sony np-fh100 lithium ion camcorder battery npfh100'],['sony np-fh100 infolithium h series standard rechargeable battery pack npfh100'],0.38685396,0.61314607,2
23,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100 compatible with most handycam camcorders black finish,,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100,lithium ion ( li-ion ) 8.4 v dc photo battery,,"('rtable_name', 'rtable_price')","['sony np-fh100 lithium ion camcorder battery npfh100', nan]","['sony np-fh100 infolithium h series standard rechargeable battery pack npfh100', nan]",0.38685396,0.61314607,2
22,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100 compatible with most handycam camcorders black finish,,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100,black finish,,"('rtable_name', 'rtable_description')","['sony np-fh100 lithium ion camcorder battery npfh100', 'lithium ion ( li-ion ) 8.4 v dc photo battery']","['sony np-fh100 infolithium h series standard rechargeable battery pack npfh100', 'black finish']",0.18490925,0.8150907,2
21,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100 compatible with most handycam camcorders black finish,,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100,lithium ion ( li-ion ) 8.4 v dc photo battery,,"('rtable_name',)",['sony np-fh100 lithium ion camcorder battery npfh100'],['sony np-fh100 infolithium h series standard rechargeable battery pack npfh100'],0.38685396,0.61314607,2
19,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100 compatible with most handycam camcorders black finish,,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100,lithium ion ( li-ion ) 8.4 v dc photo battery,,"('rtable_name', 'rtable_price')","['sony np-fh100 lithium ion camcorder battery npfh100', nan]","['sony np-fh100 infolithium h series standard rechargeable battery pack npfh100', nan]",0.38685396,0.61314607,2
18,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100 compatible with most handycam camcorders black finish,,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100,sony np-fh100 infolithium h series standard rechargeable battery pack,,"('rtable_name', 'rtable_description')","['sony np-fh100 lithium ion camcorder battery npfh100', 'lithium ion ( li-ion ) 8.4 v dc photo battery']","['sony np-fh100 infolithium h series standard rechargeable battery pack npfh100', 'sony np-fh100 infolithium h series standard rechargeable battery pack']",0.08651974,0.9134803,2
17,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100 compatible with most handycam camcorders black finish,,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100,lithium ion ( li-ion ) 8.4 v dc photo battery,,"('rtable_name',)",['sony np-fh100 lithium ion camcorder battery npfh100'],['sony np-fh100 infolithium h series standard rechargeable battery pack npfh100'],0.38685396,0.61314607,2
15,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100 compatible with most handycam camcorders black finish,,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100,lithium ion ( li-ion ) 8.4 v dc photo battery,,"('rtable_name', 'rtable_price')","['sony np-fh100 lithium ion camcorder battery npfh100', nan]","['sony np-fh100 infolithium h series standard rechargeable battery pack npfh100', nan]",0.38685396,0.61314607,2
14,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100 compatible with most handycam camcorders black finish,,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100,handycam camcorders black finish,,"('rtable_name', 'rtable_description')","['sony np-fh100 lithium ion camcorder battery npfh100', 'lithium ion ( li-ion ) 8.4 v dc photo battery']","['sony np-fh100 infolithium h series standard rechargeable battery pack npfh100', 'handycam camcorders black finish']",0.08781319,0.91218686,2
25,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100 compatible with most handycam camcorders black finish,,sony np-fh100 infolithium h,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100 compatible with most handycam camcorders black finish,,"('rtable_name', 'rtable_description')","['sony np-fh100 lithium ion camcorder battery npfh100', 'lithium ion ( li-ion ) 8.4 v dc photo battery']","['sony np-fh100 infolithium h', 'sony np-fh100 infolithium h series standard rechargeable battery pack npfh100 compatible with most handycam camcorders black finish']",0.4690591,0.53094095,2
