,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,balt wheasel easel adjustable melamine dry erase board white stationery & office machinery,electronics - general,accell,k087b-005b,nan,accell ultraav b101b-003b display port with vga active adapter accell b101b-003b 24.99,graphics cards,nan,nan,nan,1
1,san francisco 49ers camera case 19.99,electronics - general,accell,k087b-005b,nan,nvidia geforce 310 dms59 pcie16 512mb 2port vga dvi graphics card 57y4167,nan,nan,nan,nan,1
2,da-lite da-glas self trimming rear projection screen - 96 x 120 av format 27915,electronics - general,atrend,k087b-005b,nan,accell ultraav b101b-003b display port with vga active adapter accell b101b-003b 24.99,nan,nan,nan,nan,1
3,accell ultraav displayport multi-monitor adapter 198.35,electronics - general,accell,k087b-005b,24.94,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,nan,nan,nan,nan,1
4,accell ultraav displayport multi-monitor adapter 198.35,electronics - general,accell,k087b-005b,nan,da-plex base rear projection screen - 57 3 4 x 77 video format projection screens da-lite,nan,nan,nan,nan,1
5,da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal,electronics - general,accell,35199,nan,accell ultraav b101b-003b display port with vga active adapter accell b101b-003b 24.99,nan,nan,nan,nan,1
6,orbital tilt and turn tv wall mount with glass shelving for 25-40 tvs tv accessories orbital resl422b-e 0.0,car stereos,accell,k087b-005b,nan,accell ultraav b101b-003b display port with vga active adapter accell b101b-003b 24.99,nan,nan,nan,nan,1
7,accell ultraav displayport multi-monitor adapter 198.35,electronics - general,accell,k087b-005b,nan,hp 85a laserjet black toner print cartridge - retail packaging ce285a hp ce285a,nan,nan,hx-mta64da / g32,nan,1
8,da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal,electronics - general,accell,fva2773,nan,accell ultraav b101b-003b display port with vga active adapter accell b101b-003b 24.99,nan,nan,nan,nan,0
9,accell ultraav displayport multi-monitor adapter 198.35,electronics - general,accell,k087b-005b,nan,da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48,nan,nan,nan,nan,1
