,ltable_Album_Name,ltable_Artist_Name,ltable_CopyRight,ltable_Genre,ltable_Price,ltable_Released,ltable_Song_Name,ltable_Time,rtable_Album_Name,rtable_Artist_Name,rtable_CopyRight,rtable_Genre,rtable_Price,rtable_Released,rtable_Song_Name,rtable_Time,outcome
0,Fetty Wap ( Deluxe ),Fetty Wap,2015 300 Entertainment/RGF Productions,"Hip-Hop/Rap , Music , Rap",Album Only,nan,Whateva ( feat . Monty ),4:12,Fetty Wap ( Deluxe ) [ Clean ],Fetty Wap,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",Rap & Hip-Hop,$ 1.29,"March 17 , 2008",Rewind ( feat . Monty ) [ Clean ],4:03,1
1,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],Fetty Wap,2015 300 Entertainment/RGF Productions,"Hip-Hop/Rap , Music , Rap",Album Only,nan,Outversion,5:11,Fetty Wap ( Deluxe ) [ Clean ],Fetty Wap,( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,Rap & Hip-Hop,$ 0.99,"September 25 , 2015",Anything Goes,5:36,1
2,Flight School,Fetty Wap,2015 300 Entertainment/RGF Productions,"Hip-Hop/Rap , Music , Rap",Album Only,18-May-15,Whateva ( feat . Monty ),5:16,Anything Goes,Fetty Wap,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",Rap & Hip-Hop,$ 1.29,"September 25 , 2015",Rewind ( feat . Monty ) [ Clean ],5:16,1
3,Fetty Wap ( Deluxe ),Fetty Wap,2015 300 Entertainment/RGF Productions,"Hip-Hop/Rap , Music , Rap",Album Only,nan,Whateva ( feat . Monty ),4:12,Fetty Wap ( Deluxe ) [ Clean ],Fetty Wap,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves","Dance & Electronic , Rap & Hip-Hop , House",$ 1.29,"March 17 , 2008",Rewind ( feat . Monty ) [ Clean ],4:03,1
4,Fetty Wap ( Deluxe ),Fetty Wap,2015 300 Entertainment/RGF Productions,"Hip-Hop/Rap , Music , Rap",Album Only,nan,Lifted ( feat . Emeli Sand ' © & Professor Green ),3:42,Fetty Wap ( Deluxe ) [ Clean ],Fetty Wap,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",Rap & Hip-Hop,$ 1.29,"September 25 , 2015",Listen ( feat . John Legend ),3:42,1
5,Fetty Wap ( Deluxe ),Fetty Wap,2015 300 Entertainment/RGF Productions,"Hip-Hop/Rap , Music , Rap",Album Only,nan,X2CU,5:11,Fetty Wap ( Deluxe ) [ Clean ],Fetty Wap,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",Rap & Hip-Hop,$ 0.99,"September 25 , 2015",Anything Goes,5:36,1
6,Fetty Wap ( Deluxe ),Fetty Wap,2015 300 Entertainment/RGF Productions,"Hip-Hop/Rap , Music , Rap",Album Only,nan,Whateva ( feat . Monty ),4:03,Fetty Wap ( Deluxe ) [ Clean ],Fetty Wap,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",Rap & Hip-Hop,$ 1.29,"September 25 , 2015",Rewind ( feat . Monty ) [ Clean ],4:41,1
7,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],Fetty Wap,2015 300 Entertainment/RGF Productions,"Hip-Hop/Rap , Music , Rap",Album Only,nan,Outversion,5:11,Fetty Wap ( Deluxe ) [ Clean ],Fetty Wap,( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,Rap & Hip-Hop,$ 1.29,"September 25 , 2015",Anything Goes,5:36,1
8,Fetty Wap ( Deluxe ),Flo Rida,2015 300 Entertainment/RGF Productions,"Hip-Hop/Rap , Music , Rap",Album Only,nan,Whateva ( feat . Monty ),4:12,Fetty Wap ( Deluxe ) [ Clean ],Fetty Wap,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves","Dance & Electronic , Rap & Hip-Hop , House",$ 1.29,"March 17 , 2008",Rewind ( feat . Monty ) [ Clean ],4:03,1
9,Fetty Wap ( Deluxe ),Fetty Wap,2010 Gum Prod licence exclusive Parlophone Music France,"Hip-Hop/Rap , Music , Rap",Album Only,24-Nov-14,Whateva ( feat . Monty ),4:31,Fetty Wap ( Deluxe ) [ Clean ],Fetty Wap,"( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",Rap & Hip-Hop,$ 1.29,"September 25 , 2015",Rewind ( feat . Monty ) [ Clean ],4:31,1
