,ltable_manufacturer,ltable_price,ltable_title,rtable_manufacturer,rtable_price,rtable_title,outcome
0,global-software-publishing,199.0,adobe indesign cs3 upgrade from pagemaker,sibelius-software-ltd .,47.36,adobe contribute cs3 upgrade,1
1,hewlett-packard - ( consumables ),29.99,adobe indesign cs3 upgrade from pagemaker,sibelius-software-ltd .,82.99,adobe contribute cs3 upgrade,1
2,sony-pictures-digital-entertainment,199.0,adobe indesign cs3 upgrade from pagemaker,global-software-publishing,82.99,adobe contribute cs3 upgrade,1
3,sony-pictures-digital-entertainment,199.0,adobe indesign cs3 upgrade from pagemaker,global-software-publishing,49.99,adobe contribute cs3 upgrade,1
4,sony-pictures-digital-entertainment,199.0,adobe indesign cs3 upgrade from pagemaker,global-software-publishing,82.99,final-draft final draft av 2.5 screenwriting software mac/win screen writing software,1
5,global-software-publishing,199.0,adobe indesign cs3 upgrade from pagemaker,sibelius-software-ltd .,82.99,adobe contribute cs3 upgrade,1
6,global-software-publishing,199.0,i transfer dvds 2 ipod edition ( win/mac ),global-software-publishing,82.99,adobe contribute cs3 upgrade,1
7,me-too-software,199.0,adobe indesign cs3 upgrade from pagemaker,sibelius-software-ltd .,199.95,migo software digital file shredder 2005,1
8,apple,199.0,adobe indesign cs3 upgrade from pagemaker,nan,199.99,adobe contribute cs3 upgrade,1
9,me-too-software,199.0,adobe indesign cs3 upgrade from pagemaker,sibelius-software-ltd .,199.95,adobe contribute cs3 upgrade,1
