,label,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,adobe indesign cs3 for mac upgrade,,82.99,"('rtable_title',)",['adobe contribute cs3 upgrade'],['adobe indesign cs3 for mac upgrade'],1,0,0.021480815,0.97851914,2
22,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,adobe contribute cs3 upgrade,hummingbird communications,,"('rtable_manufacturer', 'rtable_price')","[nan, 82.99]","['hummingbird communications', nan]",1,0,0.039329384,0.9606706,2
24,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,3745 ser ios ent cd374-esk9 = ),,82.99,"('rtable_title',)",['adobe contribute cs3 upgrade'],['3745 ser ios ent cd374-esk9 = )'],1,0,0.02196594,0.9780341,2
25,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,3745 ser ios ent cd374-esk9 = ),cisco systems enterprise,82.99,"('rtable_title', 'rtable_manufacturer')","['adobe contribute cs3 upgrade', nan]","['3745 ser ios ent cd374-esk9 = )', 'cisco systems enterprise']",1,0,0.014022561,0.9859774,2
26,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,3745 ser ios ent cd374-esk9 = ),,2814.33,"('rtable_title', 'rtable_price')","['adobe contribute cs3 upgrade', 82.99]","['3745 ser ios ent cd374-esk9 = )', 2814.33]",1,0,0.018628139,0.9813719,2
27,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,adobe contribute cs3 upgrade,cisco systems enterprise,2814.33,"('rtable_manufacturer', 'rtable_price')","[nan, 82.99]","['cisco systems enterprise', 2814.33]",1,0,0.078189604,0.9218104,2
29,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,ser ios ent cd374-esk9 = ),,82.99,"('rtable_title',)",['adobe contribute cs3 upgrade'],['ser ios ent cd374-esk9 = )'],1,0,0.049516372,0.9504836,2
30,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,ser ios ent cd374-esk9 = ),cisco systems enterprise,82.99,"('rtable_title', 'rtable_manufacturer')","['adobe contribute cs3 upgrade', nan]","['ser ios ent cd374-esk9 = )', 'cisco systems enterprise']",1,0,0.015413217,0.98458683,2
42,,adobe indesign cs3 upgrade from pagemaker,,82.99,adobe contribute cs3 upgrade,,82.99,"('ltable_manufacturer', 'ltable_price')","['adobe', 199.0]","[nan, 82.99]",1,0,0.25221074,0.74778926,2
31,,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,ser ios ent cd374-esk9 = ),,2814.33,"('rtable_title', 'rtable_price')","['adobe contribute cs3 upgrade', 82.99]","['ser ios ent cd374-esk9 = )', 2814.33]",1,0,0.023080803,0.97691923,2
