,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
2,walrus : a similarity retrieval algorithm for image databases,"a natsev , r rastogi , k shim",sigmod conference,1999,icicles : self-tuning samples for approximate query answering,"v ganti , ml lee , r ramakrishnan","vldb ,",2000.0,"('ltable_title', 'ltable_authors')","['join synopses for approximate query answering', 's acharya , p gibbons , v poosala , s ramaswamy']","['walrus : a similarity retrieval algorithm for image databases', 'a natsev , r rastogi , k shim']",0.044997107,0.9550029,2
6,join synopses for approximate query answering,"s acharya , p gibbons , v poosala , s ramaswamy",sigmod conference,1999,implementation of logical query languages for databases,"v ganti , ml lee , r ramakrishnan","vldb ,",2000.0,"('rtable_title',)",['icicles : self-tuning samples for approximate query answering'],['implementation of logical query languages for databases'],0.012656134,0.9873439,2
7,join synopses for approximate query answering,"s acharya , p gibbons , v poosala , s ramaswamy",sigmod conference,1999,implementation of logical query languages for databases,jd ullman,"vldb ,",2000.0,"('rtable_title', 'rtable_authors')","['icicles : self-tuning samples for approximate query answering', 'v ganti , ml lee , r ramakrishnan']","['implementation of logical query languages for databases', 'jd ullman']",0.02789709,0.9721029,2
8,join synopses for approximate query answering,"s acharya , p gibbons , v poosala , s ramaswamy",sigmod conference,1999,implementation of logical query languages for databases,"v ganti , ml lee , r ramakrishnan","acm transactions on database systems ,",2000.0,"('rtable_title', 'rtable_venue')","['icicles : self-tuning samples for approximate query answering', 'vldb ,']","['implementation of logical query languages for databases', 'acm transactions on database systems ,']",0.3572904,0.64270955,2
9,join synopses for approximate query answering,"s acharya , p gibbons , v poosala , s ramaswamy",sigmod conference,1999,implementation of logical query languages for databases,"v ganti , ml lee , r ramakrishnan","vldb ,",1985.0,"('rtable_title', 'rtable_year')","['icicles : self-tuning samples for approximate query answering', 2000.0]","['implementation of logical query languages for databases', 1985.0]",0.012656134,0.9873439,2
0,erratum : a database model for object dynamics,"m papazoglou , b krфmer",vldb j.,1999,icicles : self-tuning samples for approximate query answering,"v ganti , ml lee , r ramakrishnan","vldb ,",2000.0,"('ltable_title', 'ltable_authors', 'ltable_venue')","['join synopses for approximate query answering', 's acharya , p gibbons , v poosala , s ramaswamy', 'sigmod conference']","['erratum : a database model for object dynamics', 'm papazoglou , b krфmer', 'vldb j.']",0.18235736,0.8176426,3
3,walrus : a similarity retrieval algorithm for image databases,"a natsev , r rastogi , k shim",sigmod conference,1999,icicles : self-tuning samples for approximate query answering,"v ganti , ml lee , r ramakrishnan","vldb ,",2000.0,"('ltable_title', 'ltable_authors', 'ltable_venue')","['join synopses for approximate query answering', 's acharya , p gibbons , v poosala , s ramaswamy', 'sigmod conference']","['walrus : a similarity retrieval algorithm for image databases', 'a natsev , r rastogi , k shim', 'sigmod conference']",0.04499709,0.9550029,3
4,walrus : a similarity retrieval algorithm for image databases,"a natsev , r rastogi , k shim",sigmod conference,1999,icicles : self-tuning samples for approximate query answering,"v ganti , ml lee , r ramakrishnan","vldb ,",2000.0,"('ltable_title', 'ltable_authors', 'ltable_year')","['join synopses for approximate query answering', 's acharya , p gibbons , v poosala , s ramaswamy', 1999]","['walrus : a similarity retrieval algorithm for image databases', 'a natsev , r rastogi , k shim', 1999]",0.04499709,0.9550029,3
10,join synopses for approximate query answering,"s acharya , p gibbons , v poosala , s ramaswamy",sigmod conference,1999,implementation of logical query languages for databases,jd ullman,"acm transactions on database systems ,",2000.0,"('rtable_title', 'rtable_authors', 'rtable_venue')","['icicles : self-tuning samples for approximate query answering', 'v ganti , ml lee , r ramakrishnan', 'vldb ,']","['implementation of logical query languages for databases', 'jd ullman', 'acm transactions on database systems ,']",0.29988298,0.700117,3
11,join synopses for approximate query answering,"s acharya , p gibbons , v poosala , s ramaswamy",sigmod conference,1999,implementation of logical query languages for databases,jd ullman,"vldb ,",1985.0,"('rtable_title', 'rtable_authors', 'rtable_year')","['icicles : self-tuning samples for approximate query answering', 'v ganti , ml lee , r ramakrishnan', 2000.0]","['implementation of logical query languages for databases', 'jd ullman', 1985.0]",0.02789709,0.9721029,3
