,label,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,( r ) windows ( r ) xp professional edition with sp2,microsoft,159.98,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99,"('ltable_title',)",['microsoft office frontpage 2003 academic version windows )'],['( r ) windows ( r ) xp professional edition with sp2'],1,0,0.0269643,0.9730357,2
16,,) xp professional edition with sp2,microsoft,159.98,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99,"('ltable_title',)",['microsoft office frontpage 2003 academic version windows )'],[') xp professional edition with sp2'],1,0,0.031801824,0.9681981,2
14,,) windows ( r ) xp professional edition with sp2,microsoft,199.99,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99,"('ltable_title', 'ltable_price')","['microsoft office frontpage 2003 academic version windows )', 159.98]","[') windows ( r ) xp professional edition with sp2', 199.99]",1,0,0.01376411,0.9862359,2
13,,) windows ( r ) xp professional edition with sp2,,159.98,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99,"('ltable_title', 'ltable_manufacturer')","['microsoft office frontpage 2003 academic version windows )', 'microsoft']","[') windows ( r ) xp professional edition with sp2', nan]",1,0,0.017421609,0.9825784,2
12,,) windows ( r ) xp professional edition with sp2,microsoft,159.98,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99,"('ltable_title',)",['microsoft office frontpage 2003 academic version windows )'],[') windows ( r ) xp professional edition with sp2'],1,0,0.027694738,0.97230524,2
22,,microsoft ( r ) windows ( r ) xp professional edition,microsoft,199.99,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99,"('ltable_title', 'ltable_price')","['microsoft office frontpage 2003 academic version windows )', 159.98]","['microsoft ( r ) windows ( r ) xp professional edition', 199.99]",1,0,0.014802839,0.9851972,2
10,,microsoft ( r ) windows ( r ) xp professional,microsoft,199.99,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99,"('ltable_title', 'ltable_price')","['microsoft office frontpage 2003 academic version windows )', 159.98]","['microsoft ( r ) windows ( r ) xp professional', 199.99]",1,0,0.021764282,0.9782357,2
17,,) xp professional edition with sp2,,159.98,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99,"('ltable_title', 'ltable_manufacturer')","['microsoft office frontpage 2003 academic version windows )', 'microsoft']","[') xp professional edition with sp2', nan]",1,0,0.020901768,0.9790982,2
9,,microsoft ( r ) windows ( r ) xp professional,,159.98,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99,"('ltable_title', 'ltable_manufacturer')","['microsoft office frontpage 2003 academic version windows )', 'microsoft']","['microsoft ( r ) windows ( r ) xp professional', nan]",1,0,0.046354126,0.9536459,2
20,,microsoft ( r ) windows ( r ) xp professional edition,microsoft,159.98,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99,"('ltable_title',)",['microsoft office frontpage 2003 academic version windows )'],['microsoft ( r ) windows ( r ) xp professional edition'],1,0,0.02973975,0.9702602,2
6,,windows ( r ) xp professional edition with sp2,microsoft,199.99,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99,"('ltable_title', 'ltable_price')","['microsoft office frontpage 2003 academic version windows )', 159.98]","['windows ( r ) xp professional edition with sp2', 199.99]",1,0,0.01456071,0.9854393,2
5,,windows ( r ) xp professional edition with sp2,,159.98,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99,"('ltable_title', 'ltable_manufacturer')","['microsoft office frontpage 2003 academic version windows )', 'microsoft']","['windows ( r ) xp professional edition with sp2', nan]",1,0,0.016691817,0.9833082,2
4,,windows ( r ) xp professional edition with sp2,microsoft,159.98,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99,"('ltable_title',)",['microsoft office frontpage 2003 academic version windows )'],['windows ( r ) xp professional edition with sp2'],1,0,0.023551498,0.97644854,2
21,,microsoft ( r ) windows ( r ) xp professional edition,,159.98,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99,"('ltable_title', 'ltable_manufacturer')","['microsoft office frontpage 2003 academic version windows )', 'microsoft']","['microsoft ( r ) windows ( r ) xp professional edition', nan]",1,0,0.02062919,0.97937083,2
2,,( r ) windows ( r ) xp professional edition with sp2,microsoft,199.99,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99,"('ltable_title', 'ltable_price')","['microsoft office frontpage 2003 academic version windows )', 159.98]","['( r ) windows ( r ) xp professional edition with sp2', 199.99]",1,0,0.016686136,0.98331386,2
1,,( r ) windows ( r ) xp professional edition with sp2,,159.98,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99,"('ltable_title', 'ltable_manufacturer')","['microsoft office frontpage 2003 academic version windows )', 'microsoft']","['( r ) windows ( r ) xp professional edition with sp2', nan]",1,0,0.019518921,0.9804811,2
