,label,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,xfx radeon hd6850 pcie 1gb ddr5 graphics card,printers,lexmark,e450h11a,248.27,oki 52117101 - 52117101 toner 33000 page-yield black,cables interconnects,oki,,,"('ltable_title',)",['lexmark e450h11a toner 11000 page-yield black'],['xfx radeon hd6850 pcie 1gb ddr5 graphics card'],0,0,0.99892056,0.0010795114,2
24,,lexmark e450h11a toner 11000 page-yield black,printers,lexmark,e450h11a,11.7,oki 52117101 - 52117101 toner 33000 page-yield black,cables interconnects,oki,,,"('ltable_price',)",[248.27],[11.7],0,0,0.9998068,0.00019318186,2
25,,draper matte white ultimate access series e electric screen - ntsc 150 diagonal,printers,lexmark,e450h11a,248.27,oki 52117101 - 52117101 toner 33000 page-yield black,cables interconnects,oki,,,"('ltable_title',)",['lexmark e450h11a toner 11000 page-yield black'],['draper matte white ultimate access series e electric screen - ntsc 150 diagonal'],0,0,0.99889356,0.0011064184,2
26,,lexmark e450h11a toner 11000 page-yield black,electronics - general,lexmark,e450h11a,248.27,oki 52117101 - 52117101 toner 33000 page-yield black,cables interconnects,oki,,,"('ltable_category',)",['printers'],['electronics - general'],0,0,0.9999074,9.262079e-05,2
27,,lexmark e450h11a toner 11000 page-yield black,printers,draper,e450h11a,248.27,oki 52117101 - 52117101 toner 33000 page-yield black,cables interconnects,oki,,,"('ltable_brand',)",['lexmark'],['draper'],0,0,0.9999019,9.8140954e-05,2
28,,lexmark e450h11a toner 11000 page-yield black,printers,lexmark,e450h11a,2443.45,oki 52117101 - 52117101 toner 33000 page-yield black,cables interconnects,oki,,,"('ltable_price',)",[248.27],[2443.45],0,0,0.99984074,0.00015929603,2
29,,lexmark e450h11a toner 11000 page-yield black,printers,lexmark,e450h11a,248.27,avery cd labels - 100 disc labels 200 spine labels 8691,cables interconnects,oki,,,"('rtable_title',)",['oki 52117101 - 52117101 toner 33000 page-yield black'],['avery cd labels - 100 disc labels 200 spine labels 8691'],0,0,0.99984074,0.0001592084,2
30,,lexmark e450h11a toner 11000 page-yield black,printers,lexmark,e450h11a,248.27,oki 52117101 - 52117101 toner 33000 page-yield black,printer labels laser inkjet,oki,,,"('rtable_category',)",['cables interconnects'],['printer labels laser inkjet'],0,0,0.9998882,0.00011178764,2
31,,lexmark e450h11a toner 11000 page-yield black,printers,lexmark,e450h11a,248.27,oki 52117101 - 52117101 toner 33000 page-yield black,cables interconnects,avery,,,"('rtable_brand',)",['oki'],['avery'],0,0,0.9998124,0.00018755709,2
23,,lexmark e450h11a toner 11000 page-yield black,printers,innovera,e450h11a,248.27,oki 52117101 - 52117101 toner 33000 page-yield black,cables interconnects,oki,,,"('ltable_brand',)",['lexmark'],['innovera'],0,0,0.9997676,0.0002324068,2
