,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,sanppo,' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659,"('ltable_name',)","[""` ralph \\ 's diner '""]",['sanppo'],0.9999995,4.9186053e-07,2
252,lespinasse,' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659,"('ltable_name',)","[""` ralph \\ 's diner '""]",['lespinasse'],0.99272364,0.007276426,2
253,` ralph \ 's diner ',' 2 e. 55th st. ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659,"('ltable_addr',)","[""' 3000 las vegas blvd. s '""]","[""' 2 e. 55th st. '""]",0.99999905,9.1238076e-07,2
254,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` new york ',702/732 -6330,` coffee shops/diners ',448,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659,"('ltable_city',)","[""` las vegas '""]","[""` new york '""]",0.8977469,0.10225317,2
255,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',212/339 -6719,` coffee shops/diners ',448,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659,"('ltable_phone',)",['702/732 -6330'],['212/339 -6719'],0.8865525,0.113447495,2
256,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,american,448,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659,"('ltable_res_type',)","[""` coffee shops/diners '""]",['american'],0.8275451,0.17245485,2
257,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',43,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659,"('ltable_class',)",[448],[43],0.990355,0.0096449405,2
258,lespinasse,' 2 e. 55th st. ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659,"('ltable_name', 'ltable_addr')","[""` ralph \\ 's diner '"", ""' 3000 las vegas blvd. s '""]","['lespinasse', ""' 2 e. 55th st. '""]",0.99999654,3.4843206e-06,2
259,lespinasse,' 3000 las vegas blvd. s ',` new york ',702/732 -6330,` coffee shops/diners ',448,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659,"('ltable_name', 'ltable_city')","[""` ralph \\ 's diner '"", ""` las vegas '""]","['lespinasse', ""` new york '""]",0.9921455,0.007854462,2
260,lespinasse,' 3000 las vegas blvd. s ',` las vegas ',212/339 -6719,` coffee shops/diners ',448,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,seafood,659,"('ltable_name', 'ltable_phone')","[""` ralph \\ 's diner '"", '702/732 -6330']","['lespinasse', '212/339 -6719']",0.99272364,0.007276426,2
