,label,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
95,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new,212/759 -5941,scandinavian,24,"('rtable_city', 'rtable_phone')","[""` new york city '"", '212-307-7311']","['` new', '212/759 -5941']",1,0,0.16648234,0.8335176,2
144,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york ',212/759 -5941,scandinavian,24,"('rtable_city', 'rtable_phone')","[""` new york city '"", '212-307-7311']","[""` new york '"", '212/759 -5941']",1,0,0.086526856,0.9134731,2
143,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'55 e. 54th,` new york city ',212/759 -5941,scandinavian,24,"('rtable_addr', 'rtable_phone')","[""'13 w. 54th st. '"", '212-307-7311']","[""'55 e. 54th"", '212/759 -5941']",1,0,0.00804319,0.99195683,2
142,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'13 w. 54th st. ',` new york city ',212/759 -5941,scandinavian,24,"('rtable_name', 'rtable_phone')","['aquavit', '212-307-7311']","['oceana', '212/759 -5941']",1,0,0.019423407,0.9805766,2
30,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212-759-5941,scandinavian,24,"('rtable_phone',)",['212-307-7311'],['212-759-5941'],1,0,0.4451769,0.55482304,2
31,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'13 w. 54th st. ',` new york city ',212-759-5941,scandinavian,24,"('rtable_name', 'rtable_phone')","['aquavit', '212-307-7311']","['oceana', '212-759-5941']",1,0,0.018500162,0.9814998,2
32,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'55 e. 54th st. ',` new york city ',212-759-5941,scandinavian,24,"('rtable_addr', 'rtable_phone')","[""'13 w. 54th st. '"", '212-307-7311']","[""'55 e. 54th st. '"", '212-759-5941']",1,0,0.0071470514,0.992853,2
145,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212/759 -5941,seafood,24,"('rtable_phone', 'rtable_res_type')","['212-307-7311', 'scandinavian']","['212/759 -5941', 'seafood']",1,0,0.023678267,0.9763217,2
33,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212-759-5941,scandinavian,24,"('rtable_city', 'rtable_phone')","[""` new york city '"", '212-307-7311']","[""` new york city '"", '212-759-5941']",1,0,0.08096903,0.919031,2
35,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212-759-5941,scandinavian,50,"('rtable_phone', 'rtable_class')","['212-307-7311', 24]","['212-759-5941', 50]",1,0,0.08845826,0.91154176,2
66,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212/759 -5941,scandinavian,50,"('rtable_phone', 'rtable_class')","['212-307-7311', 24]","['212/759 -5941', 50]",1,0,0.090163864,0.9098361,2
65,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212/759 -5941,seafood,24,"('rtable_phone', 'rtable_res_type')","['212-307-7311', 'scandinavian']","['212/759 -5941', 'seafood']",1,0,0.023678267,0.9763217,2
64,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york ',212/759 -5941,scandinavian,24,"('rtable_city', 'rtable_phone')","[""` new york city '"", '212-307-7311']","[""` new york '"", '212/759 -5941']",1,0,0.086526856,0.9134731,2
63,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'55 e. 54th st.,` new york city ',212/759 -5941,scandinavian,24,"('rtable_addr', 'rtable_phone')","[""'13 w. 54th st. '"", '212-307-7311']","[""'55 e. 54th st."", '212/759 -5941']",1,0,0.009231743,0.99076825,2
62,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'13 w. 54th st. ',` new york city ',212/759 -5941,scandinavian,24,"('rtable_name', 'rtable_phone')","['aquavit', '212-307-7311']","['oceana', '212/759 -5941']",1,0,0.019423407,0.9805766,2
34,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212-759-5941,seafood,24,"('rtable_phone', 'rtable_res_type')","['212-307-7311', 'scandinavian']","['212-759-5941', 'seafood']",1,0,0.015290544,0.98470944,2
18,,oceana,' 635 9th ave. between 44th and 45th sts . ',` new york ',' 212 / 262-2525 ',seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,24,"('ltable_addr', 'ltable_phone')","[""'55 e. 54th st. '"", '212/759 -5941']","[""' 635 9th ave. between 44th and 45th sts . '"", ""' 212 / 262-2525 '""]",1,0,0.28099805,0.71900195,2
146,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212/759 -5941,scandinavian,50,"('rtable_phone', 'rtable_class')","['212-307-7311', 24]","['212/759 -5941', 50]",1,0,0.090163864,0.9098361,2
94,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'55 e. 54th st. ',` new york city ',212/759 -5941,scandinavian,24,"('rtable_addr', 'rtable_phone')","[""'13 w. 54th st. '"", '212-307-7311']","[""'55 e. 54th st. '"", '212/759 -5941']",1,0,0.0073864027,0.99261355,2
93,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'13 w. 54th st. ',` new york city ',212/759 -5941,scandinavian,24,"('rtable_name', 'rtable_phone')","['aquavit', '212-307-7311']","['oceana', '212/759 -5941']",1,0,0.019423407,0.9805766,2
96,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212/759 -5941,seafood,24,"('rtable_phone', 'rtable_res_type')","['212-307-7311', 'scandinavian']","['212/759 -5941', 'seafood']",1,0,0.023678267,0.9763217,2
97,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212/759 -5941,scandinavian,50,"('rtable_phone', 'rtable_class')","['212-307-7311', 24]","['212/759 -5941', 50]",1,0,0.090163864,0.9098361,2
126,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'55 e. 54th st. ',` new york city ',-5941,seafood,24,"('rtable_addr', 'rtable_phone', 'rtable_res_type')","[""'13 w. 54th st. '"", '212-307-7311', 'scandinavian']","[""'55 e. 54th st. '"", '-5941', 'seafood']",1,0,0.11288911,0.8871108,3
125,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'55 e. 54th st. ',` new york ',-5941,scandinavian,24,"('rtable_addr', 'rtable_city', 'rtable_phone')","[""'13 w. 54th st. '"", ""` new york city '"", '212-307-7311']","[""'55 e. 54th st. '"", ""` new york '"", '-5941']",1,0,0.2869787,0.71302134,3
124,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'55 e. 54th st. ',` new york city ',-5941,scandinavian,24,"('rtable_name', 'rtable_addr', 'rtable_phone')","['aquavit', ""'13 w. 54th st. '"", '212-307-7311']","['oceana', ""'55 e. 54th st. '"", '-5941']",1,0,0.07126317,0.9287368,3
98,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'55 e. 54th st. ',` new york city ',212/759 -5941,scandinavian,24,"('rtable_name', 'rtable_addr', 'rtable_phone')","['aquavit', ""'13 w. 54th st. '"", '212-307-7311']","['oceana', ""'55 e. 54th st. '"", '212/759 -5941']",1,0,0.004586073,0.9954139,3
99,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'13 w. 54th st. ',` new,212/759 -5941,scandinavian,24,"('rtable_name', 'rtable_city', 'rtable_phone')","['aquavit', ""` new york city '"", '212-307-7311']","['oceana', '` new', '212/759 -5941']",1,0,0.0045963083,0.99540365,3
100,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'13 w. 54th st. ',` new york city ',212/759 -5941,seafood,24,"('rtable_name', 'rtable_phone', 'rtable_res_type')","['aquavit', '212-307-7311', 'scandinavian']","['oceana', '212/759 -5941', 'seafood']",1,0,0.004746146,0.9952539,3
101,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'13 w. 54th st. ',` new york city ',212/759 -5941,scandinavian,50,"('rtable_name', 'rtable_phone', 'rtable_class')","['aquavit', '212-307-7311', 24]","['oceana', '212/759 -5941', 50]",1,0,0.0061214096,0.99387866,3
102,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'55 e. 54th st. ',` new,212/759 -5941,scandinavian,24,"('rtable_addr', 'rtable_city', 'rtable_phone')","[""'13 w. 54th st. '"", ""` new york city '"", '212-307-7311']","[""'55 e. 54th st. '"", '` new', '212/759 -5941']",1,0,0.009114964,0.9908851,3
103,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'55 e. 54th st. ',` new york city ',212/759 -5941,seafood,24,"('rtable_addr', 'rtable_phone', 'rtable_res_type')","[""'13 w. 54th st. '"", '212-307-7311', 'scandinavian']","[""'55 e. 54th st. '"", '212/759 -5941', 'seafood']",1,0,0.004401233,0.9955988,3
74,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york ',212/759 -5941,seafood,24,"('rtable_city', 'rtable_phone', 'rtable_res_type')","[""` new york city '"", '212-307-7311', 'scandinavian']","[""` new york '"", '212/759 -5941', 'seafood']",1,0,0.012285404,0.98771465,3
105,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new,212/759 -5941,seafood,24,"('rtable_city', 'rtable_phone', 'rtable_res_type')","[""` new york city '"", '212-307-7311', 'scandinavian']","['` new', '212/759 -5941', 'seafood']",1,0,0.010152637,0.98984736,3
67,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'55 e. 54th st.,` new york city ',212/759 -5941,scandinavian,24,"('rtable_name', 'rtable_addr', 'rtable_phone')","['aquavit', ""'13 w. 54th st. '"", '212-307-7311']","['oceana', ""'55 e. 54th st."", '212/759 -5941']",1,0,0.0061257505,0.99387425,3
68,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'13 w. 54th st. ',` new york ',212/759 -5941,scandinavian,24,"('rtable_name', 'rtable_city', 'rtable_phone')","['aquavit', ""` new york city '"", '212-307-7311']","['oceana', ""` new york '"", '212/759 -5941']",1,0,0.004811122,0.99518883,3
106,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new,212/759 -5941,scandinavian,50,"('rtable_city', 'rtable_phone', 'rtable_class')","[""` new york city '"", '212-307-7311', 24]","['` new', '212/759 -5941', 50]",1,0,0.013263018,0.98673695,3
107,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212/759 -5941,seafood,50,"('rtable_phone', 'rtable_res_type', 'rtable_class')","['212-307-7311', 'scandinavian', 24]","['212/759 -5941', 'seafood', 50]",1,0,0.045452368,0.9545476,3
76,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212/759 -5941,seafood,50,"('rtable_phone', 'rtable_res_type', 'rtable_class')","['212-307-7311', 'scandinavian', 24]","['212/759 -5941', 'seafood', 50]",1,0,0.045452368,0.9545476,3
75,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york ',212/759 -5941,scandinavian,50,"('rtable_city', 'rtable_phone', 'rtable_class')","[""` new york city '"", '212-307-7311', 24]","[""` new york '"", '212/759 -5941', 50]",1,0,0.015852615,0.9841474,3
69,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'13 w. 54th st. ',` new york city ',212/759 -5941,seafood,24,"('rtable_name', 'rtable_phone', 'rtable_res_type')","['aquavit', '212-307-7311', 'scandinavian']","['oceana', '212/759 -5941', 'seafood']",1,0,0.004746146,0.9952539,3
127,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'55 e. 54th st. ',` new york city ',-5941,scandinavian,50,"('rtable_addr', 'rtable_phone', 'rtable_class')","[""'13 w. 54th st. '"", '212-307-7311', 24]","[""'55 e. 54th st. '"", '-5941', 50]",1,0,0.1874742,0.8125258,3
70,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'13 w. 54th st. ',` new york city ',212/759 -5941,scandinavian,50,"('rtable_name', 'rtable_phone', 'rtable_class')","['aquavit', '212-307-7311', 24]","['oceana', '212/759 -5941', 50]",1,0,0.0061214096,0.99387866,3
71,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'55 e. 54th st.,` new york ',212/759 -5941,scandinavian,24,"('rtable_addr', 'rtable_city', 'rtable_phone')","[""'13 w. 54th st. '"", ""` new york city '"", '212-307-7311']","[""'55 e. 54th st."", ""` new york '"", '212/759 -5941']",1,0,0.005850494,0.99414957,3
72,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'55 e. 54th st.,` new york city ',212/759 -5941,seafood,24,"('rtable_addr', 'rtable_phone', 'rtable_res_type')","[""'13 w. 54th st. '"", '212-307-7311', 'scandinavian']","[""'55 e. 54th st."", '212/759 -5941', 'seafood']",1,0,0.0052862307,0.9947137,3
