,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
90,` jo jo ',' 160 e. 64th st. ',` new york city ',212/223 -5656,` french bistro ',38,` jo jo ',' 160 e. 64th st. ',` new york city ',212-223-5656,` french bistro ',38,"('ltable_city', 'ltable_res_type')","[""` new york '"", 'american']","[""` new york city '"", ""` french bistro '""]",0.12969436,0.87030566,2
57,` jo jo ',' 160 e. 64th st. ',` new york ',212/223 -5656,` french bistro ',38,` jo jo ',' 160 e. 64th st. ',` new york city ',212-223-5656,` french bistro ',38,"('ltable_name', 'ltable_res_type')","[""` jo jo '"", 'american']","[""` jo jo '"", ""` french bistro '""]",0.24417907,0.7558209,2
89,` jo jo ',' 160 e. 64th st. ',` new york ',212/223 -5656,` french bistro ',38,` jo jo ',' 160 e. 64th st. ',` new york city ',212-223-5656,` french bistro ',38,"('ltable_name', 'ltable_res_type')","[""` jo jo '"", 'american']","[""` jo jo '"", ""` french bistro '""]",0.24417907,0.7558209,2
88,` jo jo ',' 160 e. 64th st. ',` new york ',212/223 -5656,` french bistro ',38,` jo jo ',' 160 e. 64th st. ',` new york city ',212-223-5656,` french bistro ',38,"('ltable_res_type',)",['american'],"[""` french bistro '""]",0.24417907,0.7558209,2
76,` jo jo ',' 160 e. 64th st. ',` new york ',212/223 -5656,` french bistro ',38,` jo jo ',' 160 e. 64th st. ',` new york city ',212-223-5656,` french bistro ',38,"('ltable_res_type', 'ltable_class')","['american', 38]","[""` french bistro '"", 38]",0.24417907,0.7558209,2
75,` jo jo ',' 160 e. 64th st. ',` new york ',212-223-5656,` french bistro ',38,` jo jo ',' 160 e. 64th st. ',` new york city ',212-223-5656,` french bistro ',38,"('ltable_phone', 'ltable_res_type')","['212/223 -5656', 'american']","['212-223-5656', ""` french bistro '""]",0.24417907,0.7558209,2
74,` jo jo ',' 160 e. 64th st. ',` new york city ',212/223 -5656,` french bistro ',38,` jo jo ',' 160 e. 64th st. ',` new york city ',212-223-5656,` french bistro ',38,"('ltable_city', 'ltable_res_type')","[""` new york '"", 'american']","[""` new york city '"", ""` french bistro '""]",0.12969436,0.87030566,2
73,` jo jo ',' 160 e. 64th st. ',` new york ',212/223 -5656,` french bistro ',38,` jo jo ',' 160 e. 64th st. ',` new york city ',212-223-5656,` french bistro ',38,"('ltable_name', 'ltable_res_type')","[""` jo jo '"", 'american']","[""` jo jo '"", ""` french bistro '""]",0.24417907,0.7558209,2
91,` jo jo ',' 160 e. 64th st. ',` new york ',212-223-5656,` french bistro ',38,` jo jo ',' 160 e. 64th st. ',` new york city ',212-223-5656,` french bistro ',38,"('ltable_phone', 'ltable_res_type')","['212/223 -5656', 'american']","['212-223-5656', ""` french bistro '""]",0.24417907,0.7558209,2
40,` jo jo ',' 160 e. 64th st. ',` new york ',212/223 -5656,` french bistro ',38,` jo jo ',' 160 e. 64th st. ',` new york city ',212-223-5656,` french bistro ',38,"('ltable_res_type',)",['american'],"[""` french bistro '""]",0.24417907,0.7558209,2
42,` jo jo ',' 160 e. 64th st. ',` new york city ',212/223 -5656,` french bistro ',38,` jo jo ',' 160 e. 64th st. ',` new york city ',212-223-5656,` french bistro ',38,"('ltable_city', 'ltable_res_type')","[""` new york '"", 'american']","[""` new york city '"", ""` french bistro '""]",0.12969436,0.87030566,2
43,` jo jo ',' 160 e. 64th st. ',` new york ',212-223-5656,` french bistro ',38,` jo jo ',' 160 e. 64th st. ',` new york city ',212-223-5656,` french bistro ',38,"('ltable_phone', 'ltable_res_type')","['212/223 -5656', 'american']","['212-223-5656', ""` french bistro '""]",0.24417907,0.7558209,2
44,` jo jo ',' 160 e. 64th st. ',` new york ',212/223 -5656,` french bistro ',38,` jo jo ',' 160 e. 64th st. ',` new york city ',212-223-5656,` french bistro ',38,"('ltable_res_type', 'ltable_class')","['american', 38]","[""` french bistro '"", 38]",0.24417907,0.7558209,2
