,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Honey Amber Ale,RJ Rockers Brewing Company,American Amber / Red Ale,5.80 %,Man Cave Papakeechie_s Reserve,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('rtable_Beer_Name',)",['Heavy Seas Desert Island Series American Honey Amber Ale'],['Man Cave Papakeechie_s Reserve'],0.44148117303848267,0.5585188269615173,2
342,Honey Amber Ale,RJ Rockers Brewing Company,American Amber / Red Ale,5.80 %,Rushing Duck Kroovy,Rushing Duck Brewing,Amber Ale,4.90 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Heavy Seas Desert Island Series American Honey Amber Ale', 'Heavy Seas Brewing Company']","['Rushing Duck Kroovy', 'Rushing Duck Brewing']",0.357643723487854,0.642356276512146,2
341,Honey Amber Ale,RJ Rockers Brewing Company,American Amber / Red Ale,5.80 %,Rushing Duck Kroovy,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('rtable_Beer_Name',)",['Heavy Seas Desert Island Series American Honey Amber Ale'],['Rushing Duck Kroovy'],0.3617892861366272,0.6382107138633728,2
336,Honey Amber Ale,RJ Rockers Brewing Company,American Amber / Red Ale,5.80 %,Crabtree 5,Heavy Seas Brewing Company,Amber Ale,-,"('rtable_Beer_Name', 'rtable_ABV')","['Heavy Seas Desert Island Series American Honey Amber Ale', '4.90 %']","['Crabtree 5', '-']",0.14425212144851685,0.8557478785514832,2
335,Honey Amber Ale,RJ Rockers Brewing Company,American Amber / Red Ale,5.80 %,Crabtree 5,Heavy Seas Brewing Company,Sour/Wild Ale,4.90 %,"('rtable_Beer_Name', 'rtable_Style')","['Heavy Seas Desert Island Series American Honey Amber Ale', 'Amber Ale']","['Crabtree 5', 'Sour/Wild Ale']",0.16466856002807617,0.8353314399719238,2
334,Honey Amber Ale,RJ Rockers Brewing Company,American Amber / Red Ale,5.80 %,Crabtree 5,Crabtree Brewing Company,Amber Ale,4.90 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Heavy Seas Desert Island Series American Honey Amber Ale', 'Heavy Seas Brewing Company']","['Crabtree 5', 'Crabtree Brewing Company']",0.15115714073181152,0.8488428592681885,2
333,Honey Amber Ale,RJ Rockers Brewing Company,American Amber / Red Ale,5.80 %,Crabtree 5,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('rtable_Beer_Name',)",['Heavy Seas Desert Island Series American Honey Amber Ale'],['Crabtree 5'],0.16092705726623535,0.8390729427337646,2
328,Honey Amber Ale,RJ Rockers Brewing Company,American Amber / Red Ale,5.80 %,Barrio Rojo,Heavy Seas Brewing Company,Amber Ale,-,"('rtable_Beer_Name', 'rtable_ABV')","['Heavy Seas Desert Island Series American Honey Amber Ale', '4.90 %']","['Barrio Rojo', '-']",0.25281476974487305,0.747185230255127,2
327,Honey Amber Ale,RJ Rockers Brewing Company,American Amber / Red Ale,5.80 %,Barrio Rojo,Heavy Seas Brewing Company,Scottish Ale,4.90 %,"('rtable_Beer_Name', 'rtable_Style')","['Heavy Seas Desert Island Series American Honey Amber Ale', 'Amber Ale']","['Barrio Rojo', 'Scottish Ale']",0.2750796675682068,0.7249203324317932,2
326,Honey Amber Ale,RJ Rockers Brewing Company,American Amber / Red Ale,5.80 %,Barrio Rojo,Barrio Brewing Co. .,Amber Ale,4.90 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Heavy Seas Desert Island Series American Honey Amber Ale', 'Heavy Seas Brewing Company']","['Barrio Rojo', 'Barrio Brewing Co. .']",0.28969109058380127,0.7103089094161987,2
