,ltable_manufacturer,ltable_price,ltable_title,rtable_manufacturer,rtable_price,rtable_title,outcome
0,global-software-publishing,399.0,adobe cs3 design standard macosx dvd,sibelius-software-ltd .,413.99,adobe cs3 design standard upgrade,1
1,global-software-publishing,229.95,adobe cs3 design standard macosx dvd,riverdeep-learning-company,85.95,instant immers japanese dlx 2 .,1
2,global-software-publishing,399.0,adobe creative suite cs3 design premium [ mac ],sibelius-software-ltd .,413.99,adobe cs3 design standard upgrade,1
3,global-software-publishing,399.0,adobe cs3 design standard macosx dvd,global-software-publishing,413.99,adobe cs3 design standard upgrade,1
4,global-software-publishing,99.0,adobe cs3 design standard macosx dvd,global-software-publishing,413.99,adobe cs3 design standard upgrade,1
5,global-software-publishing,1199.0,adobe cs3 design standard macosx dvd,global-software-publishing,413.99,microsoft excel 2007 ( pc ),1
6,global-software-publishing,399.0,adobe cs3 design standard macosx dvd,sibelius-software-ltd .,79.99,adobe cs3 design standard upgrade,1
7,global-software-publishing,229.95,adobe cs3 design standard macosx dvd,riverdeep-learning-company,85.95,adobe cs3 design standard upgrade,1
8,global-software-publishing,399.0,adobe creative suite cs3 design premium [ mac ],sibelius-software-ltd .,998.95,adobe cs3 design standard upgrade,1
9,sony-pictures-digital-entertainment,399.0,adobe cs3 design standard macosx dvd,global-software-publishing,413.99,adobe cs3 design standard upgrade,1
