,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88,,,,,apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving,,,be450g,55.99,"('rtable_title',)",['apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc'],['apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving'],0.3389468789100647,0.6610531210899353,2
1,apc,,,,,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,,,be450g,55.99,"('ltable_title',)",['apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88'],['apc'],0.4434415102005005,0.5565584897994995,2
2,apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88,,,be450g,,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,,,be450g,55.99,"('ltable_modelno',)",[nan],['be450g'],0.05458700656890869,0.9454129934310913,2
3,apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88,,,,55.99,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,,,be450g,55.99,"('ltable_price',)",[nan],[55.99],0.4696560502052307,0.5303439497947693,2
4,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power,,,,,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,,,be450g,55.99,"('ltable_title',)",['apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88'],['apc be450g back-ups es 8-outlet 450va 120v uninterrupted power'],0.06146198511123657,0.9385380148887634,2
5,apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88,,,be450g,,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,,,be450g,55.99,"('ltable_modelno',)",[nan],['be450g'],0.05539768934249878,0.9446023106575012,2
6,apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88,,,,55.99,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,,,be450g,55.99,"('ltable_price',)",[nan],[55.99],0.4259716272354126,0.5740283727645874,2
7,apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88,,,,,backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88,,,be450g,55.99,"('rtable_title',)",['apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc'],['backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88'],0.49862587451934814,0.5013741254806519,2
8,apc,,,,,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,,,be450g,55.99,"('ltable_title',)",['apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88'],['apc'],0.4434415102005005,0.5565584897994995,2
9,apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88,,,be450g,,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,,,be450g,55.99,"('ltable_modelno',)",[nan],['be450g'],0.05487227439880371,0.9451277256011963,2
10,apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88,,,,55.99,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,,,be450g,55.99,"('ltable_price',)",[nan],[55.99],0.45536988973617554,0.5446301102638245,2
11,apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88,,,,,apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics,,,be450g,55.99,"('rtable_title',)",['apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc'],['apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics'],0.3605538010597229,0.6394461989402771,2
12,apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88,,,,,apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g,,,be450g,55.99,"('rtable_title',)",['apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc'],['apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g'],0.4071655869483948,0.5928344130516052,2
13,apc battery backup 750va back-ups es 120v 10 outlet power supply power-saving ups be750g electronics - general apc be750g 95.88,,,,,apc battery backup 750va back-ups es 120v 10 outlet power supply,,,be450g,55.99,"('rtable_title',)",['apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc'],['apc battery backup 750va back-ups es 120v 10 outlet power supply'],0.32634347677230835,0.6736565232276917,2
