,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
72,Next Boyfriend,David Guetta,Next Boyfriend - Single,"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,Listen ( feat . John Legend ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:46,"November 24 , 2014","('ltable_Song_Name', 'ltable_Album_Name')","['Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ]', 'Listen ( Deluxe Version )']","['Next Boyfriend', 'Next Boyfriend - Single']",0.27112505,0.728875,2
0,My Favorite Memory,David Guetta,Working Man 's Poet - A Tribute To Merle Haggard,"Country , Music",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,Listen ( feat . John Legend ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:46,"November 24 , 2014","('ltable_Song_Name', 'ltable_Album_Name', 'ltable_Genre')","['Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ]', 'Listen ( Deluxe Version )', 'Dance , Music , Rock , House , Electronic , French Pop']","['My Favorite Memory', ""Working Man 's Poet - A Tribute To Merle Haggard"", 'Country , Music']",0.43610135,0.5638986,3
130,Ramblin ' Fever,David Guetta,Listen ( Deluxe Version ),"Country , Music",$ 1.29,‰ ãÑ 2014 Broken Bow Records,3:20,24-Nov-14,Listen ( feat . John Legend ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:46,"November 24 , 2014","('ltable_Song_Name', 'ltable_Genre', 'ltable_CopyRight')","['Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ]', 'Dance , Music , Rock , House , Electronic , French Pop', '2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .']","[""Ramblin ' Fever"", 'Country , Music', '‰ ãÑ 2014 Broken Bow Records']",0.38472682,0.6152731,3
129,Ramblin ' Fever,David Guetta,Working Man 's Poet - A Tribute To Merle Haggard,"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,‰ ãÑ 2014 Broken Bow Records,3:20,24-Nov-14,Listen ( feat . John Legend ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:46,"November 24 , 2014","('ltable_Song_Name', 'ltable_Album_Name', 'ltable_CopyRight')","['Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ]', 'Listen ( Deluxe Version )', '2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .']","[""Ramblin ' Fever"", ""Working Man 's Poet - A Tribute To Merle Haggard"", '‰ ãÑ 2014 Broken Bow Records']",0.42760727,0.57239276,3
128,Ramblin ' Fever,David Guetta,Working Man 's Poet - A Tribute To Merle Haggard,"Country , Music",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,Listen ( feat . John Legend ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:46,"November 24 , 2014","('ltable_Song_Name', 'ltable_Album_Name', 'ltable_Genre')","['Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ]', 'Listen ( Deluxe Version )', 'Dance , Music , Rock , House , Electronic , French Pop']","[""Ramblin ' Fever"", ""Working Man 's Poet - A Tribute To Merle Haggard"", 'Country , Music']",0.25614038,0.74385965,3
77,Next Boyfriend,David Guetta,Next Boyfriend - Single,"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:11,24-Nov-14,Listen ( feat . John Legend ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:46,"November 24 , 2014","('ltable_Song_Name', 'ltable_Album_Name', 'ltable_Time')","['Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ]', 'Listen ( Deluxe Version )', '3:20']","['Next Boyfriend', 'Next Boyfriend - Single', '3:11']",0.22496183,0.7750381,3
76,Next Boyfriend,David Guetta,Next Boyfriend - Single,"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2015 19 Recordings , Inc.",3:20,24-Nov-14,Listen ( feat . John Legend ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:46,"November 24 , 2014","('ltable_Song_Name', 'ltable_Album_Name', 'ltable_CopyRight')","['Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ]', 'Listen ( Deluxe Version )', '2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .']","['Next Boyfriend', 'Next Boyfriend - Single', '2015 19 Recordings , Inc.']",0.124620765,0.87537926,3
75,Next Boyfriend,David Guetta,Next Boyfriend - Single,"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,Listen ( feat . John Legend ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:46,"November 24 , 2014","('ltable_Song_Name', 'ltable_Album_Name', 'ltable_Price')","['Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ]', 'Listen ( Deluxe Version )', '$ 1.29']","['Next Boyfriend', 'Next Boyfriend - Single', '$ 1.29']",0.27112505,0.728875,3
74,Next Boyfriend,David Guetta,Next Boyfriend - Single,"Country , Music",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,Listen ( feat . John Legend ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:46,"November 24 , 2014","('ltable_Song_Name', 'ltable_Album_Name', 'ltable_Genre')","['Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ]', 'Listen ( Deluxe Version )', 'Dance , Music , Rock , House , Electronic , French Pop']","['Next Boyfriend', 'Next Boyfriend - Single', 'Country , Music']",0.38409773,0.61590225,3
73,Next Boyfriend,Lauren Alaina,Next Boyfriend - Single,"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,24-Nov-14,Listen ( feat . John Legend ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:46,"November 24 , 2014","('ltable_Song_Name', 'ltable_Artist_Name', 'ltable_Album_Name')","['Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ]', 'David Guetta', 'Listen ( Deluxe Version )']","['Next Boyfriend', 'Lauren Alaina', 'Next Boyfriend - Single']",0.44790223,0.5520978,3
