,label,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,color scanner,electronics - general,canon,dr-2010c,479.98,canon 2455b002 imageformula dr-2510c compact color scanner,scanners,canon,2455b002,617.99,"('ltable_title',)",['canon imageformula dr-2010c compact color scanner'],['color scanner'],1,0,0.0011508508,0.99884915,2
24,,canon imageformula dr-2010c compact color scanner,electronics - general,canon,2455b002,479.98,canon 2455b002 imageformula dr-2510c compact color scanner,scanners,canon,2455b002,617.99,"('ltable_modelno',)",['dr-2010c'],['2455b002'],1,0,0.0018624602,0.9981375,2
25,,canon imageformula dr-2010c compact color scanner,electronics - general,canon,dr-2010c,617.99,canon 2455b002 imageformula dr-2510c compact color scanner,scanners,canon,2455b002,617.99,"('ltable_price',)",[479.98],[617.99],1,0,0.0014634738,0.9985366,2
26,,canon imageformula dr-2010c compact color scanner,electronics - general,canon,dr-2010c,479.98,canon 2455b002 imageformula dr-2510c compact color scanner,electronics - general,canon,2455b002,617.99,"('rtable_category',)",['scanners'],['electronics - general'],1,0,0.021729523,0.97827053,2
27,,canon imageformula dr-2010c compact color scanner,electronics - general,canon,dr-2010c,479.98,canon 2455b002 imageformula dr-2510c compact color scanner,scanners,canon,2455b002,617.99,"('rtable_brand',)",['canon'],['canon'],1,0,0.05306043,0.9469395,2
28,,canon imageformula dr-2010c compact color scanner,electronics - general,canon,dr-2010c,479.98,canon 2455b002 imageformula dr-2510c compact color scanner,scanners,canon,dr-2010c,617.99,"('rtable_modelno',)",['2455b002'],['dr-2010c'],1,0,0.0019254872,0.99807453,2
29,,canon imageformula dr-2010c compact color scanner,electronics - general,canon,dr-2010c,479.98,canon 2455b002 imageformula dr-2510c compact color scanner,scanners,canon,2455b002,479.98,"('rtable_price',)",[617.99],[479.98],1,0,0.0014966321,0.99850345,2
30,,canon imageformula dr-2010c compact color scanner,electronics - general,canon,dr-2010c,479.98,canon imageformula,scanners,canon,2455b002,617.99,"('rtable_title',)",['canon 2455b002 imageformula dr-2510c compact color scanner'],['canon imageformula'],1,0,0.08624697,0.913753,2
31,,canon imageformula dr-2010c compact color scanner,electronics - general,canon,dr-2010c,479.98,canon 2455b002 imageformula dr-2510c compact color scanner,electronics - general,canon,2455b002,617.99,"('rtable_category',)",['scanners'],['electronics - general'],1,0,0.021729523,0.97827053,2
32,,canon imageformula dr-2010c compact color scanner,electronics - general,canon,dr-2010c,479.98,canon 2455b002 imageformula dr-2510c compact color scanner,scanners,canon,2455b002,617.99,"('rtable_brand',)",['canon'],['canon'],1,0,0.05306043,0.9469395,2
