,ltable_addr,ltable_city,ltable_class,ltable_name,ltable_phone,ltable_res_type,rtable_addr,rtable_city,rtable_class,rtable_name,rtable_phone,rtable_res_type,outcome
0,' 8720 sunset blvd. ',` los angeles ',144.0,` le dome ',310/659 -6919,french,' 37-03 74th st. ',` w. hollywood ',20.0,` spago ( los angeles ) ',310-652-4025,californian,1
1,' 8720 sunset blvd. ',` los angeles ',162.0,` le dome ',213/938 -2863,french,' 8795 sunset blvd. ',` w. hollywood ',20.0,` spago ( los angeles ) ',310-652-4025,californian,1
2,' 8720 sunset blvd. ',` los angeles ',448.0,` le dome ',310/659 -6919,french,' 103 w. paces ferry rd. ',` w. hollywood ',20.0,` spago ( los angeles ) ',310-652-4025,californian,1
3,' 8720 sunset blvd. ',` las vegas ',74.0,` le dome ',310/659 -6919,french,' 8795 sunset blvd. ',` w. hollywood ',20.0,` spago ( los angeles ) ',310-652-4025,californian,1
4,' 8720 sunset blvd. ',` los angeles ',74.0,` le dome ',702/731 -7547,french,' 8795 sunset blvd. ',` w. hollywood ',20.0,` spago ( los angeles ) ',310-652-4025,californian,1
5,' 8720 sunset blvd. ',` los angeles ',144.0,` le dome ',310/659 -6919,seafood,' 8795 sunset blvd. ',` w. hollywood ',20.0,` spago ( los angeles ) ',310-652-4025,californian,1
6,' 8720 sunset blvd. ',` los angeles ',74.0,` le dome ',310/659 -6919,french,' 8795 sunset blvd. ',` w. hollywood ',20.0,` spago ( los angeles ) ',404-876-4408,californian,1
7,' 8720 sunset blvd. ',` los angeles ',144.0,` le dome ',212/682 -8660,french,' 8795 sunset blvd. ',` w. hollywood ',20.0,` spago ( los angeles ) ',310-652-4025,californian,1
8,' 10668 w. pico blvd. ',` los angeles ',22.0,` le dome ',310/659 -6919,french,' 8795 sunset blvd. ',` w. hollywood ',20.0,` spago ( los angeles ) ',310-652-4025,californian,1
9,' 8720 sunset blvd. ',` los angeles ',74.0,` le dome ',212/223 -5656,french,' 8795 sunset blvd. ',` w. hollywood ',20.0,` spago ( los angeles ) ',310-652-4025,californian,1
