,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,nan,nan,nan,nan,da-lite high power model b manual screen with csr - 84 x 84 av format electronics - general da-lite 85303 372.99,nan,home audio theater,23056,nan,icon-icon4-blk neoprene notebook sleeve black motion systems 9.99,0
1,nan,memory,pvr135h1,nan,da-lite high power model b manual screen with csr - 84 x 84 av format electronics - general da-lite 85303 372.99,nan,home audio theater,nan,nan,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,0
2,nan,nan,nan,nan,da-lite high power model b manual screen with csr - 84 x 84 av format electronics - general da-lite 85303 372.99,nan,home audio theater,hx-mta64da / g32,nan,nvidia geforce 310 dms59 pcie16 512mb 2port vga dvi graphics card 57y4167,0
3,uniden,nan,nan,nan,da-lite high power model b manual screen with csr - 84 x 84 av format electronics - general da-lite 85303 372.99,nan,home audio theater,icon4-blk,nan,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,0
4,nan,nan,nan,343.99,da-lite high power model b manual screen with csr - 84 x 84 av format electronics - general da-lite 85303 372.99,nan,home audio theater,512-p3-1301-kr,nan,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,0
5,nan,nan,nan,nan,da-lite high power model b manual screen with csr - 84 x 84 av format electronics - general da-lite 85303 372.99,nan,home audio theater,23056,88.85,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,0
6,nan,nan,k087b-005b,nan,los angeles lakers ipod touch 4g hard case fva4614,nan,home audio theater,nan,nan,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,0
7,nan,nan,nan,nan,da-lite high power model b manual screen with csr - 84 x 84 av format electronics - general da-lite 85303 372.99,nan,home audio theater,hx-mta64da / g32,nan,ifrogz luxe lean case for ipod touch 4g gun metal cases ifrogz,0
8,nan,nan,hx-mta64da / g42,nan,da-lite high power model b manual screen with csr - 84 x 84 av format electronics - general da-lite 85303 372.99,nan,home audio theater,01g-p3-1452-tr,nan,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,0
9,nan,nan,nan,nan,da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99,nan,home audio theater,hx-mta64da / g32,nan,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,0
