,label,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,` circus circus ',' 2880 las vegas blvd.,` las vegas ',702/734 -0410,californian,670,"('rtable_name', 'rtable_addr', 'rtable_phone')","[""` spago ( las vegas ) '"", ""' 3500 las vegas blvd. s. '"", '702-369-6300']","[""` circus circus '"", ""' 2880 las vegas blvd."", '702/734 -0410']",1,0,0.34810618,0.6518938,3
28,,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,californian,670,"('rtable_name', 'rtable_addr', 'rtable_phone')","[""` spago ( las vegas ) '"", ""' 3500 las vegas blvd. s. '"", '702-369-6300']","[""` circus circus '"", ""' 2880 las vegas blvd. s '"", '702/734 -0410']",1,0,0.21772766,0.78227234,3
36,,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,` spago ( las vegas ) ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,"('rtable_addr', 'rtable_phone', 'rtable_res_type', 'rtable_class')","[""' 3500 las vegas blvd. s. '"", '702-369-6300', 'californian', 670]","[""' 2880 las vegas blvd. s '"", '702/734 -0410', 'buffets', 437]",1,0,0.23941197,0.76058805,4
35,,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,` spago ( las vegas ) ',' 2880 las vegas blvd. s ',vegas ',702/734 -0410,californian,437,"('rtable_addr', 'rtable_city', 'rtable_phone', 'rtable_class')","[""' 3500 las vegas blvd. s. '"", ""` las vegas '"", '702-369-6300', 670]","[""' 2880 las vegas blvd. s '"", ""vegas '"", '702/734 -0410', 437]",1,0,0.3238292,0.67617077,4
34,,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,` spago ( las vegas ) ',' 2880 las vegas blvd. s ',vegas ',702/734 -0410,buffets,670,"('rtable_addr', 'rtable_city', 'rtable_phone', 'rtable_res_type')","[""' 3500 las vegas blvd. s. '"", ""` las vegas '"", '702-369-6300', 'californian']","[""' 2880 las vegas blvd. s '"", ""vegas '"", '702/734 -0410', 'buffets']",1,0,0.4634315,0.53656846,4
33,,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,` circus circus ',' 3500 las vegas blvd. s. ',` las vegas ',702/734 -0410,buffets,437,"('rtable_name', 'rtable_phone', 'rtable_res_type', 'rtable_class')","[""` spago ( las vegas ) '"", '702-369-6300', 'californian', 670]","[""` circus circus '"", '702/734 -0410', 'buffets', 437]",1,0,0.19389497,0.806105,4
32,,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,` circus circus ',' 3500 las vegas blvd. s. ',vegas ',702/734 -0410,californian,437,"('rtable_name', 'rtable_city', 'rtable_phone', 'rtable_class')","[""` spago ( las vegas ) '"", ""` las vegas '"", '702-369-6300', 670]","[""` circus circus '"", ""vegas '"", '702/734 -0410', 437]",1,0,0.47095072,0.52904934,4
31,,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,` circus circus ',' 3500 las vegas blvd. s. ',vegas ',702/734 -0410,buffets,670,"('rtable_name', 'rtable_city', 'rtable_phone', 'rtable_res_type')","[""` spago ( las vegas ) '"", ""` las vegas '"", '702-369-6300', 'californian']","[""` circus circus '"", ""vegas '"", '702/734 -0410', 'buffets']",1,0,0.14382693,0.85617304,4
30,,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,californian,437,"('rtable_name', 'rtable_addr', 'rtable_phone', 'rtable_class')","[""` spago ( las vegas ) '"", ""' 3500 las vegas blvd. s. '"", '702-369-6300', 670]","[""` circus circus '"", ""' 2880 las vegas blvd. s '"", '702/734 -0410', 437]",1,0,0.055792965,0.944207,4
29,,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,670,"('rtable_name', 'rtable_addr', 'rtable_phone', 'rtable_res_type')","[""` spago ( las vegas ) '"", ""' 3500 las vegas blvd. s. '"", '702-369-6300', 'californian']","[""` circus circus '"", ""' 2880 las vegas blvd. s '"", '702/734 -0410', 'buffets']",1,0,0.1930803,0.8069197,4
