,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,elite screens,networking,q3675a,32.88,evga geforce 210 512mb ddr3 pci express graphics card,lenovo,nan,57y4167,102.24,nvidia geforce 310 dms59 pcie16 512mb 2port vga dvi graphics card,0
1,evga,electronics - general,nan,32.88,evga geforce 210 512mb ddr3 pci express graphics card,lenovo,laser printer toner,nan,102.24,nvidia geforce 310 dms59 pcie16 512mb 2port vga dvi graphics card,1
2,apc,electronics - general,q3675a,23.98,evga geforce 210 512mb ddr3 pci express graphics card,lenovo,nan,57y4167,102.24,boss bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input,1
3,evga,electronics - general,nan,32.88,evga geforce 210 512mb ddr3 pci express graphics card,lenovo,laser printer toner,nan,102.24,accell ultraav b101b-003b display port with vga active adapter,1
4,apc,stationery & office machinery,q3675a,23.98,evga geforce 210 512mb ddr3 pci express graphics card,lenovo,nan,57y4167,102.24,boss bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input,0
5,apc,stationery & office machinery,q3675a,23.98,evga geforce 210 512mb ddr3 pci express graphics card,lenovo,graphics cards,57y4167,102.24,boss bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input,1
6,evga,electronics - general,q3675a,343.99,sony 16gb class 4 sd memory card,iogear,nan,57y4167,119.88,nvidia geforce 310 dms59 pcie16 512mb 2port vga dvi graphics card,0
7,zotac,electronics - general,q3675a,32.88,accell ultraav displayport multi-monitor adapter,lenovo,nan,57y4167,102.24,verbatim clip-it 4 gb usb 2.0 flash drive 97556 green,1
8,evga,electronics - general,nan,32.88,paper mate mechanical pencil starter set,lenovo,laser printer toner,nan,102.24,accell ultraav b101b-003b display port with vga active adapter,1
9,epson,electronics - general,q3675a,32.88,evga geforce 210 512mb ddr3 pci express graphics card,boss,nan,57y4167,102.24,nvidia geforce 310 dms59 pcie16 512mb 2port vga dvi graphics card,0
