,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,30,"('rtable_class',)",[60],[30],0.39267176389694214,0.6073282361030579,2
36,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,30,"('rtable_class',)",[60],[30],0.39267176389694214,0.6073282361030579,2
37,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,chanterelle,' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,30,"('rtable_name', 'rtable_class')","[""` shun lee palace '"", 60]","['chanterelle', 30]",0.4458851218223572,0.5541148781776428,2
38,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` shun lee palace ',' 2 harrison st. ',` new york city ',212-371-8844,chinese,30,"('rtable_addr', 'rtable_class')","[""' 155 e. 55th st. '"", 60]","[""' 2 harrison st. '"", 30]",0.390802264213562,0.609197735786438,2
39,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,30,"('rtable_city', 'rtable_class')","[""` new york city '"", 60]","[""` new york city '"", 30]",0.39267176389694214,0.6073282361030579,2
40,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-966-6960,chinese,30,"('rtable_phone', 'rtable_class')","['212-371-8844', 60]","['212-966-6960', 30]",0.3868778944015503,0.6131221055984497,2
41,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,` french ( new ) ',30,"('rtable_res_type', 'rtable_class')","['chinese', 60]","[""` french ( new ) '"", 30]",0.3782855272293091,0.6217144727706909,2
3,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,30,"('rtable_city', 'rtable_class')","[""` new york city '"", 60]","[""` new york city '"", 30]",0.39267176389694214,0.6073282361030579,2
5,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,` french ( new ) ',30,"('rtable_res_type', 'rtable_class')","['chinese', 60]","[""` french ( new ) '"", 30]",0.3782854676246643,0.6217145323753357,2
4,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-966-6960,chinese,30,"('rtable_phone', 'rtable_class')","['212-371-8844', 60]","['212-966-6960', 30]",0.3868778944015503,0.6131221055984497,2
1,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,chanterelle,' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,30,"('rtable_name', 'rtable_class')","[""` shun lee palace '"", 60]","['chanterelle', 30]",0.4458851218223572,0.5541148781776428,2
2,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` shun lee palace ',' 2 harrison st. ',` new york city ',212-371-8844,chinese,30,"('rtable_addr', 'rtable_class')","[""' 155 e. 55th st. '"", 60]","[""' 2 harrison st. '"", 30]",0.390802264213562,0.609197735786438,2
136,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` shun lee palace ',' 205 e. 45th st. ',` new york city ',212/682 -8660,chinese,325,"('rtable_addr', 'rtable_phone', 'rtable_class')","[""' 155 e. 55th st. '"", '212-371-8844', 60]","[""' 205 e. 45th st. '"", '212/682 -8660', 325]",0.4663442373275757,0.5336557626724243,3
137,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` shun lee palace ',' 205 e. 45th st. ',` new york city ',212-371-8844,american,325,"('rtable_addr', 'rtable_res_type', 'rtable_class')","[""' 155 e. 55th st. '"", 'chinese', 60]","[""' 205 e. 45th st. '"", 'american', 325]",0.48720675706863403,0.512793242931366,3
371,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` shun lee palace ',' 205 e. 45th st. ',` new york city ',212-371-8844,american,325,"('rtable_addr', 'rtable_res_type', 'rtable_class')","[""' 155 e. 55th st. '"", 'chinese', 60]","[""' 205 e. 45th st. '"", 'american', 325]",0.48720675706863403,0.512793242931366,3
370,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` shun lee palace ',' 205 e. 45th st. ',` new york city ',212/682 -8660,chinese,325,"('rtable_addr', 'rtable_phone', 'rtable_class')","[""' 155 e. 55th st. '"", '212-371-8844', 60]","[""' 205 e. 45th st. '"", '212/682 -8660', 325]",0.4663442373275757,0.5336557626724243,3
369,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` pen & pencil ',' 155 e. 55th st. ',` new york city ',212-371-8844,american,325,"('rtable_name', 'rtable_res_type', 'rtable_class')","[""` shun lee palace '"", 'chinese', 60]","[""` pen & pencil '"", 'american', 325]",0.4830884337425232,0.5169115662574768,3
