,ltable_addr,ltable_city,ltable_class,ltable_name,ltable_phone,ltable_res_type,rtable_addr,rtable_city,rtable_class,rtable_name,rtable_phone,rtable_res_type,outcome
0,' 260 e. paces ferry road ',` new york ',448.0,` pen & pencil ',702/734 -0410,american,' 155 e. 55th st. ',` new york city ',749.0,` shun lee palace ',212-371-8844,asian,1
1,' 205 e. 45th st. ',` new york ',84.0,` pen & pencil ',212/682 -8660,californian,' 155 e. 55th st. ',` new york city ',22.0,` shun lee palace ',212-371-8844,chinese,1
2,' 205 e. 45th st. ',` new york ',84.0,` palace court ',212/682 -8660,international,' 155 e. 55th st. ',` new york city ',616.0,` shun lee palace ',212-371-8844,chinese,1
3,' 205 e. 45th st. ',` new york ',84.0,` pen & pencil ',212/682 -8660,californian,' 1397 n. highland ave. ',` new york city ',22.0,` shun lee palace ',212-371-8844,chinese,1
4,' 260 e. paces ferry road ',` new york ',448.0,` pen & pencil ',212/682 -8660,american,' 155 e. 55th st. ',` new york city ',749.0,` shun lee palace ',212-371-8844,asian,1
5,' 205 e. 45th st. ',` new york ',22.0,` pen & pencil ',212/682 -8660,caribbean,' 155 e. 55th st. ',` new york city ',20.0,` shun lee palace ',212-371-8844,californian,1
6,' 205 e. 45th st. ',` new york ',22.0,` pen & pencil ',212/682 -8660,caribbean,' 155 e. 55th st. ',` new york city ',20.0,citrus,212-371-8844,californian,1
7,' 205 e. 45th st. ',` new york ',22.0,` pen & pencil ',212/682 -8660,american,' 155 e. 55th st. ',` new york city ',20.0,` shun lee palace ',212-371-8844,chinese,1
8,' 205 e. 45th st. ',` new york ',22.0,` pen & pencil ',212/682 -8660,caribbean,' 155 e. 55th st. ',` new york city ',20.0,` shun lee palace ',212-371-8844,chinese,1
9,' 260 e. paces ferry road ',` new york ',448.0,` pen & pencil ',212/682 -8660,american,' 155 e. 55th st. ',` new york city ',749.0,` shun lee palace ',212-371-8844,chinese,1
