,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009 and up,car stereos,atrend,a361-12cp,56.88,atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009 and up 12-inch,coaxial speakers,atrend-bbox,a362-12cp,88.85,"('ltable_title',)",['atrend-bbox a361-12cp b box series speaker'],['atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009 and up'],0.16256268,0.83743733,2
74,atrend-bbox a361-12cp b box series speaker,car stereos,atrend,a361-12cp,56.88,atrend-bbox a361-12cp b box series,car stereos,atrend-bbox,a362-12cp,88.85,"('rtable_title', 'rtable_category')","['atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009 and up 12-inch', 'coaxial speakers']","['atrend-bbox a361-12cp b box series', 'car stereos']",0.04417982,0.9558202,2
40,atrend-bbox a361-12cp b box series speaker,car stereos,atrend,a361-12cp,56.88,atrend-bbox a361-12cp b box,car stereos,atrend-bbox,a362-12cp,88.85,"('rtable_title', 'rtable_category')","['atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009 and up 12-inch', 'coaxial speakers']","['atrend-bbox a361-12cp b box', 'car stereos']",0.07798112,0.9220189,2
82,atrend-bbox a361-12cp b box series speaker,car stereos,atrend,a361-12cp,56.88,box series speaker,car stereos,atrend-bbox,a362-12cp,88.85,"('rtable_title', 'rtable_category')","['atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009 and up 12-inch', 'coaxial speakers']","['box series speaker', 'car stereos']",0.051351547,0.94864845,2
70,atrend-bbox a361-12cp b box series speaker,car stereos,atrend,a361-12cp,56.88,rca ah14100sn 100 ft. 14-gauge speaker wire,speaker cables,atrend-bbox,a362-12cp,88.85,"('rtable_title', 'rtable_category')","['atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009 and up 12-inch', 'coaxial speakers']","['rca ah14100sn 100 ft. 14-gauge speaker wire', 'speaker cables']",0.06889086,0.93110913,2
20,atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009,car stereos,atrend,a361-12cp,88.85,atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009 and up 12-inch,coaxial speakers,atrend-bbox,a362-12cp,88.85,"('ltable_title', 'ltable_price')","['atrend-bbox a361-12cp b box series speaker', 56.88]","['atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009', 88.85]",0.12097057,0.87902945,2
19,atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009,car stereos,atrend,a362-12cp,56.88,atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009 and up 12-inch,coaxial speakers,atrend-bbox,a362-12cp,88.85,"('ltable_title', 'ltable_modelno')","['atrend-bbox a361-12cp b box series speaker', 'a361-12cp']","['atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009', 'a362-12cp']",0.09710109,0.9028989,2
18,atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009,car stereos,atrend-bbox,a361-12cp,56.88,atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009 and up 12-inch,coaxial speakers,atrend-bbox,a362-12cp,88.85,"('ltable_title', 'ltable_brand')","['atrend-bbox a361-12cp b box series speaker', 'atrend']","['atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009', 'atrend-bbox']",0.09710109,0.9028989,2
17,atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009,coaxial speakers,atrend,a361-12cp,56.88,atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009 and up 12-inch,coaxial speakers,atrend-bbox,a362-12cp,88.85,"('ltable_title', 'ltable_category')","['atrend-bbox a361-12cp b box series speaker', 'car stereos']","['atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009', 'coaxial speakers']",0.08197965,0.9180203,2
32,atrend-bbox a361-12cp b box series speaker,car stereos,atrend,a361-12cp,56.88,series speaker,car stereos,atrend-bbox,a362-12cp,88.85,"('rtable_title', 'rtable_category')","['atrend-bbox a362-12cp b box series dual speakers for ford f150 super crew cab 2009 and up 12-inch', 'coaxial speakers']","['series speaker', 'car stereos']",0.27081496,0.72918504,2
