,ltable_Album_Name,ltable_Artist_Name,ltable_CopyRight,ltable_Genre,ltable_Price,ltable_Released,ltable_Song_Name,ltable_Time,rtable_Album_Name,rtable_Artist_Name,rtable_CopyRight,rtable_Genre,rtable_Price,rtable_Released,rtable_Song_Name,rtable_Time,outcome
0,nan,nan,2015 Warner Bros. . Records Inc.,nan,nan,nan,Cameras 28-Mar-11,5:20,nan,Flo Rida,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,nan,nan,"August 19 , 2014",KK ( feat . Project Pat & Juicy J ) [ Explicit ] Wiz Khalifa Blacc Hollywood ( Deluxe ) [ Explicit ] Rap & Hip-Hop $ 1.29 4:09,nan,0
1,nan,nan,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,nan,nan,nan,Cameras 28-Mar-11,5:20,nan,nan,nan,nan,nan,"March 20 , 2012",KK ( feat . Project Pat & Juicy J ) [ Explicit ] Wiz Khalifa Blacc Hollywood ( Deluxe ) [ Explicit ] Rap & Hip-Hop $ 1.29 4:09,nan,1
2,nan,nan,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,nan,nan,nan,"If I Am a Stranger ( Live In Amsterdam ) Singer/Songwriter , Music , Rock $ 0.99",5:20,nan,nan,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,nan,nan,"August 19 , 2014",Outversion Mark Ronson $ 0.99 ( c ) 2011 J'adore Records 1:50,3:38,0
3,nan,nan,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,nan,nan,nan,Cameras 28-Mar-11,5:20,nan,Taylor Swift,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,nan,$ 1.29,"May 27 , 2003",KK ( feat . Project Pat & Juicy J ) [ Explicit ] Wiz Khalifa Blacc Hollywood ( Deluxe ) [ Explicit ] Rap & Hip-Hop $ 1.29 4:09,nan,1
4,nan,nan,nan,nan,nan,nan,"Young , Wild & Free ( feat . Bruno Mars ) Snoop Dogg $ 1.99 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 12-Dec-11",5:20,nan,nan,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,nan,nan,"August 19 , 2014","Anything Goes Florida Georgia Line Country October 14 , 2014",3:17,0
5,nan,nan,2015 Warner Bros. . Records Inc.,nan,nan,nan,Cameras 28-Mar-11,5:11,nan,Flo Rida,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,nan,nan,"August 19 , 2014",KK ( feat . Project Pat & Juicy J ) [ Explicit ] Wiz Khalifa Blacc Hollywood ( Deluxe ) [ Explicit ] Rap & Hip-Hop $ 1.29 4:09,nan,1
6,nan,nan,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,nan,nan,nan,Cameras 28-Mar-11,3:16,nan,nan,nan,nan,nan,"March 20 , 2012",KK ( feat . Project Pat & Juicy J ) [ Explicit ] Wiz Khalifa Blacc Hollywood ( Deluxe ) [ Explicit ] Rap & Hip-Hop $ 1.29 4:09,nan,1
7,nan,nan,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",$ 1.29,nan,Cameras 28-Mar-11,5:20,nan,nan,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,nan,nan,"August 19 , 2014",KK ( feat . Project Pat & Juicy J ) [ Explicit ] Wiz Khalifa Blacc Hollywood ( Deluxe ) [ Explicit ] Rap & Hip-Hop $ 1.29 4:09,5:22,1
8,Here Comes the Fuzz,nan,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,nan,nan,nan,"45 Leave a Whisper Rock , Music , Hard Rock , Alternative 4:09 27-May-03",5:20,nan,nan,( C ) 2015 Interscope Records,nan,nan,"March 20 , 2012","Anything Goes Florida Georgia Line Country October 14 , 2014",nan,1
9,nan,nan,nan,nan,nan,nan,"Young , Wild & Free ( feat . Bruno Mars ) Snoop Dogg $ 1.99 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 12-Dec-11",5:20,nan,nan,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,Alternative Rock,nan,"August 19 , 2014","Anything Goes Florida Georgia Line Country October 14 , 2014",3:17,0
