,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,outcome
0,microsoft onenote 2007 upgrade,microsoft,229.95,phantom efx reel deal casino shuffle master edition,nan,399.95,1
1,microsoft office excel 2007,microsoft,229.95,apple software m9372z/a final cut express 2.0 upgrade,sibelius-software-ltd .,399.95,1
2,microsoft office excel 2007,microsoft,39.99,microsoft microsoft office 2004 software suite mac apple & mac software,global-software-publishing,399.95,1
3,microsoft office excel 2007,microsoft,199.0,microsoft microsoft office 2004 software suite mac apple & mac software,nan,499.0,1
4,mac os x server v10 .4.7 unlimited client,microsoft,229.95,microsoft microsoft office 2004 software suite mac apple & mac software,apple software,399.95,1
5,microsoft office excel 2007,microsoft,49.99,microsoft microsoft office 2004 software suite mac apple & mac software,punch software,399.95,1
6,instant immersion ingles audio deluxe,microsoft,229.95,microsoft microsoft office 2004 software suite mac apple & mac software,nan,399.95,1
7,microsoft office excel 2007,microsoft,229.95,microsoft microsoft office 2004 software suite mac apple & mac software,riverdeep-learning-company,1659.99,1
8,final draft av 2.5 win/mac,microsoft,229.95,microsoft microsoft office 2004 software suite mac apple & mac software,nan,399.95,1
9,microsoft office excel 2007,microsoft,229.95,microsoft excel 2007 ( pc ),apple software,399.95,1
