,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets tops business forms,stationery & office machinery,nan,74109,88.88,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets printers tops 24.3,nan,nan,nan,102.24,1
1,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets tops business forms,memory,nan,74109,7443.99,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets printers tops 24.3,nan,nan,nan,nan,1
2,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets tops business forms,stationery & office machinery,nan,74109,5.54,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets printers tops 24.3,nan,nan,bv8966b,nan,1
3,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets tops business forms,stationery & office machinery,nan,74109,479.98,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets printers tops 24.3,nan,nan,tricool 120mm,nan,1
4,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets tops business forms,stationery & office machinery,nan,74109,5.54,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets printers tops 24.3,computers accessories,nan,a362-12cp,nan,1
5,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets tops business forms,stationery & office machinery,nan,74109,5.54,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets printers tops 24.3,bags cases,avf,nan,nan,1
6,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets tops business forms,printers,nan,pvr135h1,5.54,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets printers tops 24.3,nan,nan,nan,nan,1
7,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets tops business forms,stationery & office machinery,nan,33250,5.54,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets printers tops 24.3,nan,nan,nan,230.74,1
8,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets tops business forms,stationery & office machinery,nan,74109,8.88,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets printers tops 24.3,nan,nan,01g-p3-1452-tr,nan,1
9,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets tops business forms,stationery & office machinery,nan,89939,5.54,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets printers tops 24.3,nan,nan,nan,102.24,1
