,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets tops business forms,stationery & office machinery,,74109,5.54,new-quartet 2544 - magnetic dry-erase board porcelain 48 x 36 white aluminum frame - qrt2544 radios,,,,371.0,"('rtable_title', 'rtable_price')","['tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets printers tops 24.3', nan]","['new-quartet 2544 - magnetic dry-erase board porcelain 48 x 36 white aluminum frame - qrt2544 radios', 371.0]",0.47043234,0.5295676,2
4,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets tops business forms,stationery & office machinery,,74109,5.54,sony lmp-e191 replacement projector lamp bulb with housing - high quality replacement lamp lamps shopforbattery,,,,245.99,"('rtable_title', 'rtable_price')","['tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets printers tops 24.3', nan]","['sony lmp-e191 replacement projector lamp bulb with housing - high quality replacement lamp lamps shopforbattery', 245.99]",0.37644264,0.6235573,2
1,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets tops business forms,stationery & office machinery,,74109,5.54,new-quartet 2544 - magnetic dry-erase board porcelain 48 x 36 white aluminum frame - qrt2544 radios,,,,371.0,"('rtable_title', 'rtable_category', 'rtable_price')","['tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets printers tops 24.3', nan, nan]","['new-quartet 2544 - magnetic dry-erase board porcelain 48 x 36 white aluminum frame - qrt2544 radios', nan, 371.0]",0.47043234,0.5295676,3
2,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets tops business forms,stationery & office machinery,,74109,5.54,new-quartet 2544 - magnetic dry-erase board porcelain 48 x 36 white aluminum frame - qrt2544 radios,,,,371.0,"('rtable_title', 'rtable_modelno', 'rtable_price')","['tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets printers tops 24.3', nan, nan]","['new-quartet 2544 - magnetic dry-erase board porcelain 48 x 36 white aluminum frame - qrt2544 radios', nan, 371.0]",0.47043234,0.5295676,3
5,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets tops business forms,stationery & office machinery,,74109,5.54,sony lmp-e191 replacement projector lamp bulb with housing - high quality replacement lamp lamps shopforbattery,,,,245.99,"('rtable_title', 'rtable_category', 'rtable_price')","['tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets printers tops 24.3', nan, nan]","['sony lmp-e191 replacement projector lamp bulb with housing - high quality replacement lamp lamps shopforbattery', nan, 245.99]",0.37644264,0.6235573,3
6,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets tops business forms,stationery & office machinery,,74109,5.54,sony lmp-e191 replacement projector lamp bulb with housing - high quality replacement lamp lamps shopforbattery,,,,245.99,"('rtable_title', 'rtable_brand', 'rtable_price')","['tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets printers tops 24.3', nan, nan]","['sony lmp-e191 replacement projector lamp bulb with housing - high quality replacement lamp lamps shopforbattery', nan, 245.99]",0.37644264,0.6235573,3
7,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets tops business forms,stationery & office machinery,,74109,5.54,sony lmp-e191 replacement projector lamp bulb with housing - high quality replacement lamp lamps shopforbattery,,,,245.99,"('rtable_title', 'rtable_modelno', 'rtable_price')","['tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets printers tops 24.3', nan, nan]","['sony lmp-e191 replacement projector lamp bulb with housing - high quality replacement lamp lamps shopforbattery', nan, 245.99]",0.37644264,0.6235573,3
3,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets tops business forms,stationery & office machinery,,74109,5.54,new-quartet 2544 - magnetic dry-erase board porcelain 48 x 36 white aluminum frame - qrt2544 radios,,,,371.0,"('rtable_title', 'rtable_category', 'rtable_modelno', 'rtable_price')","['tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets printers tops 24.3', nan, nan, nan]","['new-quartet 2544 - magnetic dry-erase board porcelain 48 x 36 white aluminum frame - qrt2544 radios', nan, nan, 371.0]",0.47043234,0.5295676,4
8,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets tops business forms,stationery & office machinery,,74109,5.54,sony lmp-e191 replacement projector lamp bulb with housing - high quality replacement lamp lamps shopforbattery,,,,245.99,"('rtable_title', 'rtable_category', 'rtable_brand', 'rtable_price')","['tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets printers tops 24.3', nan, nan, nan]","['sony lmp-e191 replacement projector lamp bulb with housing - high quality replacement lamp lamps shopforbattery', nan, nan, 245.99]",0.37644264,0.6235573,4
9,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets tops business forms,stationery & office machinery,,74109,5.54,sony lmp-e191 replacement projector lamp bulb with housing - high quality replacement lamp lamps shopforbattery,,,,245.99,"('rtable_title', 'rtable_category', 'rtable_modelno', 'rtable_price')","['tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets printers tops 24.3', nan, nan, nan]","['sony lmp-e191 replacement projector lamp bulb with housing - high quality replacement lamp lamps shopforbattery', nan, nan, 245.99]",0.37644264,0.6235573,4
10,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets tops business forms,stationery & office machinery,,74109,5.54,sony lmp-e191 replacement projector lamp bulb with housing - high quality replacement lamp lamps shopforbattery,,,,245.99,"('rtable_title', 'rtable_brand', 'rtable_modelno', 'rtable_price')","['tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets printers tops 24.3', nan, nan, nan]","['sony lmp-e191 replacement projector lamp bulb with housing - high quality replacement lamp lamps shopforbattery', nan, nan, 245.99]",0.37644264,0.6235573,4
11,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets tops business forms,stationery & office machinery,,74109,5.54,sony lmp-e191 replacement projector lamp bulb with housing - high quality replacement lamp lamps shopforbattery,,,,245.99,"('rtable_title', 'rtable_category', 'rtable_brand', 'rtable_modelno', 'rtable_price')","['tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets printers tops 24.3', nan, nan, nan, nan]","['sony lmp-e191 replacement projector lamp bulb with housing - high quality replacement lamp lamps shopforbattery', nan, nan, nan, 245.99]",0.37644264,0.6235573,5
