,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,elite screens,electronics - general,nan,1069.0,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,elite,projection screens,nan,879.0,boss bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input,1
1,elite screens,electronics - general,nan,1069.0,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,elite,projection screens,nan,879.0,cinegray ezframe series fixed frame screen - 150 diagonal,1
2,elite screens,electronics - general,nan,1069.0,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,tops,projection screens,nan,879.0,cinegray ezframe series fixed frame screen - 150 diagonal,1
3,elite screens,mp3 accessories,nan,1069.0,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,oki,projection screens,nan,879.0,cinegray ezframe series fixed frame screen - 150 diagonal,1
4,elite screens,printers,nan,1069.0,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,elite,printer accessories,nan,879.0,cinegray ezframe series fixed frame screen - 150 diagonal,1
5,elite screens,electronics - general,nan,58.0,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,elite,projection screens,nan,879.0,boss bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input,1
6,uniden,networking,nan,1069.0,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,elite,projection screens,nan,879.0,cinegray ezframe series fixed frame screen - 150 diagonal,1
7,elite screens,mp3 accessories,nan,1069.0,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,elite,projection screens,nan,879.0,cinegray ezframe series fixed frame screen - 150 diagonal,1
8,elite screens,electronics - general,nan,1069.0,samsung s2 640gb usb 3.0 portable external hard drive red,tops,projection screens,nan,879.0,cinegray ezframe series fixed frame screen - 150 diagonal,1
9,elite screens,electronics - general,nan,1069.0,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,elite,projection screens,nan,879.0,hewlett packard q3675a image transfer kit for hp color laserjet 4650,1
