,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000,lambda-db : an odmg-based object-oriented dbms,", david maier , leonidas fegaras , chandrasekhar srinivasan",international conference on management of data,1998,"('rtable_title', 'rtable_authors')","['query unnesting in object-oriented databases', 'leonidas fegaras']","['lambda-db : an odmg-based object-oriented dbms', ', david maier , leonidas fegaras , chandrasekhar srinivasan']",0.0015930043,0.99840707,2
32,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000,lambda-db : an odmg-based object-oriented dbms,"leonidas fegaras , chandrasekhar srinivasan , arvind rajendran , david maier",international conference on management of data,1998,"('rtable_title', 'rtable_authors')","['query unnesting in object-oriented databases', 'leonidas fegaras']","['lambda-db : an odmg-based object-oriented dbms', 'leonidas fegaras , chandrasekhar srinivasan , arvind rajendran , david maier']",0.0006017255,0.99939823,2
38,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000,query unnesting in object-oriented databases,"arvind rajendran , david maier ,",sigmod conference,1998,"('rtable_authors', 'rtable_venue')","['leonidas fegaras', 'international conference on management of data']","['arvind rajendran , david maier ,', 'sigmod conference']",0.07051832,0.9294816,2
39,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000,query unnesting in object-oriented databases,"arvind rajendran , david maier ,",international conference on management of data,2000,"('rtable_authors', 'rtable_year')","['leonidas fegaras', 1998]","['arvind rajendran , david maier ,', 2000]",0.13333148,0.8666686,2
27,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000,query unnesting in object-oriented databases,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",international conference on management of data,2000,"('rtable_authors', 'rtable_year')","['leonidas fegaras', 1998]","['arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan', 2000]",0.32565135,0.6743486,2
26,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000,query unnesting in object-oriented databases,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,1998,"('rtable_authors', 'rtable_venue')","['leonidas fegaras', 'international conference on management of data']","['arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan', 'sigmod conference']",0.031542003,0.968458,2
25,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000,an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",international conference on management of data,1998,"('rtable_title', 'rtable_authors')","['query unnesting in object-oriented databases', 'leonidas fegaras']","['an odmg-based object-oriented dbms', 'arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan']",0.002651272,0.99734867,2
24,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000,query unnesting in object-oriented databases,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",international conference on management of data,1998,"('rtable_authors',)",['leonidas fegaras'],"['arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan']",0.31763753,0.6823625,2
44,lambda-db : an odmg-based object-oriented dbms,leonidas fegaras,sigmod conference,2000,query unnesting in object-oriented databases,leonidas fegaras,international conference on management of data,1998,"('ltable_authors',)","['arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan']",['leonidas fegaras'],0.078700915,0.9212991,2
45,query unnesting in object-oriented databases,leonidas fegaras,sigmod conference,2000,query unnesting in object-oriented databases,leonidas fegaras,international conference on management of data,1998,"('ltable_title', 'ltable_authors')","['lambda-db : an odmg-based object-oriented dbms', 'arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan']","['query unnesting in object-oriented databases', 'leonidas fegaras']",0.017248757,0.9827512,2
46,lambda-db : an odmg-based object-oriented dbms,leonidas fegaras,international conference,2000,query unnesting in object-oriented databases,leonidas fegaras,international conference on management of data,1998,"('ltable_authors', 'ltable_venue')","['arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan', 'sigmod conference']","['leonidas fegaras', 'international conference']",0.05223825,0.9477618,2
19,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000,query unnesting in object-oriented databases,"arvind rajendran , david",international conference on management of data,2000,"('rtable_authors', 'rtable_year')","['leonidas fegaras', 1998]","['arvind rajendran , david', 2000]",0.21730824,0.7826918,2
18,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000,query unnesting in object-oriented databases,"arvind rajendran , david",sigmod conference,1998,"('rtable_authors', 'rtable_venue')","['leonidas fegaras', 'international conference on management of data']","['arvind rajendran , david', 'sigmod conference']",0.22419362,0.77580637,2
37,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier ,",international conference on management of data,1998,"('rtable_title', 'rtable_authors')","['query unnesting in object-oriented databases', 'leonidas fegaras']","['lambda-db : an odmg-based object-oriented dbms', 'arvind rajendran , david maier ,']",9.62923e-05,0.9999037,2
16,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000,query unnesting in object-oriented databases,"arvind rajendran , david",international conference on management of data,1998,"('rtable_authors',)",['leonidas fegaras'],"['arvind rajendran , david']",0.2022879,0.7977121,2
17,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david",international conference on management of data,1998,"('rtable_title', 'rtable_authors')","['query unnesting in object-oriented databases', 'leonidas fegaras']","['lambda-db : an odmg-based object-oriented dbms', 'arvind rajendran , david']",0.00014547186,0.99985456,2
6,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000,query unnesting in object-oriented databases,"arvind rajendran , david maier , leonidas",sigmod conference,1998,"('rtable_authors', 'rtable_venue')","['leonidas fegaras', 'international conference on management of data']","['arvind rajendran , david maier , leonidas', 'sigmod conference']",0.034410823,0.96558917,2
55,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000,query unnesting in object-oriented databases,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar",international conference on management of data,2000,"('rtable_authors', 'rtable_year')","['leonidas fegaras', 1998]","['arvind rajendran , david maier , leonidas fegaras , chandrasekhar', 2000]",0.25711095,0.74288905,2
4,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000,query unnesting in object-oriented databases,"arvind rajendran , david maier , leonidas",international conference on management of data,1998,"('rtable_authors',)",['leonidas fegaras'],"['arvind rajendran , david maier , leonidas']",0.16052945,0.8394705,2
5,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",sigmod conference,2000,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas",international conference on management of data,1998,"('rtable_title', 'rtable_authors')","['query unnesting in object-oriented databases', 'leonidas fegaras']","['lambda-db : an odmg-based object-oriented dbms', 'arvind rajendran , david maier , leonidas']",0.0001228961,0.9998771,2
47,lambda-db : an odmg-based object-oriented dbms,leonidas fegaras,sigmod conference,1998,query unnesting in object-oriented databases,leonidas fegaras,international conference on management of data,1998,"('ltable_authors', 'ltable_year')","['arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan', 2000]","['leonidas fegaras', 1998]",0.084102385,0.9158976,2
