,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,"power efficient data gathering and aggregation in wireless sensor networks h tan , i korpeoglu",,sigmod record,2003.0,"power efficient data gathering and aggregation in wireless sensor networks h tan , i korpeoglu 2003.0","i solis , k obraczka",,,"('rtable_title',)",['in-network aggregation trade-offs for data collection in wireless sensor networks'],"['power efficient data gathering and aggregation in wireless sensor networks h tan , i korpeoglu 2003.0']",0.05508643388748169,0.9449135661125183,2
80,in-network aggregation trade-offs for data collection in wireless sensor networks,,sigmod record,2003.0,in-network aggregation trade-offs for data collection in wireless sensor networks,"i solis , k obraczka",,,"('ltable_title',)","['power efficient data gathering and aggregation in wireless sensor networks h tan , i korpeoglu']",['in-network aggregation trade-offs for data collection in wireless sensor networks'],0.0404888391494751,0.9595111608505249,2
75,in-network aggregation trade-offs for data collection in wireless sensor networks,,sigmod record,,in-network aggregation trade-offs for data collection in wireless sensor networks,"i solis , k obraczka",,,"('ltable_title', 'ltable_year')","['power efficient data gathering and aggregation in wireless sensor networks h tan , i korpeoglu', 2003.0]","['in-network aggregation trade-offs for data collection in wireless sensor networks', nan]",0.05007374286651611,0.9499262571334839,2
74,in-network aggregation trade-offs for data collection in wireless sensor networks,,,2003.0,in-network aggregation trade-offs for data collection in wireless sensor networks,"i solis , k obraczka",,,"('ltable_title', 'ltable_venue')","['power efficient data gathering and aggregation in wireless sensor networks h tan , i korpeoglu', 'sigmod record']","['in-network aggregation trade-offs for data collection in wireless sensor networks', nan]",0.048962414264678955,0.951037585735321,2
73,in-network aggregation trade-offs for data collection in wireless sensor networks,i,sigmod record,2003.0,in-network aggregation trade-offs for data collection in wireless sensor networks,"i solis , k obraczka",,,"('ltable_title', 'ltable_authors')","['power efficient data gathering and aggregation in wireless sensor networks h tan , i korpeoglu', nan]","['in-network aggregation trade-offs for data collection in wireless sensor networks', 'i']",0.045219600200653076,0.9547803997993469,2
72,in-network aggregation trade-offs for data collection in wireless sensor networks,,sigmod record,2003.0,in-network aggregation trade-offs for data collection in wireless sensor networks,"i solis , k obraczka",,,"('ltable_title',)","['power efficient data gathering and aggregation in wireless sensor networks h tan , i korpeoglu']",['in-network aggregation trade-offs for data collection in wireless sensor networks'],0.04043865203857422,0.9595613479614258,2
67,in-network aggregation trade-offs for data collection in wireless sensor networks,,sigmod record,,in-network aggregation trade-offs for data collection in wireless sensor networks,"i solis , k obraczka",,,"('ltable_title', 'ltable_year')","['power efficient data gathering and aggregation in wireless sensor networks h tan , i korpeoglu', 2003.0]","['in-network aggregation trade-offs for data collection in wireless sensor networks', nan]",0.05001533031463623,0.9499846696853638,2
66,in-network aggregation trade-offs for data collection in wireless sensor networks,,,2003.0,in-network aggregation trade-offs for data collection in wireless sensor networks,"i solis , k obraczka",,,"('ltable_title', 'ltable_venue')","['power efficient data gathering and aggregation in wireless sensor networks h tan , i korpeoglu', 'sigmod record']","['in-network aggregation trade-offs for data collection in wireless sensor networks', nan]",0.04869580268859863,0.9513041973114014,2
65,in-network aggregation trade-offs for data collection in wireless sensor networks,"solis , k obraczka",sigmod record,2003.0,in-network aggregation trade-offs for data collection in wireless sensor networks,"i solis , k obraczka",,,"('ltable_title', 'ltable_authors')","['power efficient data gathering and aggregation in wireless sensor networks h tan , i korpeoglu', nan]","['in-network aggregation trade-offs for data collection in wireless sensor networks', 'solis , k obraczka']",0.04086136817932129,0.9591386318206787,2
64,in-network aggregation trade-offs for data collection in wireless sensor networks,,sigmod record,2003.0,in-network aggregation trade-offs for data collection in wireless sensor networks,"i solis , k obraczka",,,"('ltable_title',)","['power efficient data gathering and aggregation in wireless sensor networks h tan , i korpeoglu']",['in-network aggregation trade-offs for data collection in wireless sensor networks'],0.040415942668914795,0.9595840573310852,2
