,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,outcome
0,bruno,' 1397 n. highland ave. ',atlanta,404/876 -0676,caribbean,84.0,` indigo coastal grill ',' 1397 n. highland ave. ',atlanta,213-651-2866,eclectic,84.0,0
1,oceana,' 346 s. la brea ave. ',atlanta,212/484 -5113,caribbean,90.0,` indigo coastal grill ',' 1397 n. highland ave. ',atlanta,404-876-0676,eclectic,84.0,0
2,bruno,' 1397 n. highland ave. ',atlanta,212/223 -5656,caribbean,144.0,` indigo coastal grill ',' 1397 n. highland ave. ',atlanta,213-651-2866,eclectic,84.0,0
3,bruno,' 1397 n. highland ave. ',atlanta,404/876 -0676,caribbean,84.0,` indigo coastal grill ',' 1397 n. highland ave. ',atlanta,212-758-1479,eclectic,84.0,0
4,manora,' 3434 peachtree rd. ',atlanta,404/876 -0676,` coffee shops/diners ',84.0,` indigo coastal grill ',' 1397 n. highland ave. ',atlanta,702-733-4524,eclectic,84.0,0
5,oceana,' 346 s. la brea ave. ',atlanta,212/484 -5113,caribbean,84.0,` indigo coastal grill ',' 1397 n. highland ave. ',atlanta,404-876-0676,eclectic,84.0,0
6,bruno,' 1397 n. highland ave. ',atlanta,702/731 -7547,caribbean,84.0,` indigo coastal grill ',' 1397 n. highland ave. ',atlanta,404-876-0676,eclectic,84.0,0
7,` indigo coastal grill ',' 2355 peachtree rd. . peachtree battle shopping center ',atlanta,404/876 -0676,caribbean,84.0,nava,' 1397 n. highland ave. ',venice,404-876-0676,eclectic,84.0,1
8,bruno,' 1397 n. highland ave. ',atlanta,404/876 -0676,caribbean,144.0,` indigo coastal grill ',' 1397 n. highland ave. ',atlanta,213-651-2866,eclectic,84.0,0
9,bruno,' 1397 n. highland ave. ',atlanta,212/765 -1737,caribbean,84.0,` ritz-carlton dining room ( buckhead ) ',' 1397 n. highland ave. ',atlanta,404-876-0676,eclectic,84.0,0
