,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,` jo jo ',' 160 e. 64th st. ',` new york ',212/223 -5656,american,20,` jo jo ',' 160 e. 64th st. ',` new york city ',212-223-5656,` french bistro ',38,"('ltable_class',)",[38],[20],0.884121373295784,0.115878626704216,2
983,` jo jo ',' 160 e. 64th st. ',` new york ',212/223 -5656,french,277,` jo jo ',' 160 e. 64th st. ',` new york city ',212-223-5656,` french bistro ',38,"('ltable_res_type', 'ltable_class')","['american', 38]","['french', 277]",0.9216422885656357,0.07835771143436432,2
2497,` jo jo ',' 160 e. 64th st. ',` new york ',212/223 -5656,american,38,` jo jo ',' 160 e. 64th st. ',` new york city ',212-223-5656,steakhouses,687,"('rtable_res_type', 'rtable_class')","[""` french bistro '"", 38]","['steakhouses', 687]",0.7279942631721497,0.27200573682785034,2
2496,` jo jo ',' 160 e. 64th st. ',` new york ',212/223 -5656,american,38,` jo jo ',' 160 e. 64th st. ',` new york city ',404-262-2675,` french bistro ',687,"('rtable_phone', 'rtable_class')","['212-223-5656', 38]","['404-262-2675', 687]",0.7069487869739532,0.29305121302604675,2
513,` jo jo ',' 160 e. 64th st. ',` new york ',212/223 -5656,american,278,` jo jo ',' 160 e. 64th st. ',` new york city ',212-223-5656,` french bistro ',38,"('ltable_class',)",[38],[278],0.8345086127519608,0.16549138724803925,2
514,` l \ ` auberge ',' 160 e. 64th st. ',` new york ',212/223 -5656,american,278,` jo jo ',' 160 e. 64th st. ',` new york city ',212-223-5656,` french bistro ',38,"('ltable_name', 'ltable_class')","[""` jo jo '"", 38]","[""` l \\ ` auberge '"", 278]",0.8681908547878265,0.13180914521217346,2
515,` jo jo ',' 1191 1st ave. between 64th and 65th sts . ',` new york ',212/223 -5656,american,278,` jo jo ',' 160 e. 64th st. ',` new york city ',212-223-5656,` french bistro ',38,"('ltable_addr', 'ltable_class')","[""' 160 e. 64th st. '"", 38]","[""' 1191 1st ave. between 64th and 65th sts . '"", 278]",0.8362629860639572,0.16373701393604279,2
516,` jo jo ',' 160 e. 64th st. ',` new york ',212/223 -5656,american,278,` jo jo ',' 160 e. 64th st. ',` new york city ',212-223-5656,` french bistro ',38,"('ltable_city', 'ltable_class')","[""` new york '"", 38]","[""` new york '"", 278]",0.8340025991201401,0.16599740087985992,2
517,` jo jo ',' 160 e. 64th st. ',` new york ',212/288 -8791,american,278,` jo jo ',' 160 e. 64th st. ',` new york city ',212-223-5656,` french bistro ',38,"('ltable_phone', 'ltable_class')","['212/223 -5656', 38]","['212/288 -8791', 278]",0.8372898250818253,0.16271017491817474,2
518,` jo jo ',' 160 e. 64th st. ',` new york ',212/223 -5656,` middle eastern ',278,` jo jo ',' 160 e. 64th st. ',` new york city ',212-223-5656,` french bistro ',38,"('ltable_res_type', 'ltable_class')","['american', 38]","[""` middle eastern '"", 278]",0.8322287797927856,0.16777122020721436,2
