,label,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,sony 9 ' digital photo frame in black dpfv900,sony digital photo printer paper 120 pack svmf120p 4 ' x 6 ' print paper with snap-off edges super coat 2 protective lamination water damage and fingerprint resistant prints 120 sheets of paper and print ribbon for dppf series digital photo printers only,35.0,sony dpfv900 digital photo frame dpf-v900,photo viewer 9 ' lcd,199.95,"('ltable_name',)",['sony digital photo printer paper 120 pack svmf120p'],"[""sony 9 ' digital photo frame in black dpfv900""]",1,0,0.021635082,0.9783649,2
67,,etherfast ezxs88w ethernet switch ezxs88w,linksys etherfast 8-port 10/100 switch ( new/workgroup ),35.0,sony dpfv900 digital photo frame dpf-v900,photo viewer 9 ' lcd,199.95,"('ltable_name', 'ltable_description')","['sony digital photo printer paper 120 pack svmf120p', ""sony digital photo printer paper 120 pack svmf120p 4 ' x 6 ' print paper with snap-off edges super coat 2 protective lamination water damage and fingerprint resistant prints 120 sheets of paper and print ribbon for dppf series digital photo printers only""]","['etherfast ezxs88w ethernet switch ezxs88w', 'linksys etherfast 8-port 10/100 switch ( new/workgroup )']",1,0,0.034909166,0.9650908,2
66,,sony digital photo printer paper 120 pack svmf120p,linksys etherfast 8-port 10/100 switch ( new/workgroup ),35.0,sony dpfv900 digital photo frame dpf-v900,photo viewer 9 ' lcd,199.95,"('ltable_description',)","[""sony digital photo printer paper 120 pack svmf120p 4 ' x 6 ' print paper with snap-off edges super coat 2 protective lamination water damage and fingerprint resistant prints 120 sheets of paper and print ribbon for dppf series digital photo printers only""]",['linksys etherfast 8-port 10/100 switch ( new/workgroup )'],1,0,0.063546635,0.9364534,2
65,,etherfast ezxs88w ethernet switch ezxs88w,sony digital photo printer paper 120 pack svmf120p 4 ' x 6 ' print paper with snap-off edges super coat 2 protective lamination water damage and fingerprint resistant prints 120 sheets of paper and print ribbon for dppf series digital photo printers only,35.0,sony dpfv900 digital photo frame dpf-v900,photo viewer 9 ' lcd,199.95,"('ltable_name',)",['sony digital photo printer paper 120 pack svmf120p'],['etherfast ezxs88w ethernet switch ezxs88w'],1,0,0.021005739,0.97899425,2
63,,sony digital photo printer paper 120 pack svmf120p,viewer 9 ' lcd,199.95,sony dpfv900 digital photo frame dpf-v900,photo viewer 9 ' lcd,199.95,"('ltable_description', 'ltable_price')","[""sony digital photo printer paper 120 pack svmf120p 4 ' x 6 ' print paper with snap-off edges super coat 2 protective lamination water damage and fingerprint resistant prints 120 sheets of paper and print ribbon for dppf series digital photo printers only"", 35.0]","[""viewer 9 ' lcd"", 199.95]",1,0,0.15988633,0.84011364,2
62,,sony dpfv900 digital photo frame dpf-v900,sony digital photo printer paper 120 pack svmf120p 4 ' x 6 ' print paper with snap-off edges super coat 2 protective lamination water damage and fingerprint resistant prints 120 sheets of paper and print ribbon for dppf series digital photo printers only,199.95,sony dpfv900 digital photo frame dpf-v900,photo viewer 9 ' lcd,199.95,"('ltable_name', 'ltable_price')","['sony digital photo printer paper 120 pack svmf120p', 35.0]","['sony dpfv900 digital photo frame dpf-v900', 199.95]",1,0,0.022854025,0.977146,2
61,,sony dpfv900 digital photo frame dpf-v900,viewer 9 ' lcd,35.0,sony dpfv900 digital photo frame dpf-v900,photo viewer 9 ' lcd,199.95,"('ltable_name', 'ltable_description')","['sony digital photo printer paper 120 pack svmf120p', ""sony digital photo printer paper 120 pack svmf120p 4 ' x 6 ' print paper with snap-off edges super coat 2 protective lamination water damage and fingerprint resistant prints 120 sheets of paper and print ribbon for dppf series digital photo printers only""]","['sony dpfv900 digital photo frame dpf-v900', ""viewer 9 ' lcd""]",1,0,0.02612593,0.97387403,2
60,,sony dpfv900 digital photo frame dpf-v900,sony digital photo printer paper 120 pack svmf120p 4 ' x 6 ' print paper with snap-off edges super coat 2 protective lamination water damage and fingerprint resistant prints 120 sheets of paper and print ribbon for dppf series digital photo printers only,35.0,sony dpfv900 digital photo frame dpf-v900,photo viewer 9 ' lcd,199.95,"('ltable_name',)",['sony digital photo printer paper 120 pack svmf120p'],['sony dpfv900 digital photo frame dpf-v900'],1,0,0.021261513,0.9787385,2
58,,sony digital photo printer paper 120 pack svmf120p,photo viewer 9 ' lcd,199.95,sony dpfv900 digital photo frame dpf-v900,photo viewer 9 ' lcd,199.95,"('ltable_description', 'ltable_price')","[""sony digital photo printer paper 120 pack svmf120p 4 ' x 6 ' print paper with snap-off edges super coat 2 protective lamination water damage and fingerprint resistant prints 120 sheets of paper and print ribbon for dppf series digital photo printers only"", 35.0]","[""photo viewer 9 ' lcd"", 199.95]",1,0,0.097235665,0.9027643,2
68,,etherfast ezxs88w ethernet switch ezxs88w,sony digital photo printer paper 120 pack svmf120p 4 ' x 6 ' print paper with snap-off edges super coat 2 protective lamination water damage and fingerprint resistant prints 120 sheets of paper and print ribbon for dppf series digital photo printers only,,sony dpfv900 digital photo frame dpf-v900,photo viewer 9 ' lcd,199.95,"('ltable_name', 'ltable_price')","['sony digital photo printer paper 120 pack svmf120p', 35.0]","['etherfast ezxs88w ethernet switch ezxs88w', nan]",1,0,0.02191525,0.9780847,2
57,,sony dpfv900 digital photo frame,sony digital photo printer paper 120 pack svmf120p 4 ' x 6 ' print paper with snap-off edges super coat 2 protective lamination water damage and fingerprint resistant prints 120 sheets of paper and print ribbon for dppf series digital photo printers only,199.95,sony dpfv900 digital photo frame dpf-v900,photo viewer 9 ' lcd,199.95,"('ltable_name', 'ltable_price')","['sony digital photo printer paper 120 pack svmf120p', 35.0]","['sony dpfv900 digital photo frame', 199.95]",1,0,0.022200737,0.97779924,2
