,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,"aries/csa : a method for database recovery in client-server architectures c. mohan , inderpal narang sigmod conference 1994","yuguo liu , yiming li , pradip kanjamala , rui chen , yonghui wang , peter z. revesz",,,"aries/csa : a method for database recovery in client-server architectures c. mohan , inderpal narang international conference on management of data 1994",,,,"('ltable_authors',)",[nan],"['yuguo liu , yiming li , pradip kanjamala , rui chen , yonghui wang , peter z. revesz']",0.00011287355,0.9998871,2
61,"aries/csa : a method for database recovery in client-server architectures c. mohan , inderpal narang sigmod conference 1994","henrique paques , ling liu , david buttler , calton pu",,,"aries/csa : a method for database recovery in client-server architectures c. mohan , inderpal narang international conference on management of data 1994",,,,"('ltable_authors', 'ltable_year')","[nan, nan]","['henrique paques , ling liu , david buttler , calton pu', nan]",9.553391e-05,0.9999045,2
60,"aries/csa : a method for database recovery in client-server architectures c. mohan , inderpal narang sigmod conference 1994","henrique paques , ling liu , david buttler , calton pu",sigmod conference,,"aries/csa : a method for database recovery in client-server architectures c. mohan , inderpal narang international conference on management of data 1994",,,,"('ltable_authors', 'ltable_venue')","[nan, nan]","['henrique paques , ling liu , david buttler , calton pu', 'sigmod conference']",8.527622e-05,0.99991477,2
59,ominisearch : a method for searching dynamic content on the web 2001,,,,"aries/csa : a method for database recovery in client-server architectures c. mohan , inderpal narang international conference on management of data 1994",,,,"('ltable_title', 'ltable_year')","['aries/csa : a method for database recovery in client-server architectures c. mohan , inderpal narang sigmod conference 1994', nan]","['ominisearch : a method for searching dynamic content on the web 2001', nan]",0.028993338,0.97100663,2
58,ominisearch : a method for searching dynamic content on the web 2001,,sigmod conference,,"aries/csa : a method for database recovery in client-server architectures c. mohan , inderpal narang international conference on management of data 1994",,,,"('ltable_title', 'ltable_venue')","['aries/csa : a method for database recovery in client-server architectures c. mohan , inderpal narang sigmod conference 1994', nan]","['ominisearch : a method for searching dynamic content on the web 2001', 'sigmod conference']",0.013513777,0.9864862,2
57,ominisearch : a method for searching dynamic content on the web 2001,"henrique paques , ling liu , david buttler , calton pu",,,"aries/csa : a method for database recovery in client-server architectures c. mohan , inderpal narang international conference on management of data 1994",,,,"('ltable_title', 'ltable_authors')","['aries/csa : a method for database recovery in client-server architectures c. mohan , inderpal narang sigmod conference 1994', nan]","['ominisearch : a method for searching dynamic content on the web 2001', 'henrique paques , ling liu , david buttler , calton pu']",0.00371104,0.996289,2
56,"aries/csa : a method for database recovery in client-server architectures c. mohan , inderpal narang sigmod conference 1994",,,,"aries/csa : a method for database recovery in client-server architectures c. mohan , inderpal narang international conference on management of data 1994",,,,"('ltable_year',)",[nan],[nan],7.7452605e-05,0.9999225,2
55,"aries/csa : a method for database recovery in client-server architectures c. mohan , inderpal narang sigmod conference 1994",,sigmod conference,,"aries/csa : a method for database recovery in client-server architectures c. mohan , inderpal narang international conference on management of data 1994",,,,"('ltable_venue',)",[nan],['sigmod conference'],4.5736633e-05,0.9999542,2
62,"aries/csa : a method for database recovery in client-server architectures c. mohan , inderpal narang sigmod conference 1994",,sigmod conference,,"aries/csa : a method for database recovery in client-server architectures c. mohan , inderpal narang international conference on management of data 1994",,,,"('ltable_venue', 'ltable_year')","[nan, nan]","['sigmod conference', nan]",4.5736633e-05,0.9999542,2
54,"aries/csa : a method for database recovery in client-server architectures c. mohan , inderpal narang sigmod conference 1994","henrique paques , ling liu , david buttler , calton pu",,,"aries/csa : a method for database recovery in client-server architectures c. mohan , inderpal narang international conference on management of data 1994",,,,"('ltable_authors',)",[nan],"['henrique paques , ling liu , david buttler , calton pu']",9.553391e-05,0.9999045,2
