,explanation,type,latency,match,label,row,prediction
0,"{'ltable_id': -5.2653162805672585e-14, 'ltable_title': -1.1400592428930336e-14, 'ltable_year': -9.87477834154543e-15, 'rtable_authors': -4.431193162525764e-14, 'rtable_id': 6.915746279453415e-13, 'rtable_title': -6.115142227581995e-14, 'rtable_venue': 3.8040164344191464e-14}",mojito-c,1.0245701010571793,0.0,0.0,1496-1225,[9.99986649e-01 1.33743515e-05]
1,"{'ltable_id': 0.0, 'ltable_title': 0.0, 'ltable_year': 0.0, 'rtable_authors': 0.0, 'rtable_id': 0.0, 'rtable_title': 0.0, 'rtable_venue': 0.0}",mojito-c,0.9664344480261207,1.0,0.0,574-749,[3.9566532e-04 9.9960440e-01]
2,"{'ltable_authors': 7.322118726524793e-15, 'ltable_id': -1.6707297918829522e-14, 'ltable_title': -1.3479423831995164e-14, 'ltable_venue': 1.5414050651403685e-13, 'ltable_year': -1.5671792291037123e-13, 'rtable_id': 7.010367795708541e-13, 'rtable_title': -2.6469831557167647e-14, 'rtable_year': -3.568243197276666e-13}",mojito-c,1.0399059619521722,0.0,0.0,561-1957,[9.9998713e-01 1.2884596e-05]
3,"{'ltable_id': 7.148088654396739e-14, 'ltable_title': 1.2332578218775329e-14, 'ltable_venue': -1.575675204650559e-13, 'rtable_authors': 1.2068652376933486e-13, 'rtable_id': -6.919835229882526e-13, 'rtable_title': 4.9832266364565633e-14, 'rtable_venue': -1.1518191328756847e-13, 'rtable_year': 3.353780318116104e-13}",mojito-c,1.1028315339935943,0.0,0.0,1799-1307,[9.9998641e-01 1.3610458e-05]
4,"{'ltable_id': 6.132018786705866e-14, 'ltable_title': -9.3349542250914e-15, 'ltable_venue': 1.5416559418076068e-13, 'ltable_year': -1.5657142532891983e-13, 'rtable_id': 6.185524068107788e-13, 'rtable_title': -1.3940706540148991e-14}",mojito-c,1.1255926300073043,0.0,0.0,1116-1205,[9.999869e-01 1.315429e-05]
5,"{'ltable_id': 1.733111427186987e-14, 'ltable_title': 1.0130846680577127e-14, 'ltable_year': 5.68373249137531e-14, 'rtable_authors': 6.639811247082484e-14, 'rtable_id': -7.871892869038689e-13, 'rtable_title': 2.6178035669494413e-14, 'rtable_venue': -7.659844540047369e-14, 'rtable_year': 3.128663766204309e-13}",mojito-c,1.156187169952318,0.0,0.0,2009-679,[9.999864e-01 1.358241e-05]
6,"{'ltable_id': 7.770086346322225e-37, 'ltable_title': 3.766090951167761e-38, 'ltable_year': 6.4586910472001276e-37, 'rtable_id': 2.1690859465782184e-37, 'rtable_title': -4.066830376222677e-38, 'rtable_venue': -3.6516951318478874e-38, 'rtable_year': 1.4829214213894673e-37}",mojito-c,1.050350607954897,0.0,0.0,1496-991,[9.9998689e-01 1.3058708e-05]
7,"{'ltable_id': -4.214434114523577e-14, 'ltable_title': -1.0024484941018765e-14, 'rtable_authors': -7.767933610242099e-14, 'rtable_id': 6.320286405060484e-13, 'rtable_title': -7.829602537382052e-14, 'rtable_venue': 3.5050577763058934e-14, 'rtable_year': -2.3247095405895816e-13}",mojito-c,0.9868606849340722,0.0,0.0,69-591,[9.99987364e-01 1.26920295e-05]
8,"{'ltable_id': 6.882436798774963e-14, 'ltable_title': 1.1331651835178548e-14, 'ltable_venue': -2.4426332069454264e-13, 'ltable_year': 4.9672251987391406e-14, 'rtable_authors': 6.398262371046469e-14, 'rtable_id': -6.698471717620165e-13, 'rtable_title': 5.897593370573388e-14, 'rtable_venue': -8.309826440635922e-14}",mojito-c,0.9791623870842159,0.0,0.0,729-2227,[9.9998689e-01 1.3104694e-05]
9,"{'ltable_id': 3.4202036276019434e-14, 'ltable_title': -8.534180811102006e-15, 'ltable_venue': 2.373091011148256e-13, 'ltable_year': -1.1600789540464706e-13, 'rtable_id': 6.066605534253029e-13, 'rtable_title': -1.2659058393219443e-14, 'rtable_year': -3.2391565451267294e-13}",mojito-c,1.1580986500484869,0.0,0.0,35-590,[9.9998713e-01 1.2923188e-05]
