,explanation,type,latency,match,label,row,prediction
0,"{'rtable_title': 0.07094594594594594, 'rtable_authors': 0.037162162162162164, 'rtable_venue': 0.037162162162162164, 'rtable_year': 0.04391891891891892, 'ltable_title': 0.02364864864864865, 'ltable_authors': 0.02364864864864865, 'ltable_year': 0.02364864864864865, 'ltable_venue': 0.016891891891891893}",certa,955.9910073720384,0.0,0.0,1496-1225,[9.99986649e-01 1.33743515e-05]
1,"{'ltable_title': 0.0025, 'ltable_authors': 0.0025, 'ltable_venue': 0.0025, 'ltable_year': 0.0025}",certa,56.128701002919115,1.0,0.0,574-749,[3.9566532e-04 9.9960440e-01]
2,"{'rtable_title': 0.40425531914893614, 'rtable_authors': 0.27393617021276595, 'rtable_venue': 0.2074468085106383, 'rtable_year': 0.2579787234042553, 'ltable_title': 0.02127659574468085, 'ltable_authors': 0.02127659574468085, 'ltable_venue': 0.015957446808510637, 'ltable_year': 0.015957446808510637}",certa,966.8408674929524,0.0,0.0,561-1957,[9.9998713e-01 1.2884596e-05]
3,"{'rtable_title': 0.029411764705882353, 'rtable_authors': 0.022058823529411766, 'rtable_venue': 0.029411764705882353, 'rtable_year': 0.01838235294117647}",certa,955.4742812649347,0.0,0.0,1799-1307,[9.9998641e-01 1.3610458e-05]
4,"{'rtable_title': 0.04722222222222222, 'rtable_authors': 0.030555555555555555, 'rtable_year': 0.04722222222222222, 'rtable_venue': 0.025, 'ltable_title': 0.025, 'ltable_year': 0.025, 'ltable_authors': 0.013888888888888888, 'ltable_venue': 0.013888888888888888}",certa,973.5919889229117,0.0,0.0,1116-1205,[9.999869e-01 1.315429e-05]
5,"{'ltable_title': 0.03316326530612245, 'ltable_authors': 0.02295918367346939, 'ltable_year': 0.02295918367346939, 'ltable_venue': 0.017857142857142856}",certa,992.2761235879734,0.0,0.0,2009-679,[9.999864e-01 1.358241e-05]
6,"{'rtable_title': 0.03409090909090909, 'rtable_year': 0.03409090909090909, 'rtable_authors': 0.01893939393939394, 'rtable_venue': 0.01893939393939394, 'ltable_title': 0.01893939393939394, 'ltable_authors': 0.01893939393939394, 'ltable_year': 0.01893939393939394, 'ltable_venue': 0.011363636363636364}",certa,965.7880529700778,0.0,0.0,1496-991,[9.9998689e-01 1.3058708e-05]
7,"{'rtable_title': 0.057926829268292686, 'rtable_authors': 0.036585365853658534, 'rtable_year': 0.03353658536585366, 'rtable_venue': 0.027439024390243903}",certa,962.6279990719631,0.0,0.0,69-591,[9.99987364e-01 1.26920295e-05]
8,"{'rtable_title': 0.03571428571428571, 'rtable_authors': 0.03125, 'rtable_year': 0.03571428571428571, 'rtable_venue': 0.017857142857142856, 'ltable_title': 0.022321428571428572, 'ltable_authors': 0.022321428571428572, 'ltable_year': 0.022321428571428572, 'ltable_venue': 0.013392857142857142}",certa,945.9041910660453,0.0,0.0,729-2227,[9.9998689e-01 1.3104694e-05]
9,"{'rtable_title': 0.10459183673469388, 'rtable_authors': 0.058673469387755105, 'rtable_venue': 0.05357142857142857, 'rtable_year': 0.09438775510204081, 'ltable_title': 0.03316326530612245, 'ltable_year': 0.02295918367346939, 'ltable_authors': 0.017857142857142856, 'ltable_venue': 0.017857142857142856}",certa,989.1096798370127,0.0,0.0,35-590,[9.9998713e-01 1.2923188e-05]
