,ltable_manufacturer,ltable_price,ltable_title,rtable_manufacturer,rtable_price,rtable_title,outcome
0,global-software-publishing,159.98,microsoft licenses word olp c ( 05903871 ),global-software-publishing,249.95,microsoft office visio standard 2007 ( pc ),1
1,macsoft,799.95,hp dss software v. 4.0 complete package t1936aa ua0 ),apple software,199.95,microsoft office visio standard 2007 ( pc ),1
2,global-software-publishing,159.98,microsoft licenses word olp c ( 05903871 ),global-software-publishing,249.95,production prem cs3 mac upgrad,1
3,global-software-publishing,69.95,microsoft licenses word olp c ( 05903871 ),riverdeep-learning-company,249.95,. mac ( mac ) apple,1
4,global-software-publishing,205.73,microsoft licenses word olp c ( 05903871 ),sibelius-software-ltd .,249.95,microsoft ( r ) office ultimate 2007,1
5,global-software-publishing,205.73,reel deal casino championship edition,global-software-publishing,249.95,microsoft office visio standard 2007 ( pc ),1
6,global-software-publishing,499.95,microsoft licenses word olp c ( 05903871 ),sibelius-software-ltd .,249.95,microsoft ( r ) windows ( r ) xp professional edition with sp2,1
7,apple,69.95,microsoft licenses word olp c ( 05903871 ),apple software,249.95,microsoft office visio standard 2007 ( pc ),1
8,global-software-publishing,499.95,foreign policy & reform ( win/mac ) ( jewel case ),sibelius-software-ltd .,249.95,microsoft ( r ) windows ( r ) xp professional edition with sp2,1
9,global-software-publishing,205.73,microsoft licenses word olp c ( 05903871 ),global-software-publishing,249.95,microsoft office visio standard 2007 ( pc ),1
