,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,algorithms for mining association rules for binary segmentations of huge categorical databases 1998,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb,,algorithms for mining association rules for binary segmentations of huge categorical databases,"r agrawal , t imielinski , a swami",,,"('rtable_title',)","['mining association rules between sets ofitems in large databases conference on management of data . washington ,']",['algorithms for mining association rules for binary segmentations of huge categorical databases'],0.0073620817,0.9926379,2
19,mining insurance data at swiss life vldb 1997,"j kietz , u reimer , m staudt",vldb,,"mining association rules between sets ofitems in large databases conference on management of data . washington ,","r agrawal , t imielinski , a swami",,,"('ltable_title', 'ltable_authors')","['algorithms for mining association rules for binary segmentations of huge categorical databases 1998', 'y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda']","['mining insurance data at swiss life vldb 1997', 'j kietz , u reimer , m staudt']",0.17869648,0.8213035,2
16,building database-driven electronic catalogs sigmod record,s danish,vldb,,"mining association rules between sets ofitems in large databases conference on management of data . washington ,","r agrawal , t imielinski , a swami",,,"('ltable_title', 'ltable_authors')","['algorithms for mining association rules for binary segmentations of huge categorical databases 1998', 'y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda']","['building database-driven electronic catalogs sigmod record', 's danish']",0.23659848,0.7634015,2
10,report on the 18th british national conference on databases ( bncod ),"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",,,"mining association rules between sets ofitems in large databases conference on management of data . washington ,","r agrawal , t imielinski , a swami",,,"('ltable_title', 'ltable_venue')","['algorithms for mining association rules for binary segmentations of huge categorical databases 1998', 'vldb']","['report on the 18th british national conference on databases ( bncod )', nan]",0.15661387,0.84338605,2
9,report on the 18th british national conference on databases ( bncod ),,vldb,,"mining association rules between sets ofitems in large databases conference on management of data . washington ,","r agrawal , t imielinski , a swami",,,"('ltable_title', 'ltable_authors')","['algorithms for mining association rules for binary segmentations of huge categorical databases 1998', 'y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda']","['report on the 18th british national conference on databases ( bncod )', nan]",0.07669775,0.92330223,2
8,report on the 18th british national conference on databases ( bncod ),"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb,,"mining association rules between sets ofitems in large databases conference on management of data . washington ,","r agrawal , t imielinski , a swami",,,"('ltable_title',)",['algorithms for mining association rules for binary segmentations of huge categorical databases 1998'],['report on the 18th british national conference on databases ( bncod )'],0.1508237,0.84917635,2
11,report on the 18th british national conference on databases ( bncod ),"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb,2002.0,"mining association rules between sets ofitems in large databases conference on management of data . washington ,","r agrawal , t imielinski , a swami",,,"('ltable_title', 'ltable_year')","['algorithms for mining association rules for binary segmentations of huge categorical databases 1998', nan]","['report on the 18th british national conference on databases ( bncod )', 2002.0]",0.15496863,0.8450314,2
3,algorithms for mining association rules for binary segmentations of huge categorical databases 1998,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb,,algorithms for mining association rules for binary segmentations of huge categorical databases,"r agrawal , t imielinski , a swami",,1998.0,"('rtable_title', 'rtable_year')","['mining association rules between sets ofitems in large databases conference on management of data . washington ,', nan]","['algorithms for mining association rules for binary segmentations of huge categorical databases', 1998.0]",0.011590706,0.9884093,2
2,algorithms for mining association rules for binary segmentations of huge categorical databases 1998,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb,,algorithms for mining association rules for binary segmentations of huge categorical databases,"r agrawal , t imielinski , a swami","proceedings of the international conference on very large & hellip ; ,",,"('rtable_title', 'rtable_venue')","['mining association rules between sets ofitems in large databases conference on management of data . washington ,', nan]","['algorithms for mining association rules for binary segmentations of huge categorical databases', 'proceedings of the international conference on very large & hellip ; ,']",0.0059824283,0.9940176,2
1,algorithms for mining association rules for binary segmentations of huge categorical databases 1998,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb,,algorithms for mining association rules for binary segmentations of huge categorical databases,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k",,,"('rtable_title', 'rtable_authors')","['mining association rules between sets ofitems in large databases conference on management of data . washington ,', 'r agrawal , t imielinski , a swami']","['algorithms for mining association rules for binary segmentations of huge categorical databases', 'y morimoto , t fukuda , h matsuzawa , t tokuyama , k']",0.0002334822,0.9997665,2
