,ltable_Album_Name,ltable_Artist_Name,ltable_CopyRight,ltable_Genre,ltable_Price,ltable_Released,ltable_Song_Name,ltable_Time,rtable_Album_Name,rtable_Artist_Name,rtable_CopyRight,rtable_Genre,rtable_Price,rtable_Released,rtable_Song_Name,rtable_Time,outcome
0,True Colors,Zedd,2015 Interscope Records,"Dance , Music , Electronic",$ 1.29,18-May-15,Illusion ( feat . Echosmith ),6:30,True Colors,Zedd,( C ) 2015 Interscope Records,Dance & Electronic,$ 1.29,"April 18 , 2011",45,7:23,1
1,True Colors,Zedd,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,"Dance , Music , Electronic",$ 1.29,18-May-15,Illusion ( feat . Echosmith ),6:30,True Colors,Zedd,( C ) 2015 Interscope Records,Dance & Electronic,$ 1.29,"May 18 , 2015",X2CU,7:23,1
2,True Colors,Zedd,2015 Interscope Records,"Dance,Music,Hip-Hop / Rap , Alternative Rap,Hip-Hop , R&B / Soul , Soul , Electronic",$ 1.29,18-May-15,Illusion ( feat . Echosmith ),6:30,True Colors,Zedd,( C ) 2015 Interscope Records,Dance & Electronic,$ 1.29,"May 18 , 2015",Here 's To The Good Times,7:23,1
3,True Colors,Zedd,2015 Interscope Records,"Dance , Music , Electronic",$ 1.29,18-May-15,45,6:30,True Colors,Zedd,( C ) 2015 Interscope Records,Dance & Electronic,$ 1.29,"May 18 , 2015",Papercut [ feat . Troye Sivan ],7:23,1
4,Flight School,Zedd,2015 Interscope Records,"Dance , Music , Electronic",$ 1.29,18-May-15,Illusion ( feat . Echosmith ),6:30,True Colors,Zedd,( C ) 2015 Interscope Records,Dance & Electronic,$ 1.29,"May 18 , 2015",Anything Goes,7:23,1
5,True Colors,Zedd,2015 Interscope Records,"Dance , Music , Electronic",$ 1.29,18-May-15,Illusion ( feat . Echosmith ),6:30,True Colors,Zedd,( C ) 2015 Interscope Records,Dance & Electronic,$ 1.29,"July 23 , 2013",X2CU,7:23,1
6,True Colors,Zedd,2015 Interscope Records,"Dance , Music , Electronic",$ 1.29,18-May-15,Illusion ( feat . Echosmith ),6:30,True Colors,Zedd,( C ) 2015 Interscope Records,Dance & Electronic,$ 1.29,"May 18 , 2015",My Armor Is Iron,7:23,1
7,True Colors,Zedd,2015 Interscope Records,"Dance , Music , Electronic",$ 1.29,18-May-15,Illusion ( feat . Echosmith ),5:16,True Colors,Zedd,( C ) 2015 Interscope Records,Dance & Electronic,$ 1.29,"May 18 , 2015",My Armor Is Iron,7:23,1
8,True Colors,Zedd,2015 Interscope Records,"Dance , Music , Electronic",$ 1.29,18-May-15,Illusion ( feat . Echosmith ),6:30,True Colors,Zedd,( C ) 2015 Interscope Records,Soundtracks,$ 1.29,"May 18 , 2015",Anything Goes,7:23,1
9,True Colors,Zedd,2015 Interscope Records,"Dance , Music , Electronic",$ 1.29,18-May-15,Anything Goes,6:30,True Colors,Zedd,( C ) 2015 Interscope Records,Dance & Electronic,$ 1.29,"May 18 , 2015",Ready for the Weekend ( Album Version ),7:23,1
