,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,query engines for web-accessible xml data,sergio greco,vldb,1998,binding propagation in disjunctive databases,sergio greco,very large data bases,1998,"('ltable_title',)",['binding propagation in disjunctive databases'],['query engines for web-accessible xml data'],0.9433036483824253,0.05669635161757469,2
410,binding propagation in disjunctive databases,sergio greco,sigmod record,2003,binding propagation in disjunctive databases,sergio greco,very large data bases,1998,"('ltable_venue', 'ltable_year')","['vldb', 1998]","['sigmod record', 2003]",0.9625943303108215,0.03740566968917847,2
781,binding propagation in disjunctive databases,sergio greco,vldb,1998,"object-oriented , rapid application development in a pc database environment",corporate fox development team microsoft,very large data bases,1998,"('rtable_title', 'rtable_authors')","['binding propagation in disjunctive databases', 'sergio greco']","['object-oriented , rapid application development in a pc database environment', 'corporate fox development team microsoft']",0.9461974576115608,0.05380254238843918,2
780,binding propagation in disjunctive databases,sergio greco,vldb,1998,"object-oriented , rapid application development in a pc database environment",sergio greco,very large data bases,1998,"('rtable_title',)",['binding propagation in disjunctive databases'],"['object-oriented , rapid application development in a pc database environment']",0.8204362392425537,0.1795637607574463,2
416,toward network data independence,sergio greco,vldb,1998,binding propagation in disjunctive databases,sergio greco,very large data bases,1998,"('ltable_title',)",['binding propagation in disjunctive databases'],['toward network data independence'],0.8489396572113037,0.1510603427886963,2
417,binding propagation in disjunctive databases,sergio greco,vldb,2003,binding propagation in disjunctive databases,sergio greco,very large data bases,1998,"('ltable_year',)",[1998],[2003],0.9638194963335991,0.03618050366640091,2
418,toward network data independence,joseph m. hellerstein,vldb,1998,binding propagation in disjunctive databases,sergio greco,very large data bases,1998,"('ltable_title', 'ltable_authors')","['binding propagation in disjunctive databases', 'sergio greco']","['toward network data independence', 'joseph m. hellerstein']",0.9484063722193241,0.05159362778067589,2
409,binding propagation in disjunctive databases,"andrew eisenberg , jim melton , susan malaika",vldb,2003,binding propagation in disjunctive databases,sergio greco,very large data bases,1998,"('ltable_authors', 'ltable_year')","['sergio greco', 1998]","['andrew eisenberg , jim melton , susan malaika', 2003]",0.9508332498371601,0.04916675016283989,2
419,toward network data independence,sergio greco,sigmod record,1998,binding propagation in disjunctive databases,sergio greco,very large data bases,1998,"('ltable_title', 'ltable_venue')","['binding propagation in disjunctive databases', 'vldb']","['toward network data independence', 'sigmod record']",0.9355859532952309,0.06441404670476913,2
421,binding propagation in disjunctive databases,joseph m. hellerstein,vldb,2003,binding propagation in disjunctive databases,sergio greco,very large data bases,1998,"('ltable_authors', 'ltable_year')","['sergio greco', 1998]","['joseph m. hellerstein', 2003]",0.9522287733852863,0.04777122661471367,2
