,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
377,"I Know ( feat . Chris Brown , Wiz Khalifa & Seven ) Diddy - Dirty Money , Chris Brown , Wiz Khalifa & Seven Last Train to Paris ‰ ãÑ 2010 Bad Boy/Interscope Records 4:31 14-Dec-10",,,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Dance , Rap",$ 1.29,,,,Burn Ac Slater Dance & Electronic $ 1.29 2010 Trouble & Bass Recordings 3:51,Diddy - Dirty Money,,,$ 1.29,,4:31,"December 14 , 2010","('rtable_Song_Name', 'rtable_Genre')","['I Know [ feat . Wiz Khalifa ] [ Explicit ] Last Train To Paris [ Explicit ] ( C ) 2010 Bad Boy/Interscope Records', 'Rap & Hip-Hop']","['Burn Ac Slater Dance & Electronic $ 1.29 2010 Trouble & Bass Recordings 3:51', nan]",0.32922915,0.6707709,2
187,"Your Mama Should 've Named You Whiskey Crash My Party ( Deluxe ) Country , Music , Contemporary Country $ 1.29 2014 Capitol Records Nashville 3:42",,,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Dance , Rap",$ 1.29,,,,I Know [ feat . Wiz Khalifa ] [ Explicit ] Last Train To Paris [ Explicit ] ( C ) 2010 Bad Boy/Interscope Records,Diddy - Dirty Money,,Rap & Hip-Hop,$ 1.29,,4:31,"December 14 , 2010","('ltable_Song_Name', 'ltable_CopyRight')","['I Know ( feat . Chris Brown , Wiz Khalifa & Seven ) Diddy - Dirty Money , Chris Brown , Wiz Khalifa & Seven Last Train to Paris ‰ ãÑ 2010 Bad Boy/Interscope Records 4:31 14-Dec-10', nan]","[""Your Mama Should 've Named You Whiskey Crash My Party ( Deluxe ) Country , Music , Contemporary Country $ 1.29 2014 Capitol Records Nashville 3:42"", nan]",0.32684118,0.6731588,2
186,"Your Mama Should 've Named You Whiskey Crash My Party ( Deluxe ) Country , Music , Contemporary Country $ 1.29 2014 Capitol Records Nashville 3:42",,,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Dance , Rap",,,,,I Know [ feat . Wiz Khalifa ] [ Explicit ] Last Train To Paris [ Explicit ] ( C ) 2010 Bad Boy/Interscope Records,Diddy - Dirty Money,,Rap & Hip-Hop,$ 1.29,,4:31,"December 14 , 2010","('ltable_Song_Name', 'ltable_Price')","['I Know ( feat . Chris Brown , Wiz Khalifa & Seven ) Diddy - Dirty Money , Chris Brown , Wiz Khalifa & Seven Last Train to Paris ‰ ãÑ 2010 Bad Boy/Interscope Records 4:31 14-Dec-10', '$ 1.29']","[""Your Mama Should 've Named You Whiskey Crash My Party ( Deluxe ) Country , Music , Contemporary Country $ 1.29 2014 Capitol Records Nashville 3:42"", nan]",0.28078443,0.71921563,2
184,"Your Mama Should 've Named You Whiskey Crash My Party ( Deluxe ) Country , Music , Contemporary Country $ 1.29 2014 Capitol Records Nashville 3:42",,,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Dance , Rap",$ 1.29,,,,I Know [ feat . Wiz Khalifa ] [ Explicit ] Last Train To Paris [ Explicit ] ( C ) 2010 Bad Boy/Interscope Records,Diddy - Dirty Money,,Rap & Hip-Hop,$ 1.29,,4:31,"December 14 , 2010","('ltable_Song_Name', 'ltable_Album_Name')","['I Know ( feat . Chris Brown , Wiz Khalifa & Seven ) Diddy - Dirty Money , Chris Brown , Wiz Khalifa & Seven Last Train to Paris ‰ ãÑ 2010 Bad Boy/Interscope Records 4:31 14-Dec-10', nan]","[""Your Mama Should 've Named You Whiskey Crash My Party ( Deluxe ) Country , Music , Contemporary Country $ 1.29 2014 Capitol Records Nashville 3:42"", nan]",0.32684118,0.6731588,2
183,"Your Mama Should 've Named You Whiskey Crash My Party ( Deluxe ) Country , Music , Contemporary Country $ 1.29 2014 Capitol Records Nashville 3:42",Luke Bryan,,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Dance , Rap",$ 1.29,,,,I Know [ feat . Wiz Khalifa ] [ Explicit ] Last Train To Paris [ Explicit ] ( C ) 2010 Bad Boy/Interscope Records,Diddy - Dirty Money,,Rap & Hip-Hop,$ 1.29,,4:31,"December 14 , 2010","('ltable_Song_Name', 'ltable_Artist_Name')","['I Know ( feat . Chris Brown , Wiz Khalifa & Seven ) Diddy - Dirty Money , Chris Brown , Wiz Khalifa & Seven Last Train to Paris ‰ ãÑ 2010 Bad Boy/Interscope Records 4:31 14-Dec-10', nan]","[""Your Mama Should 've Named You Whiskey Crash My Party ( Deluxe ) Country , Music , Contemporary Country $ 1.29 2014 Capitol Records Nashville 3:42"", 'Luke Bryan']",0.2802512,0.71974885,2
182,"Your Mama Should 've Named You Whiskey Crash My Party ( Deluxe ) Country , Music , Contemporary Country $ 1.29 2014 Capitol Records Nashville 3:42",,,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Dance , Rap",$ 1.29,,,,I Know [ feat . Wiz Khalifa ] [ Explicit ] Last Train To Paris [ Explicit ] ( C ) 2010 Bad Boy/Interscope Records,Diddy - Dirty Money,,Rap & Hip-Hop,$ 1.29,,4:31,"December 14 , 2010","('ltable_Song_Name',)","['I Know ( feat . Chris Brown , Wiz Khalifa & Seven ) Diddy - Dirty Money , Chris Brown , Wiz Khalifa & Seven Last Train to Paris ‰ ãÑ 2010 Bad Boy/Interscope Records 4:31 14-Dec-10']","[""Your Mama Should 've Named You Whiskey Crash My Party ( Deluxe ) Country , Music , Contemporary Country $ 1.29 2014 Capitol Records Nashville 3:42""]",0.32684118,0.6731588,2
310,"I Know ( feat . Chris Brown , Wiz Khalifa & Seven ) Diddy - Dirty Money , Chris Brown , Wiz Khalifa & Seven Last Train to Paris ‰ ãÑ 2010 Bad Boy/Interscope Records 4:31 14-Dec-10",,,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Dance , Rap",$ 1.29,,,,"Robot Boy 2010 Chimera Music 4:24 October 26 , 2010",Diddy - Dirty Money,Acoustic Sessions,Rap & Hip-Hop,$ 1.29,,4:31,"December 14 , 2010","('rtable_Song_Name', 'rtable_Album_Name')","['I Know [ feat . Wiz Khalifa ] [ Explicit ] Last Train To Paris [ Explicit ] ( C ) 2010 Bad Boy/Interscope Records', nan]","['Robot Boy 2010 Chimera Music 4:24 October 26 , 2010', 'Acoustic Sessions']",0.43238026,0.56761974,2
311,"I Know ( feat . Chris Brown , Wiz Khalifa & Seven ) Diddy - Dirty Money , Chris Brown , Wiz Khalifa & Seven Last Train to Paris ‰ ãÑ 2010 Bad Boy/Interscope Records 4:31 14-Dec-10",,,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Dance , Rap",$ 1.29,,,,"Robot Boy 2010 Chimera Music 4:24 October 26 , 2010",Diddy - Dirty Money,,Rap & Hip-Hop,$ 1.29,,4:31,,"('rtable_Song_Name', 'rtable_Released')","['I Know [ feat . Wiz Khalifa ] [ Explicit ] Last Train To Paris [ Explicit ] ( C ) 2010 Bad Boy/Interscope Records', 'December 14 , 2010']","['Robot Boy 2010 Chimera Music 4:24 October 26 , 2010', nan]",0.39326602,0.606734,2
32,"I Know ( feat . Chris Brown , Wiz Khalifa & Seven ) Diddy - Dirty Money , Chris Brown , Wiz Khalifa & Seven Last Train to Paris ‰ ãÑ 2010 Bad Boy/Interscope Records 4:31 14-Dec-10",,,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Dance , Rap",$ 1.29,,,,Hair Down Cold War Kids $ 0.89,Diddy - Dirty Money,,Rap & Hip-Hop,$ 1.29,,4:31,"December 14 , 2010","('rtable_Song_Name',)",['I Know [ feat . Wiz Khalifa ] [ Explicit ] Last Train To Paris [ Explicit ] ( C ) 2010 Bad Boy/Interscope Records'],['Hair Down Cold War Kids $ 0.89'],0.3872561,0.612744,2
188,"Your Mama Should 've Named You Whiskey Crash My Party ( Deluxe ) Country , Music , Contemporary Country $ 1.29 2014 Capitol Records Nashville 3:42",,,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Dance , Rap",$ 1.29,,,,I Know [ feat . Wiz Khalifa ] [ Explicit ] Last Train To Paris [ Explicit ] ( C ) 2010 Bad Boy/Interscope Records,Diddy - Dirty Money,,Rap & Hip-Hop,$ 1.29,,4:31,"December 14 , 2010","('ltable_Song_Name', 'ltable_Time')","['I Know ( feat . Chris Brown , Wiz Khalifa & Seven ) Diddy - Dirty Money , Chris Brown , Wiz Khalifa & Seven Last Train to Paris ‰ ãÑ 2010 Bad Boy/Interscope Records 4:31 14-Dec-10', nan]","[""Your Mama Should 've Named You Whiskey Crash My Party ( Deluxe ) Country , Music , Contemporary Country $ 1.29 2014 Capitol Records Nashville 3:42"", nan]",0.32684118,0.6731588,2
