,ltable_Album_Name,ltable_Artist_Name,ltable_CopyRight,ltable_Genre,ltable_Price,ltable_Released,ltable_Song_Name,ltable_Time,rtable_Album_Name,rtable_Artist_Name,rtable_CopyRight,rtable_Genre,rtable_Price,rtable_Released,rtable_Song_Name,rtable_Time,outcome
0,nan,nan,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD","Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 0.99,nan,Teardrops On My Guitar ( Pop Version ) Taylor Swift 24-Oct-06,2:59,Taylor Swift,Taylor Swift,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",Soundtracks,nan,nan,"Teardrops On My Guitar ( Radio Single Remix ) Country $ 1.29 March 18 , 2008",4:41,1
1,Listen,nan,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD","Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 0.99,nan,Teardrops On My Guitar ( Pop Version ) Taylor Swift 24-Oct-06,2:59,Taylor Swift,Taylor Swift,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",nan,nan,nan,"The High Fells ( Extended Version ) The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ] $ 1.29 2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc. December 10 , 2013",4:41,1
2,nan,nan,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD","Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 0.99,nan,Teardrops On My Guitar ( Pop Version ) Taylor Swift 24-Oct-06,2:59,Taylor Swift,Taylor Swift,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",nan,nan,nan,"Teardrops On My Guitar ( Radio Single Remix ) Country $ 1.29 March 18 , 2008",4:32,1
3,Taylor Swift ( Bonus Track Version ),nan,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD","Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 0.99,nan,Cameras 28-Mar-11,2:59,Taylor Swift,Taylor Swift,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",nan,nan,nan,"Teardrops On My Guitar ( Radio Single Remix ) Country $ 1.29 March 18 , 2008",3:23,1
4,Listen ( Deluxe Version ),nan,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD","Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 0.99,nan,Cameras 28-Mar-11,2:59,Taylor Swift,Taylor Swift,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",nan,nan,nan,"Teardrops On My Guitar ( Radio Single Remix ) Country $ 1.29 March 18 , 2008",3:23,1
5,Taylor Swift ( Bonus Track Version ),nan,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD","Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 0.99,nan,Teardrops On My Guitar ( Pop Version ) Taylor Swift 24-Oct-06,2:59,Taylor Swift,Taylor Swift,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",nan,nan,nan,"Anything Goes Florida Georgia Line Country October 14 , 2014",3:23,0
6,Listen ( Deluxe Version ),nan,2012 PAXAM RECORDS,"Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 0.99,nan,Cameras 28-Mar-11,2:59,Taylor Swift,Taylor Swift,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",nan,nan,nan,"Teardrops On My Guitar ( Radio Single Remix ) Country $ 1.29 March 18 , 2008",3:23,1
7,Taylor Swift ( Bonus Track Version ),nan,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD","Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 0.99,22-Jun-12,Cameras 28-Mar-11,2:59,Taylor Swift,Diddy - Dirty Money,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",nan,nan,nan,"Teardrops On My Guitar ( Radio Single Remix ) Country $ 1.29 March 18 , 2008",3:23,1
8,nan,nan,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD","Hip-Hop/Rap , Music , Pop , Dirty South",$ 0.99,nan,Teardrops On My Guitar ( Pop Version ) Taylor Swift 24-Oct-06,2:59,Taylor Swift,Taylor Swift,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",nan,nan,nan,"Teardrops On My Guitar ( Radio Single Remix ) Country $ 1.29 March 18 , 2008",4:31,0
9,Taylor Swift ( Bonus Track Version ),nan,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD","Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 0.99,nan,Cameras 28-Mar-11,2:59,Ready For The Weekend,Taylor Swift,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",Soundtracks,nan,nan,"Teardrops On My Guitar ( Radio Single Remix ) Country $ 1.29 March 18 , 2008",3:23,1
