,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,index configuration in object-oriented databases,,,,index configuration in object-oriented databases,elisa bertino,the vldb journal -- the international journal on very large data bases,1994.0,"('ltable_title',)","['a cost model for clustered object-oriented databases zhao-hui tang , jean-robert gruser , georges gardarin vldb 1995']",['index configuration in object-oriented databases'],0.07930266857147217,0.9206973314285278,2
1,index configuration,,,,index configuration in object-oriented databases,elisa bertino,the vldb journal -- the international journal on very large data bases,1994.0,"('ltable_title',)","['a cost model for clustered object-oriented databases zhao-hui tang , jean-robert gruser , georges gardarin vldb 1995']",['index configuration'],0.09091371297836304,0.909086287021637,2
2,"a cost model for clustered object-oriented databases zhao-hui tang , jean-robert gruser , georges gardarin vldb 1995",,,,"a cost model for clustered object-oriented databases zhao-hui tang ,",elisa bertino,the vldb journal -- the international journal on very large data bases,1994.0,"('rtable_title',)",['index configuration in object-oriented databases'],"['a cost model for clustered object-oriented databases zhao-hui tang ,']",0.12756073474884033,0.8724392652511597,2
3,"a cost model for clustered object-oriented databases zhao-hui tang , jean-robert gruser , georges gardarin vldb 1995",,,,"a cost model for clustered object-oriented databases zhao-hui tang , jean-robert gruser",elisa bertino,the vldb journal -- the international journal on very large data bases,1994.0,"('rtable_title',)",['index configuration in object-oriented databases'],"['a cost model for clustered object-oriented databases zhao-hui tang , jean-robert gruser']",0.11882728338241577,0.8811727166175842,2
4,index configuration in object-oriented databases,,,,index configuration in object-oriented databases,elisa bertino,the vldb journal -- the international journal on very large data bases,1994.0,"('ltable_title',)","['a cost model for clustered object-oriented databases zhao-hui tang , jean-robert gruser , georges gardarin vldb 1995']",['index configuration in object-oriented databases'],0.07924628257751465,0.9207537174224854,2
5,index configuration in object-oriented databases,,,,index configuration in object-oriented databases,elisa bertino,the vldb journal -- the international journal on very large data bases,1994.0,"('ltable_title',)","['a cost model for clustered object-oriented databases zhao-hui tang , jean-robert gruser , georges gardarin vldb 1995']",['index configuration in object-oriented databases'],0.07959932088851929,0.9204006791114807,2
6,index configuration in object-oriented databases,,,,index configuration in object-oriented databases,elisa bertino,the vldb journal -- the international journal on very large data bases,1994.0,"('ltable_title',)","['a cost model for clustered object-oriented databases zhao-hui tang , jean-robert gruser , georges gardarin vldb 1995']",['index configuration in object-oriented databases'],0.07902222871780396,0.920977771282196,2
7,configuration in object-oriented databases,,,,index configuration in object-oriented databases,elisa bertino,the vldb journal -- the international journal on very large data bases,1994.0,"('ltable_title',)","['a cost model for clustered object-oriented databases zhao-hui tang , jean-robert gruser , georges gardarin vldb 1995']",['configuration in object-oriented databases'],0.09735232591629028,0.9026476740837097,2
8,index configuration in object-oriented databases,,,,index configuration in object-oriented databases,elisa bertino,the vldb journal -- the international journal on very large data bases,1994.0,"('ltable_title',)","['a cost model for clustered object-oriented databases zhao-hui tang , jean-robert gruser , georges gardarin vldb 1995']",['index configuration in object-oriented databases'],0.07928234338760376,0.9207176566123962,2
9,"a cost model for clustered object-oriented databases zhao-hui tang , jean-robert gruser , georges gardarin vldb 1995",,,,a cost,elisa bertino,the vldb journal -- the international journal on very large data bases,1994.0,"('rtable_title',)",['index configuration in object-oriented databases'],['a cost'],0.19885241985321045,0.8011475801467896,2
